fid,id,Trial,Row,Column,Combocode,MasonPlot#,Block,Entry,DAS,PLT COUNT,Yield,PeakStand,HACorrectedYield
312,2018,2503,10,3,25031003,1003,2,24,13,85,2753.53104,0.728603019,2859.931329
313,2019,2503,10,4,25031004,1004,2,3,13,85,2536.193754,0.738331285,2676.749187
314,2020,2503,10,5,25031005,1005,2,10,13,85,2639.97465,0.710631211,2710.876628
315,2021,2503,11,1,25031101,1101,2,35,13,92,2480.200787,0.743689904,2515.27137
316,2022,2503,11,2,25031102,1102,2,27,13,77,2484.912618,0.614785886,2658.432997
317,2023,2503,11,3,25031103,1103,2,11,13,80,2290.812848,0.643791919,2342.996151
318,2024,2503,11,4,25031104,1104,2,1,13,72,2234.0773,0.681520315,2400.040827
319,2025,2503,11,5,25031105,1105,2,8,13,91,2788.285385,0.638222926,2907.637207
320,2026,2503,12,1,25031201,1201,2,26,13,74,1883.738429,0.640131992,1940.253411
321,2027,2503,12,2,25031202,1202,2,28,13,82,2332.899558,0.632018106,2427.732514
322,2028,2503,12,3,25031203,1203,2,33,13,74,1784.777415,0.579149737,1881.626334
323,2029,2503,12,4,25031204,1204,2,23,13,75,1842.915978,0.508793456,1958.995334
324,2030,2503,12,5,25031205,1205,2,14,13,89,2606.871519,0.663653741,2679.04588
325,3001,2503,13,1,25031301,1301,2,32,13,33,2327.237181,0.482676714,3245.1908
326,3002,2503,13,2,25031302,1302,2,30,13,78,2151.929134,0.633053527,2220.868266
327,3003,2503,13,3,25031303,1303,2,7,13,90,1398.171692,0.58946192,1425.771802
328,3004,2503,13,4,25031304,1304,2,36,13,77,1857.259843,0.659594222,1926.436109
329,3005,2503,13,5,25031305,1305,2,22,13,90,2709.560568,0.737396909,2754.293168
330,3006,2503,14,1,25031401,1401,2,18,13,104,3141.778087,0.691717414,3197.37859
331,3007,2503,14,2,25031402,1402,2,12,13,79,2802.916555,0.820797729,2894.662374
332,3008,2503,14,3,25031403,1403,2,2,13,79,2437.509026,0.63312529,2517.064828
333,3009,2503,14,4,25031404,1404,2,34,13,86,2305.640676,0.635114878,2341.274895
334,3010,2503,14,5,25031405,1405,2,21,13,87,2851.242702,0.762262399,2908.067186
335,3011,2503,15,1,25031501,1501,2,9,13,85,2198.225994,0.567262799,2246.206641
336,3012,2503,15,2,25031502,1502,2,16,13,79,2159.802045,0.535376394,2244.310881
337,3013,2503,15,3,25031503,1503,2,13,13,78,2860.629105,0.472827864,2949.496234
338,3014,2503,15,4,25031504,1504,2,39,13,68,2081.250432,0.593669057,2171.529642
339,3015,2503,15,5,25031505,1505,2,6,13,80,1846.098425,0.542230098,1890.796559
340,3016,2503,16,1,25031601,1601,2,25,13,85,2126.523718,0.570258315,2168.055223
341,3017,2503,16,2,25031602,1602,2,20,13,82,2090.669579,0.582947047,2138.014758
342,3018,2503,16,3,25031603,1603,2,17,13,78,2588.251008,0.652152575,2680.337854
343,3019,2503,16,4,25031604,1604,2,31,13,74,2407.926061,0.651666712,2499.68348
344,3020,2503,16,5,25031605,1605,2,15,13,83,2512.578044,0.61555052,2548.580854
345,3021,2503,17,1,25031701,1701,3,2,13,86,1622.924525,0.489102529,1650.846842
346,3022,2503,17,2,25031702,1702,3,36,13,66,1943.548829,0.682343302,1994.369591
347,3023,2503,17,3,25031703,1703,3,38,13,76,1471.427237,0.440220205,1515.202453
348,3024,2503,17,4,25031704,1704,3,28,13,95,1975.011595,0.614673394,2012.609554
349,3025,2503,17,5,25031705,1705,3,31,13,78,1516.158777,0.52449497,1558.749422
350,3026,2503,18,1,25031801,1801,3,17,13,85,2506.410841,0.612477504,2548.069025
351,3027,2503,18,2,25031802,1802,3,9,13,71,2526.588583,0.658757031,2624.513923
352,3028,2503,18,3,25031803,1803,3,4,13,81,1796.001272,0.553120144,1829.615021
353,3029,2503,18,4,25031804,1804,3,7,13,76,1547.661273,0.614722154,1603.421266
354,3030,2503,18,5,25031805,1805,3,26,13,81,1782.63225,0.649929124,1833.975268
355,4001,2503,19,1,25031901,1901,3,37,13,94,1169.226522,0.47686018,1186.813918
356,4002,2503,19,2,25031902,1902,3,18,13,82,2187.637795,0.554680259,2263.510342
357,4003,2503,19,3,25031903,1903,3,13,13,63,2822.233436,0.407078679,3029.892732
358,4004,2503,19,4,25031904,1904,3,11,13,78,1974.638948,0.507808234,2034.409076
359,4005,2503,19,5,25031905,1905,3,20,13,81,1974.550221,0.55033722,2034.935835
360,4006,2503,20,1,25032001,2001,3,33,13,83,2413.439961,0.64997682,2455.969509
361,4007,2503,20,2,25032002,2002,3,19,13,84,2440.607548,0.621564885,2483.29023
362,4008,2503,20,3,25032003,2003,3,1,13,69,2040.14082,0.636954503,2087.277181
363,4009,2503,20,4,25032004,2004,3,15,13,90,2423.684151,0.547624249,2459.727397
364,4010,2503,20,5,25032005,2005,3,22,13,90,2533.365542,0.708597334,2581.214604
365,4011,2503,21,1,25032101,2101,3,32,13,36,2560.320242,0.504423812,3425.143131
366,4012,2503,21,2,25032102,2102,3,39,13,72,2419.80315,0.654670562,2477.978878
367,4013,2503,21,3,25032103,2103,3,40,13,74,2295.650567,0.615119993,2356.245503
368,4014,2503,21,4,25032104,2104,3,34,13,86,1785.826772,0.579750915,1824.400417
369,4015,2503,21,5,25032105,2105,3,27,13,81,1879.459862,0.550820655,1943.17937
370,4016,2503,22,1,25032201,2201,3,29,13,87,2347.988021,0.735666093,2400.0479
371,4017,2503,22,2,25032202,2202,3,23,13,83,2311.574563,0.598083119,2375.615376
372,4018,2503,22,3,25032203,2203,3,6,13,75,1579.20146,0.553374768,1637.185292
373,4019,2503,22,4,25032204,2204,3,3,13,92,1777.96884,0.629846019,1810.911304
374,4020,2503,22,5,25032205,2205,3,30,13,94,2802.872935,0.711839878,2859.581922
375,4021,2503,23,1,25032301,2301,3,16,13,67,2006.437728,0.526384685,2114.471939
376,4022,2503,23,2,25032302,2302,3,24,13,99,2057.606971,0.622306579,2086.241358
377,4023,2503,23,3,25032303,2303,3,14,13,84,2662.622863,0.594911136,2714.174416
378,4024,2503,23,4,25032304,2304,3,8,13,88,2017.113117,0.545506676,2060.796013
379,4025,2503,23,5,25032305,2305,3,21,13,81,2296.786993,0.682096237,2356.57656
380,4026,2503,24,1,25032401,2401,3,35,13,92,1841.146966,0.776123887,1870.154558
381,4027,2503,24,2,25032402,2402,3,5,13,86,1788.197571,0.676731552,1820.617943
382,4028,2503,24,3,25032403,2403,3,10,13,75,2232.283465,0.703736072,2287.698601
383,4029,2503,24,4,25032404,2404,3,12,13,84,2028.256002,0.714827859,2080.670029
384,4030,2503,24,5,25032405,2405,3,25,13,82,1593.944426,0.652616081,1622.993001
385,101,2504,1,1,25040101,101,1,20,13,69,2171.529912,0.707279171,2285.643346
386,102,2504,1,2,25040102,102,1,3,13,96,2077.05531,0.735725403,2113.107006
387,103,2504,1,3,25040103,103,1,7,13,92,1703.780848,0.67012895,1730.818478
388,104,2504,1,4,25040104,104,1,16,13,100,1832.610908,0.656417805,1854.547617
389,105,2504,2,1,25040201,201,1,15,13,97,1849.482187,0.727302515,1877.542494
390,106,2504,2,2,25040202,202,1,14,13,92,1924.964711,0.648689915,1961.140464
391,107,2504,2,3,25040203,203,1,32,13,93,1816.954892,0.699735125,1859.211234
392,108,2504,2,4,25040204,204,1,5,13,87,2156.110764,0.688996128,2194.182126
393,109,2504,3,1,25040301,301,1,25,13,81,1975.74227,0.642113888,2096.851931
394,110,2504,3,2,25040302,302,1,13,13,95,1860.425869,0.638914644,1900.434655
395,111,2504,3,3,25040303,303,1,23,13,86,2343.570962,0.651238361,2449.569237
396,112,2504,3,4,25040304,304,1,1,13,85,2453.363885,0.769950108,2490.40333
397,113,2504,4,1,25040401,401,1,29,13,70,2681.214711,0.671545603,2845.584537
398,114,2504,4,2,25040402,402,1,18,13,73,2597.561264,0.795646355,2682.288794
399,115,2504,4,3,25040403,403,1,9,13,86,2969.209238,0.684705111,3266.142067
400,116,2504,4,4,25040404,404,1,28,13,59,3676.189745,0.828190705,3864.031454
401,117,2504,5,1,25040501,501,1,30,13,76,2654.526599,0.763022824,2795.244071
402,118,2504,5,2,25040502,502,1,11,13,90,2944.436336,0.816697163,3005.686309
403,119,2504,5,3,25040503,503,1,21,13,75,3371.186432,0.829087831,3539.78124
404,120,2504,5,4,25040504,504,1,22,13,104,3003.202516,0.813851868,3032.106033
405,121,2504,6,1,25040601,601,1,17,13,87,2833.118974,0.784071667,2944.934254
406,122,2504,6,2,25040602,602,1,19,13,92,2771.520069,0.734479934,2859.451056
407,123,2504,6,3,25040603,603,1,8,13,83,2799.471481,0.849511116,2974.136904
408,124,2504,6,4,25040604,604,1,10,13,88,2460.847513,0.749303849,2543.458335
409,125,2504,7,1,25040701,701,1,31,13,70,2377.004753,0.640202103,2657.017008
410,126,2504,7,2,25040702,702,1,27,13,86,2831.153255,0.756020971,2870.866525
411,127,2504,7,3,25040703,703,1,2,13,87,3064.2174,0.758315583,3265.756611
412,128,2504,7,4,25040704,704,1,12,13,100,3155.686576,0.766567458,3247.377944
413,129,2504,8,1,25040801,801,1,4,13,88,2916.828188,0.79527516,3041.850951
414,130,2504,8,2,25040802,802,1,6,13,98,2421.871111,0.78520521,2469.765668
415,131,2504,8,3,25040803,803,1,24,13,79,2439.315561,0.735482814,2587.054269
416,132,2504,8,4,25040804,804,1,26,13,89,2366.223305,0.795221191,2408.137932
417,133,2504,9,1,25040901,901,2,25,13,81,2075.57029,0.648312029,2216.044583
418,134,2504,9,2,25040902,902,2,19,13,81,2673.669819,0.707241153,2762.641092
419,135,2504,9,3,25040903,903,2,16,13,83,2445.130377,0.725899831,2528.305914
420,136,2504,9,4,25040904,904,2,5,13,81,2494.952564,0.849157587,2529.486215
421,137,2504,10,1,25041001,1001,2,24,13,79,2230.323411,0.760804871,2313.474577
422,138,2504,10,2,25041002,1002,2,7,13,84,2551.981947,0.8071292,2653.204245
423,139,2504,10,3,25041003,1003,2,17,13,92,2665.237565,0.767342146,2802.327648
424,140,2504,10,4,25041004,1004,2,29,13,73,2786.006818,0.712471321,2941.651753
425,141,2504,11,1,25041101,1101,2,20,13,58,2588.638972,0.594526684,2961.706577
426,142,2504,11,2,25041102,1102,2,22,13,93,2281.284809,0.721087692,2326.747653
427,143,2504,11,3,25041103,1103,2,4,13,79,3249.565057,0.773220089,3520.602768
428,144,2504,11,4,25041104,1104,2,14,13,97,2797.206405,0.799885337,2840.176631
429,145,2504,12,1,25041201,1201,2,9,13,80,2840.244575,0.691778391,3174.796091
430,146,2504,12,2,25041202,1202,2,26,13,82,1446.465239,0.57186486,1493.142089
431,147,2504,12,3,25041203,1203,2,23,13,90,2094.636067,0.606530523,2223.779957
432,148,2504,12,4,25041204,1204,2,31,13,67,2548.941041,0.767493309,2762.485724
433,149,2504,13,1,25041301,1301,2,13,13,101,1714.339255,0.581416944,1769.992288
434,150,2504,13,2,25041302,1302,2,3,13,105,2465.969488,0.697190597,2493.374704
435,151,2504,13,3,25041303,1303,2,30,13,90,1975.74227,0.623316429,2072.802772
436,152,2504,13,4,25041304,1304,2,2,13,101,2808.961158,0.72614595,2853.795519
437,153,2504,14,1,25041401,1401,2,18,13,76,2509.230987,0.81793597,2576.768781
438,154,2504,14,2,25041402,1402,2,1,13,84,2787.275495,0.800644404,2846.260237
439,155,2504,14,3,25041403,1403,2,15,13,100,2278.111989,0.77880914,2328.748961
440,156,2504,14,4,25041404,1404,2,21,13,86,3022.311792,0.796794802,3081.856985
441,157,2504,15,1,25041501,1501,2,27,13,92,2819.659977,0.693790618,2904.249247
442,158,2504,15,2,25041502,1502,2,10,13,100,2242.113549,0.58987245,2271.42547
443,159,2504,15,3,25041503,1503,2,11,13,86,2500.280104,0.657709323,2650.894148
444,160,2504,15,4,25041504,1504,2,28,13,80,3067.684223,0.683261873,3150.72343
445,161,2504,16,1,25041601,1601,2,12,13,92,2449.08719,0.584662007,2494.971195
446,162,2504,16,2,25041602,1602,2,8,13,99,2705.617582,0.686025557,2742.10029
447,163,2504,16,3,25041603,1603,2,32,13,92,2548.773646,0.587080569,2592.624328
448,164,2504,16,4,25041604,1604,2,6,13,99,2112.091367,0.650984354,2135.561644
449,165,2504,17,1,25041701,1701,3,4,13,81,2530.738333,0.641206991,2570.039585
450,166,2504,17,2,25041702,1702,3,2,13,91,2252.236461,0.483619984,2281.639134
451,167,2504,17,3,25041703,1703,3,17,13,79,2107.104139,0.553489515,2153.981896
452,168,2504,17,4,25041704,1704,3,28,13,76,2628.643101,0.584279786,2689.525816
453,169,2504,18,1,25041801,1801,3,9,13,78,2538.307579,0.710958829,2732.117892
454,170,2504,18,2,25041802,1802,3,22,13,88,2014.717496,0.653654939,2047.332715
455,171,2504,18,3,25041803,1803,3,12,13,82,2778.118926,0.644823067,2834.69292
456,172,2504,18,4,25041804,1804,3,1,13,82,2242.301517,0.66490059,2281.853196
457,173,2504,19,1,25041901,1901,3,24,13,92,1805.60966,0.572224194,1832.193193
458,174,2504,19,2,25041902,1902,3,10,13,88,2080.466295,0.529857665,2127.823666
459,175,2504,19,3,25041903,1903,3,20,13,74,2621.771942,0.528864009,2766.232604
460,176,2504,19,4,25041904,1904,3,15,13,95,2015.72753,0.607095065,2039.931876
461,177,2504,20,1,25042001,2001,3,18,13,77,2305.864701,0.551251295,2360.15577
462,178,2504,20,2,25042002,2002,3,19,13,93,2352.769541,0.637719562,2382.957198
463,179,2504,20,3,25042003,2003,3,31,13,85,2582.044171,0.740756922,2649.95203
464,180,2504,20,4,25042004,2004,3,6,13,91,2527.132754,0.634647949,2555.969814
465,181,2504,21,1,25042101,2101,3,5,13,84,2545.9058,0.685485633,2602.209531
466,182,2504,21,2,25042102,2102,3,26,13,89,1495.452996,0.598427132,1517.552742
467,183,2504,21,3,25042103,2103,3,3,13,98,2527.132754,0.6908202,2577.972365
468,184,2504,21,4,25042104,2104,3,8,13,95,2014.717496,0.626037571,2050.525061
469,185,2504,22,1,25042201,2201,3,7,13,87,1842.915978,0.645131342,1867.596217
470,186,2504,22,2,25042202,2202,3,21,13,81,2442.222969,0.673237591,2504.250722
471,187,2504,22,3,25042203,2203,3,14,13,96,1825.535553,0.57961279,1860.603526
472,188,2504,22,4,25042204,2204,3,23,13,96,1982.975514,0.612471674,2006.085241
473,189,2504,23,1,25042301,2301,3,30,13,76,2028.194282,0.66818641,2069.77002
474,190,2504,23,2,25042302,2302,3,27,13,94,2382.223569,0.646236207,2422.448318
475,191,2504,23,3,25042303,2303,3,25,13,100,1828.342232,0.64522646,1859.836149
476,192,2504,23,4,25042304,2304,3,29,13,74,2450.684127,0.637823664,2543.108551
477,193,2504,24,1,25042401,2401,3,16,13,90,2222.705012,0.720250123,2261.323837
478,194,2504,24,2,25042402,2402,3,32,13,84,1920.817169,0.750907751,1975.626666
479,195,2504,24,3,25042403,2403,3,11,13,87,2385.965335,0.748054076,2453.533999
480,196,2504,24,4,25042404,2404,3,13,13,87,1532.231131,0.752102217,1560.038699
481,1001,2506,1,1,25060101,101,1,13,13,65,3083.872383,0.838536119,3265.539246
482,1002,2506,1,2,25060102,102,1,32,13,68,1858.888482,0.803440942,1932.400064
483,1003,2506,1,3,25060103,103,1,2,13,78,1516.471826,0.648263264,1556.792657
484,1004,2506,1,4,25060104,104,1,10,13,73,2000.455109,0.708383332,2048.354328
486,1006,2506,2,1,25060201,201,1,4,13,69,2065.406664,0.814513931,2136.553728
487,1007,2506,2,2,25060202,202,1,19,13,71,2559.557999,0.824346829,2617.331847
488,1008,2506,2,3,25060203,203,1,18,13,75,2468.52439,0.767040035,2534.014251
489,1009,2506,2,4,25060204,204,1,14,13,77,2587.67126,0.763684512,2634.975669
491,1011,2506,3,1,25060301,301,1,21,13,65,3208.747119,0.940866527,3351.766749
492,1012,2506,3,2,25060302,302,1,12,13,67,3309.714135,0.910272869,3416.503211
493,1013,2506,3,3,25060303,303,1,5,13,67,2155.708037,0.830775103,2235.787556
494,1014,2506,3,4,25060304,304,1,17,13,66,2858.829772,0.916000981,2941.386738
496,1016,2506,4,1,25060401,401,1,15,13,65,2359.908777,0.912105321,2465.047221
497,1017,2506,4,2,25060402,402,1,29,13,63,2314.205349,0.789669106,2475.139014
498,1018,2506,4,3,25060403,403,1,25,13,63,3217.620127,0.828655673,3460.040537
499,1019,2506,4,4,25060404,404,1,27,13,54,2411.816017,0.810751044,2517.445675
501,1021,2506,5,1,25060501,501,1,31,13,72,2687.560399,0.847611765,2825.468517
502,1022,2506,5,2,25060502,502,1,20,13,67,3597.813876,0.910830808,3773.989809
503,1023,2506,5,3,25060503,503,1,30,13,64,3491.979787,0.91817488,3619.167172
504,1024,2506,5,4,25060504,504,1,9,13,67,2609.705349,0.915067296,2692.44564
506,1026,2506,6,1,25060601,601,1,8,13,63,2148.996135,0.82107649,2275.019817
507,1027,2506,6,2,25060602,602,1,3,13,61,2163.303198,0.741508301,2234.245859
508,1028,2506,6,3,25060603,603,1,11,13,74,2311.761043,0.834251281,2403.455173
509,1029,2506,6,4,25060604,604,1,26,13,59,2976.774774,0.895616551,3175.473376
511,2001,2506,7,1,25060701,701,1,24,13,66,3127.152751,0.757715628,3265.046231
512,2002,2506,7,2,25060702,702,1,22,13,75,3104.716727,0.839765604,3175.506052
513,2003,2506,7,3,25060703,703,1,16,13,63,1986.800125,0.879438435,2050.329895
514,2004,2506,7,4,25060704,704,1,1,13,72,1905.607836,0.778135751,1947.201511
516,2006,2506,8,1,25060801,801,1,6,13,61,2665.83647,0.827198252,2929.542259
517,2007,2506,8,2,25060802,802,1,23,13,67,4015.897254,0.911866721,4163.886513
518,2008,2506,8,3,25060803,803,1,28,13,63,3208.934703,0.798205667,3433.088921
519,2009,2506,8,4,25060804,804,1,7,13,62,2526.461662,0.82625915,2657.888243
521,2011,2506,9,1,25060901,901,2,18,13,52,3303.858172,0.862479519,3560.796795
522,2012,2506,9,2,25060902,902,2,20,13,50,3834.644997,0.919875471,4066.00127
523,2013,2506,9,3,25060903,903,2,25,13,69,3965.188784,0.899511209,4276.240527
524,2014,2506,9,4,25060904,904,2,26,13,65,3591.986076,0.909910156,3831.982657
526,2016,2506,10,1,25061001,1001,2,22,13,66,3868.392308,0.928157938,4185.519918
527,2017,2506,10,2,25061002,1002,2,10,13,71,3157.524246,0.836123781,3296.942556
528,2018,2506,10,3,25061003,1003,2,28,13,61,2519.984156,0.934285246,2685.118295
529,2019,2506,10,4,25061004,1004,2,12,13,64,3553.962814,0.8833984,3733.042152
531,2021,2506,11,1,25061101,1101,2,9,13,56,3042.251248,0.914477636,3350.769491
532,2022,2506,11,2,25061102,1102,2,29,13,60,2977.321682,0.735223424,3164.673295
533,2023,2506,11,3,25061103,1103,2,11,13,62,2577.854427,0.85437715,2835.479661
534,2024,2506,11,4,25061104,1104,2,4,13,57,3069.309463,0.891006389,3211.923724
536,2026,2506,12,1,25061201,1201,2,32,13,59,2265.085894,0.78655889,2463.057014
537,2027,2506,12,2,25061202,1202,2,14,13,58,3423.42174,0.872115568,3586.802962
538,2028,2506,12,3,25061203,1203,2,31,13,62,3108.543091,0.917877431,3377.314858
539,2029,2506,12,4,25061204,1204,2,6,13,65,2674.867774,0.746054284,2817.915698
541,3001,2506,13,1,25061301,1301,2,19,13,69,3027.797076,0.772675149,3163.481966
542,3002,2506,13,2,25061302,1302,2,2,13,70,1961.451748,0.774852523,2002.814256
543,3003,2506,13,3,25061303,1303,2,30,13,57,3759.274246,0.902788018,3993.98773
544,3004,2506,13,4,25061304,1304,2,7,13,74,2509.003553,0.72181704,2561.622687
546,3006,2506,14,1,25061401,1401,2,13,13,61,3421.552814,0.92174103,3533.62506
547,3007,2506,14,2,25061402,1402,2,24,13,60,3221.344224,0.940297692,3341.885004
548,3008,2506,14,3,25061403,1403,2,17,13,66,2810.862901,0.865216086,2963.004332
549,3009,2506,14,4,25061404,1404,2,23,13,71,3264.386643,0.91486457,3339.875051
551,3011,2506,15,1,25061501,1501,2,15,13,58,1751.229019,0.744505419,1840.524725
552,3012,2506,15,2,25061502,1502,2,3,13,62,2582.5314,0.730504587,2692.246786
553,3013,2506,15,3,25061503,1503,2,16,13,60,1831.47004,0.567810012,1930.85841
554,3014,2506,15,4,25061504,1504,2,5,13,63,1557.752737,0.587637018,1628.670324
556,3016,2506,16,1,25061601,1601,2,8,13,56,2323.216343,0.740451555,2442.196998
557,3017,2506,16,2,25061602,1602,2,21,13,59,3372.058887,0.803358229,3505.464074
558,3018,2506,16,3,25061603,1603,2,27,13,54,2674.32754,0.575724469,2829.778115
559,3019,2506,16,4,25061604,1604,2,1,13,65,1937.622047,0.560238829,1993.360565
561,3021,2506,17,1,25061701,1701,3,26,13,67,3115.357788,0.566897567,3193.644809
562,3022,2506,17,2,25061702,1702,3,15,13,63,2098.135659,0.686523544,2164.741887
563,3023,2506,17,3,25061703,1703,3,31,13,51,2744.184175,0.757878953,2935.626442
564,3024,2506,17,4,25061704,1704,3,12,13,52,2369.761955,0.70659107,2512.545734
566,3026,2506,18,1,25061801,1801,3,13,13,53,3213.617054,0.725750956,3440.491595
567,3027,2506,18,2,25061802,1802,3,18,13,73,2718.812908,0.684283841,2762.621684
568,3028,2506,18,3,25061803,1803,3,21,13,66,3409.280656,0.869483286,3526.518466
569,3029,2506,18,4,25061804,1804,3,6,13,57,1732.469752,0.627525287,1788.035232
571,4001,2506,19,1,25061901,1901,3,4,13,60,2588.577684,0.670011726,2670.193145
572,4002,2506,19,2,25061902,1902,3,27,13,61,2444.191233,0.601272737,2529.433883
573,4003,2506,19,3,25061903,1903,3,10,13,67,2022.518341,0.68251584,2117.183993
574,4004,2506,19,4,25061904,1904,3,30,13,65,2422.879393,0.689254123,2506.57662
576,4006,2506,20,1,25062001,2001,3,1,13,58,1781.039706,0.733497201,1926.489468
577,4007,2506,20,2,25062002,2002,3,32,13,62,1674.728659,0.687315715,1743.26715
578,4008,2506,20,3,25062003,2003,3,17,13,72,2666.653548,0.794205985,2735.506118
579,4009,2506,20,4,25062004,2004,3,11,13,63,2280.140786,0.657510308,2358.861212
581,4011,2506,21,1,25062101,2101,3,22,13,71,2807.184847,0.816743932,2877.898229
582,4012,2506,21,2,25062102,2102,3,5,13,63,2314.348497,0.755534955,2404.044454
583,4013,2506,21,3,25062103,2103,3,7,13,59,2334.149126,0.658814548,2420.345853
584,4014,2506,21,4,25062104,2104,3,25,13,65,3424.735935,0.78202327,3524.241045
586,4016,2506,22,1,25062201,2201,3,9,13,64,3260.967496,0.85195401,3367.080583
587,4017,2506,22,2,25062202,2202,3,2,13,65,2230.636643,0.715795222,2299.496647
588,4018,2506,22,3,25062203,2203,3,16,13,72,2051.004417,0.719960685,2097.804115
589,4019,2506,22,4,25062204,2204,3,28,13,59,2832.596025,0.81378143,2924.221122
591,4021,2506,23,1,25062301,2301,3,3,13,60,2634.826772,0.786902259,2710.357353
592,4022,2506,23,2,25062302,2302,3,20,13,67,3296.814625,0.930681446,3402.561275
593,4023,2506,23,3,25062303,2303,3,14,13,65,2844.006952,0.733373392,2931.092377
594,4024,2506,23,4,25062304,2304,3,23,13,68,3290.930286,0.915711009,3360.634698
596,4026,2506,24,1,25062401,2401,3,19,13,68,2638.833244,0.754573753,2746.673549
597,4027,2506,24,2,25062402,2402,3,29,13,63,2781.860764,0.889796253,2896.700234
598,4028,2506,24,3,25062403,2403,3,24,13,70,3153.260851,0.822957623,3364.316249
599,4029,2506,24,4,25062404,2404,3,8,13,60,1773.086422,0.878894431,1888.613982
601,101,2506,1,1,25060101,101,1,13,13,67,3083.872383,0.838536119,3233.145243
602,102,2506,1,2,25060102,102,1,32,13,75,1858.888482,0.803440942,1903.716926
603,103,2506,1,3,25060103,103,1,2,13,76,1516.471826,0.648263264,1550.35394
604,104,2506,1,4,25060104,104,1,10,13,74,2000.455109,0.708383332,2056.56996
605,105,2506,2,1,25060201,201,1,4,13,68,2065.406664,0.814513931,2138.125939
606,106,2506,2,2,25060202,202,1,19,13,76,2559.557999,0.824346829,2660.968408
607,107,2506,2,3,25060203,203,1,18,13,76,2468.52439,0.767040035,2521.28085
608,108,2506,2,4,25060204,204,1,14,13,69,2587.67126,0.763684512,2695.76933
609,109,2506,3,1,25060301,301,1,21,13,67,3208.747119,0.940866527,3308.549346
610,110,2506,3,2,25060302,302,1,12,13,73,3309.714135,0.910272869,3415.416819
611,111,2506,3,3,25060303,303,1,5,13,63,2155.708037,0.830775103,2220.380088
612,112,2506,3,4,25060304,304,1,17,13,68,2858.829772,0.916000981,2990.404291
613,113,2506,4,1,25060401,401,1,15,13,74,2359.908777,0.912105321,2469.049213
614,114,2506,4,2,25060402,402,1,29,13,59,2314.205349,0.789669106,2452.699141
615,115,2506,4,3,25060403,403,1,25,13,76,3217.620127,0.828655673,3300.575148
616,116,2506,4,4,25060404,404,1,27,13,66,2411.816017,0.810751044,2586.442491
617,117,2506,5,1,25060501,501,1,31,13,71,2687.560399,0.847611765,2821.529569
618,118,2506,5,2,25060502,502,1,20,13,66,3597.813876,0.910830808,3888.842713
619,119,2506,5,3,25060503,503,1,30,13,68,3491.979787,0.91817488,3592.901408
620,120,2506,5,4,25060504,504,1,9,13,78,2609.705349,0.915067296,2711.099183
621,121,2506,6,1,25060601,601,1,8,13,54,2148.996135,0.82107649,2414.594982
622,122,2506,6,2,25060602,602,1,3,13,72,2163.303198,0.741508301,2288.531918
623,123,2506,6,3,25060603,603,1,11,13,74,2311.761043,0.834251281,2390.543844
624,124,2506,6,4,25060604,604,1,26,13,65,2976.774774,0.895616551,3207.223442
625,125,2506,7,1,25060701,701,1,24,13,86,3127.152751,0.757715628,3257.972855
626,126,2506,7,2,25060702,702,1,22,13,68,3104.716727,0.839765604,3282.139367
627,127,2506,7,3,25060703,703,1,16,13,56,1986.800125,0.879438435,2231.79935
628,128,2506,7,4,25060704,704,1,1,13,68,1905.607836,0.778135751,2087.512818
629,129,2506,8,1,25060801,801,1,6,13,63,2665.83647,0.827198252,2833.545594
630,130,2506,8,2,25060802,802,1,23,13,59,4015.897254,0.911866721,4212.772276
631,131,2506,8,3,25060803,803,1,28,13,62,3208.934703,0.798205667,3383.128907
632,132,2506,8,4,25060804,804,1,7,13,48,2526.461662,0.82625915,2939.938197
633,133,2506,9,1,25060901,901,2,18,13,70,3303.858172,0.862479519,3417.926098
634,134,2506,9,2,25060902,902,2,20,13,69,3834.644997,0.919875471,4035.748339
635,135,2506,9,3,25060903,903,2,25,13,74,3965.188784,0.899511209,4089.51788
636,136,2506,9,4,25060904,904,2,26,13,58,3591.986076,0.909910156,3834.960829
637,137,2506,10,1,25061001,1001,2,22,13,70,3868.392308,0.928157938,4001.800238
638,138,2506,10,2,25061002,1002,2,10,13,74,3157.524246,0.836123781,3279.834298
639,139,2506,10,3,25061003,1003,2,28,13,58,2519.984156,0.934285246,2733.96529
640,140,2506,10,4,25061004,1004,2,12,13,66,3553.962814,0.8833984,3772.917897
641,141,2506,11,1,25061101,1101,2,9,13,73,3042.251248,0.914477636,3183.177869
642,142,2506,11,2,25061102,1102,2,29,13,70,2977.321682,0.735223424,3131.601546
643,143,2506,11,3,25061103,1103,2,11,13,71,2577.854427,0.85437715,2672.598042
644,144,2506,11,4,25061104,1104,2,4,13,78,3069.309463,0.891006389,3186.510994
645,145,2506,12,1,25061201,1201,2,32,13,64,2265.085894,0.78655889,2370.823607
646,146,2506,12,2,25061202,1202,2,14,13,70,3423.42174,0.872115568,3561.768697
647,147,2506,12,3,25061203,1203,2,31,13,68,3108.543091,0.917877431,3289.296739
648,148,2506,12,4,25061204,1204,2,6,13,68,2674.867774,0.746054284,2808.155609
649,149,2506,13,1,25061301,1301,2,19,13,68,3027.797076,0.772675149,3105.165874
650,150,2506,13,2,25061302,1302,2,2,13,75,1961.451748,0.774852523,2004.456585
