fid,id,Trial,Row,Column,MasonPlot#,layer,path,716ExG_mean,716ExG_variance,716ExR_mean,716ExR_variance,716gNDVI_mean,716gNDVI_variance,716NDVI_mean,716NDVI_variance,716THRESH_mean,716THRESH_variance,716HA_mean,716HA_variance,716PLT_,,,,,717NDRE_mean,717NDRE_variance
279,1015,2503,3,5,25030305,305,7/16/2025,47,47.33684038,845.2983353,207.8290662,14139067.69,0.300394387,0.060125137,0.139121499,0.02932312,-0.047542155,0.001817081,0.599542085,0.240091373,0.765300915,38,,,,
280,1016,2503,4,1,25030401,401,7/16/2025,47,54.32338987,1054.481502,-98.52145277,11609244.8,0.302618368,0.055980295,0.134791739,0.02464532,-0.047933692,0.001665432,0.604133719,0.239156169,0.848631211,59,,,,
281,1017,2503,4,2,25030402,402,7/16/2025,47,61.53185165,1210.929269,-764.8097793,10967903.93,0.3722953,0.059919311,0.191275278,0.027978106,-0.033820667,0.001925459,0.674147805,0.219672542,0.403710859,16,,,,
282,1018,2503,4,3,25030403,403,7/16/2025,47,60.17546156,988.6088816,-758.5248518,9720731.137,0.360604946,0.049673697,0.176716658,0.022945728,-0.043091831,0.001563228,0.686574491,0.215189959,0.424431321,23,,,,
283,1019,2503,4,4,25030404,404,7/16/2025,47,57.56631039,1229.287919,-227.8978735,14836716.32,0.309425504,0.06235917,0.137151905,0.028938308,-0.055008533,0.001927902,0.617760934,0.236132363,0.770936993,61,,,,
284,1020,2503,4,5,25030405,405,7/16/2025,47,67.50085852,906.1855693,-1676.036782,8646653.252,0.433544292,0.036349729,0.229796815,0.017973974,-0.032249534,0.001679899,0.789703197,0.166072058,0.812256206,60,,,,
285,1021,2503,5,1,25030501,501,7/16/2025,47,68.25284819,1221.190551,-1112.357225,9364740.879,0.394786499,0.047615456,0.207426519,0.021256592,-0.033344423,0.001875568,0.712510221,0.204839406,0.470081108,22,,,,
286,1022,2503,5,2,25030502,502,7/16/2025,47,66.74635449,1322.629823,-911.4947535,11031772.82,0.392561163,0.057298413,0.210770537,0.026712204,-0.034329096,0.002264417,0.705115975,0.207927437,0.389183573,17,,,,
287,1023,2503,5,3,25030503,503,7/16/2025,47,80.77119407,935.2009677,-2191.953688,6553753.937,0.469307235,0.029883929,0.247417948,0.013699665,-0.033388307,0.001366153,0.838982358,0.135090961,0.521898409,32,,,,
288,1024,2503,5,4,25030504,504,7/16/2025,47,75.97033968,1483.213449,-1801.919137,11811432.81,0.392234704,0.047109048,0.181435371,0.020823946,-0.049562659,0.001903226,0.72904967,0.197536249,0.547027086,26,,,,
289,1025,2503,5,5,25030505,505,7/16/2025,47,75.86299427,1525.662058,-1929.009064,11692562.94,0.412338568,0.047750465,0.197507926,0.020408017,-0.043236998,0.001980844,0.719334606,0.201892331,0.396252552,20,,,,
290,1026,2503,6,1,25030601,601,7/16/2025,47,73.09196248,1414.320759,-1428.664218,12298860.52,0.375647719,0.048790307,0.174011018,0.020497652,-0.046240279,0.001461105,0.702819129,0.208864401,0.379032552,20,,,,
291,1027,2503,6,2,25030602,602,7/16/2025,47,77.46896721,1243.640429,-1910.326323,12060392.12,0.387922252,0.039717446,0.173220981,0.016618861,-0.057957845,0.001678413,0.74195219,0.191459138,0.832376474,73,,,,
292,1028,2503,6,3,25030603,603,7/16/2025,47,77.01785617,1253.038092,-1960.189237,10791601.41,0.404613603,0.040683896,0.189708271,0.01721681,-0.052404333,0.001527747,0.764707486,0.179929947,0.717037874,49,,,,
293,1029,2503,6,4,25030604,604,7/16/2025,47,53.6937846,962.6866069,87.97483831,11888061.01,0.313239778,0.057767447,0.151766245,0.028044039,-0.047190244,0.001713005,0.616385306,0.236454461,0.79418948,64,,,,
294,1030,2503,6,5,25030605,605,7/16/2025,47,62.17497615,1178.291341,-606.2635628,12394868.08,0.337227925,0.052307382,0.157445907,0.023341722,-0.052205724,0.001427813,0.647594385,0.228215898,0.876633674,67,,,,
295,2001,2503,7,1,25030701,701,7/16/2025,47,61.43893994,1168.068285,-811.8083481,11285937,0.374698733,0.056356613,0.192850891,0.026789214,-0.021048676,0.001777508,0.689778335,0.213984183,0.556177318,25,,,,
296,2002,2503,7,2,25030702,702,7/16/2025,47,56.27555943,1133.504704,-158.6329418,14520094.75,0.323240115,0.06569088,0.153933119,0.031579073,-0.03323559,0.002216491,0.622884243,0.234899463,0.719701803,39,,,,
297,2003,2503,7,3,25030703,703,7/16/2025,47,55.63659414,1457.530595,102.5165713,17090073.03,0.242374043,0.062935317,0.072025318,0.025314926,-0.068356328,0.001651626,0.510660341,0.249886357,0.897656022,63,,,,
298,2004,2503,7,4,25030704,704,7/16/2025,47,64.73962593,1513.656291,-799.9026057,16199648.89,0.315226744,0.061844819,0.125718078,0.026280436,-0.067762213,0.001700065,0.622253122,0.235054174,0.766377456,41,,,,
299,2005,2503,7,5,25030705,705,7/16/2025,47,70.29450561,1020.148468,-1661.175722,11305292.75,0.412011906,0.042439491,0.204221924,0.019637333,-0.044780157,0.001869699,0.759838657,0.182483872,0.80820195,47,,,,
300,2006,2503,8,1,25030801,801,7/16/2025,47,82.23929643,1026.363654,-2546.984614,8525557.523,0.460458998,0.030974966,0.230858394,0.014886103,-0.022542491,0.001455169,0.848213799,0.12874715,0.767708068,58,,,,
301,2007,2503,8,2,25030802,802,7/16/2025,47,61.76672029,1178.573113,-696.8639092,15473194.61,0.333846849,0.058572939,0.149225963,0.026388078,-0.042970797,0.001675949,0.657905499,0.225065853,0.770674979,53,,,,
302,2008,2503,8,3,25030803,803,7/16/2025,47,59.75528231,1441.822989,-290.4577386,16598511.93,0.298548699,0.070556558,0.120661569,0.031275287,-0.056747322,0.00182992,0.591810028,0.241570919,0.595924616,28,,,,
303,2009,2503,8,4,25030804,804,7/16/2025,47,68.42364102,1376.283862,-1424.669936,12590670.27,0.350420435,0.053556496,0.1450219,0.02290206,-0.064051099,0.001911706,0.677389455,0.218532981,0.804144945,46,,,,
304,2010,2503,8,5,25030805,805,7/16/2025,47,53.5919274,933.2008865,-406.0263817,10378999.9,0.298580684,0.048827773,0.121222142,0.022288841,-0.058796928,0.001913395,0.604982012,0.238978777,0.908880464,92,,,,
305,2011,2503,9,1,25030901,901,7/16/2025,47,60.81346783,1196.79574,-405.8994113,11948409.87,0.338701725,0.058040456,0.162749968,0.026600465,-0.035594149,0.001594196,0.635905125,0.231529797,0.58620124,26,,,,
306,2012,2503,9,2,25030902,902,7/16/2025,47,68.35835377,1282.333343,-1046.33746,12310947.62,0.371835557,0.053384259,0.180157112,0.024208456,-0.04224555,0.001606295,0.691196511,0.213443894,0.646852956,31,,,,
307,2013,2503,9,3,25030903,903,7/16/2025,47,60.8117878,1202.161621,-425.3181392,12613019.57,0.303604491,0.055478879,0.122572544,0.024052732,-0.059116865,0.001306986,0.604601712,0.239058482,0.839883339,60,,,,
308,2014,2503,9,4,25030904,904,7/16/2025,47,69.98966627,1225.101131,-1621.355017,11029195.11,0.389745746,0.050432047,0.181211965,0.023513894,-0.04489224,0.001614137,0.721479987,0.200946615,0.492108045,20,,,,
309,2015,2503,9,5,25030905,905,7/16/2025,47,56.33763048,1104.948228,-687.4700392,12382420.74,0.331731934,0.058490652,0.147408815,0.027242703,-0.053132398,0.001700822,0.628437491,0.233503811,0.860608822,59,,,,
310,2016,2503,10,1,25031001,1001,7/16/2025,47,61.56193617,1344.569513,-954.882837,12169422.86,0.351870064,0.059711611,0.16178804,0.027326946,-0.032860496,0.001670029,0.646016734,0.228679113,0.54623503,25,,,,
311,2017,2503,10,2,25031002,1002,7/16/2025,47,66.02655398,1104.357528,-1405.942208,8761005.952,0.424426158,0.048431145,0.228811252,0.023849021,-0.018104986,0.001829034,0.741057797,0.191891138,0.502259969,30,,,,
312,2018,2503,10,3,25031003,1003,7/16/2025,47,60.24717784,1064.135527,-931.9608605,9277452.87,0.359059493,0.050143934,0.169048612,0.023476708,-0.035701516,0.001531418,0.680373016,0.217465575,0.545247425,30,,,,
313,2019,2503,10,4,25031004,1004,7/16/2025,47,58.13128918,1060.132204,-781.4852546,10072601.7,0.365867597,0.059648283,0.17990964,0.030156929,-0.037369521,0.001932994,0.680294358,0.217493944,0.654618035,38,,,,
314,2020,2503,10,5,25031005,1005,7/16/2025,47,54.93672957,1051.594721,-638.3437553,11551799.49,0.349581193,0.061478243,0.167239661,0.03092111,-0.039499099,0.002173445,0.663848587,0.22315364,0.668313132,26,,,,
315,2021,2503,11,1,25031101,1101,7/16/2025,47,70.45309773,1253.040667,-2040.730514,10863250.56,0.402982515,0.041221888,0.183495851,0.017355489,-0.039751766,0.001214402,0.730802792,0.196730071,0.512595239,24,,,,
316,2022,2503,11,2,25031102,1102,7/16/2025,47,59.39378408,1660.546025,-641.2462272,17475066.29,0.318399874,0.074730854,0.131944577,0.033982375,-0.052254145,0.002032717,0.586123228,0.24258279,0.539250889,28,,,,
317,2023,2503,11,3,25031103,1103,7/16/2025,47,58.12645182,1260.001895,-921.4798028,12680745.28,0.344716741,0.058991307,0.15280879,0.026521308,-0.044008329,0.001710866,0.643791919,0.229323884,0.384557899,14,,,,
318,2024,2503,11,4,25031104,1104,7/16/2025,47,58.73999455,1247.354616,-1056.082699,11734613.38,0.345708248,0.057722316,0.14982,0.026710893,-0.047816977,0.002016465,0.641384951,0.230010296,0.657941745,31,,,,
319,2025,2503,11,5,25031105,1105,7/16/2025,47,49.22572028,927.5350345,-310.5861905,11053176.54,0.327056556,0.060892537,0.151481623,0.031034487,-0.043473417,0.002332315,0.624689945,0.234452418,0.606903968,41,,,,
320,2026,2503,12,1,25031201,1201,7/16/2025,47,60.27565519,1367.412083,-1179.323979,13473020.05,0.348618275,0.061586477,0.149441121,0.027169341,-0.046401491,0.001563022,0.640131992,0.230363025,0.548170154,31,,,,
321,2027,2503,12,2,25031202,1202,7/16/2025,47,56.60210509,1250.568863,-858.0828079,13195763.36,0.347453105,0.065070751,0.158386214,0.030094209,-0.043552659,0.001888702,0.632018106,0.23257122,0.362701855,13,,,,
322,2028,2503,12,3,25031203,1203,7/16/2025,47,53.20912983,1252.362389,-436.7549074,12618338.55,0.301572444,0.0631399,0.121023986,0.028260883,-0.057642739,0.001760359,0.579149737,0.243735319,0.556337258,23,,,,
323,2029,2503,12,4,25031204,1204,7/16/2025,47,42.77900477,1021.994924,641.3962598,12895271.98,0.244772216,0.068159959,0.090511706,0.033322244,-0.057542438,0.00292663,0.508793456,0.249922675,0.726484043,49,,,,
324,2030,2503,12,5,25031205,1205,7/16/2025,47,51.57667239,1117.851255,-400.1065424,11719990.14,0.357302938,0.069513163,0.184831244,0.035899929,-0.03000668,0.003419411,0.634950503,0.231788362,0.357598513,14,,,,
325,3001,2503,13,1,25031301,1301,7/16/2025,47,45.07664631,1348.682307,537.2614149,17191125.86,0.20838915,0.071672957,0.046433665,0.030840012,-0.071776219,0.001737818,0.44472307,0.246944461,0.771586373,47,,,,
326,3002,2503,13,2,25031302,1302,7/16/2025,47,58.85018533,1290.331502,-945.8409627,16045956.92,0.341243373,0.066148492,0.147967346,0.029527843,-0.048305238,0.00218563,0.633053527,0.232296759,0.489264754,19,,,,
327,3003,2503,13,3,25031303,1303,7/16/2025,47,57.04554871,1350.464234,-612.4149382,15933933.13,0.298092063,0.065321375,0.111499676,0.028594199,-0.062056236,0.001790995,0.58946192,0.241996565,0.534803609,23,,,,
328,3004,2503,13,4,25031304,1304,7/16/2025,47,56.63359049,1087.367557,-776.8688488,10964154.46,0.356679833,0.059120893,0.172844522,0.028674432,-0.03965626,0.002071166,0.651882343,0.226931754,0.619269818,25,,,,
329,3005,2503,13,5,25031305,1305,7/16/2025,47,61.13501213,1101.074841,-1088.056398,10499498.01,0.383088001,0.057380011,0.188714008,0.027639725,-0.040071099,0.002151665,0.696209086,0.211501994,0.629734262,35,,,,
330,3006,2503,14,1,25031401,1401,7/16/2025,47,57.85685456,1042.862626,-917.8404701,9409246.205,0.388986924,0.055125312,0.203445573,0.027509353,-0.024990569,0.002140696,0.683029262,0.216500289,0.255882621,11,,,,
331,3007,2503,14,2,25031402,1402,7/16/2025,47,72.20946149,1169.246105,-2081.02737,9973494.415,0.423917872,0.041046798,0.207202275,0.01920845,-0.04090318,0.002546624,0.759154738,0.182838822,0.784700071,48,,,,
332,3008,2503,14,3,25031403,1403,7/16/2025,47,50.14374097,881.8570197,-128.2407395,9444128.889,0.334953192,0.056613385,0.16908188,0.028521478,-0.035486937,0.00206612,0.63312529,0.232277657,0.625954616,40,,,,
333,3009,2503,14,4,25031404,1404,7/16/2025,47,59.36134202,1282.41556,-622.9812822,11360912.73,0.348323973,0.057640211,0.168308271,0.027386527,-0.04662824,0.001728285,0.635114878,0.23174397,0.593274401,33,,,,
334,3010,2503,14,5,25031405,1405,7/16/2025,47,66.78647153,1371.613877,-1255.480026,10820811.12,0.417650282,0.059161502,0.223522363,0.028688458,-0.031736893,0.001759022,0.708254981,0.206629863,0.327707506,13,,,,
335,3011,2503,15,1,25031501,1501,7/16/2025,47,43.02410756,857.7605795,626.6343886,11833320.87,0.278277473,0.06733915,0.129987747,0.034110327,-0.044665818,0.001925675,0.558264474,0.246605251,0.66681249,41,,,,
336,3012,2503,15,2,25031502,1502,7/16/2025,47,50.16508984,1467.212187,356.5643915,17252797.94,0.267009735,0.075725187,0.10813574,0.034294576,-0.062296418,0.001792001,0.535376394,0.248748511,0.46073642,24,,,,
337,3013,2503,15,3,25031503,1503,7/16/2025,47,46.50722228,1508.946885,853.8503653,17991403.67,0.216428392,0.073729533,0.064803026,0.0319302,-0.07216696,0.001785716,0.472827864,0.249261675,0.602770437,28,,,,
338,3014,2503,15,4,25031504,1504,7/16/2025,47,49.13280803,1176.216923,84.62062272,13246690.87,0.316123765,0.069137173,0.154507409,0.034262737,-0.045125295,0.002242673,0.593669057,0.241226108,0.493848089,24,,,,
339,3015,2503,15,5,25031505,1505,7/16/2025,47,44.27696292,1099.161596,605.0932986,14397101.57,0.265471531,0.069265353,0.112831394,0.034131599,-0.05871601,0.00232634,0.542230098,0.248216619,0.821151252,62,,,,
340,3016,2503,16,1,25031601,1601,7/16/2025,47,46.08606166,1021.686539,36.8289889,11718691.87,0.301029524,0.060631136,0.139271569,0.030146972,-0.035831281,0.00187208,0.566338631,0.245599186,0.658403208,49,,,,
341,3017,2503,16,2,25031602,1602,7/16/2025,47,53.41394448,1455.770762,-240.0631124,15439691.38,0.327780799,0.071024257,0.155818253,0.033254989,-0.039951896,0.001953472,0.582947047,0.243119787,0.420520205,17,,,,
342,3018,2503,16,3,25031603,1603,7/16/2025,47,49.40354991,1003.346022,-448.632238,9146286.724,0.380467339,0.057025824,0.211196288,0.029384729,-0.018305097,0.001943287,0.652152575,0.226849594,0.273827534,10,,,,
343,3019,2503,16,4,25031604,1604,7/16/2025,47,51.68486467,1157.304162,-640.6957178,9678867.716,0.372597401,0.056997555,0.19573706,0.029075895,-0.029286377,0.001900507,0.651666712,0.226997208,0.439146206,25,,,,
344,3020,2503,16,5,25031605,1605,7/16/2025,47,45.11442203,1026.546749,-298.1167775,9414179.558,0.358427547,0.056841691,0.194055535,0.02949656,-0.025061376,0.001803665,0.610169029,0.237862785,0.634381949,36,,,,
345,3021,2503,17,1,25031701,1701,7/16/2025,47,35.69046905,760.0782115,741.2832905,9412243.69,0.23133003,0.051324664,0.083648896,0.024603567,-0.051969758,0.001748422,0.47025156,0.24911503,0.857148065,61,,,,
346,3022,2503,17,2,25031702,1702,7/16/2025,47,51.2179994,1036.602003,-898.5072979,11295256.76,0.373720002,0.058047372,0.187568732,0.028504784,-0.034450728,0.002290199,0.662913384,0.223459229,0.642973007,38,,,,
347,3023,2503,17,3,25031703,1703,7/16/2025,47,39.71296978,1218.208841,359.1461695,12687581.31,0.226419474,0.05576296,0.065633646,0.023923389,-0.068965968,0.001488867,0.440220205,0.246426376,0.764959991,47,,,,
348,3024,2503,17,4,25031704,1704,7/16/2025,47,49.20960044,1190.275473,-946.3957017,11779448.61,0.34362244,0.057090204,0.154181959,0.02629059,-0.042949154,0.00149313,0.614673394,0.236850013,0.494477253,18,,,,
349,3025,2503,17,5,25031705,1705,7/16/2025,47,38.86649764,1010.151338,-31.91342665,11956177.71,0.281661495,0.060856053,0.114427527,0.029498754,-0.04591097,0.001694559,0.52449497,0.249399996,0.776570731,52,,,,
350,3026,2503,18,1,25031801,1801,7/16/2025,47,41.45078257,865.918298,-305.8459617,8227225.743,0.355951789,0.059503284,0.188058591,0.032654787,-0.009248865,0.001959262,0.612477504,0.237348811,0.445671789,20,,,,
351,3027,2503,18,2,25031802,1802,7/16/2025,47,44.26976554,888.1196748,-710.9023774,8908144.185,0.373517894,0.055735976,0.193799566,0.030050876,-0.01425295,0.001937663,0.6467012,0.228478758,0.504729619,22,,,,
352,3028,2503,18,3,25031803,1803,7/16/2025,47,39.61459611,968.8232749,-205.9245821,9508509.739,0.304009802,0.056235327,0.131924014,0.028215132,-0.033784787,0.001727654,0.553120144,0.24717825,0.459934378,22,,,,
353,3029,2503,18,4,25031804,1804,7/16/2025,47,49.27542038,1247.443725,-1119.63701,11401020.36,0.348279219,0.055867285,0.154069039,0.027019097,-0.040096573,0.001624246,0.614722154,0.236838827,0.505121942,21,,,,
354,3030,2503,18,5,25031805,1805,7/16/2025,47,49.3729964,1092.830697,-1160.396839,9792148.483,0.373305272,0.051297839,0.179621195,0.025079027,-0.033737313,0.001489541,0.649929124,0.227521258,0.691225256,31,,,,
355,4001,2503,19,1,25031901,1901,7/16/2025,47,36.74104661,992.0971023,192.7834884,10810765.69,0.258174317,0.059580871,0.095968323,0.027949006,-0.044110289,0.001471181,0.47686018,0.249464549,0.589359918,33,,,,
356,4002,2503,19,2,25031902,1902,7/16/2025,47,39.07558742,942.748498,-222.0223136,10808172.98,0.319169151,0.066127026,0.149513053,0.034390259,-0.025259593,0.002261811,0.554680259,0.247010069,0.51874533,19,,,,
357,4003,2503,19,3,25031903,1903,7/16/2025,47,33.35634847,1059.474199,573.7218568,11870330.93,0.184714723,0.057811112,0.023954224,0.025767915,-0.06518649,0.001536479,0.397835687,0.239562453,0.569751759,29,,,,
358,4004,2503,19,4,25031904,1904,7/16/2025,47,37.54000273,1026.2122,-85.74873062,11015748.84,0.251205036,0.064184612,0.078047053,0.031683297,-0.052213331,0.001862449,0.493880333,0.24996255,0.645310051,37,,,,
359,4005,2503,19,5,25031905,1905,7/16/2025,47,42.27130937,1241.793218,-339.8901685,12737481.48,0.283294717,0.072776489,0.104361314,0.036242431,-0.048794978,0.002058449,0.516442166,0.249729655,0.534985874,23,,,,
360,4006,2503,20,1,25032001,2001,7/16/2025,47,51.56840928,1087.135227,-1193.231618,8965836.318,0.374735775,0.04900706,0.18091032,0.023062033,-0.024758304,0.001672581,0.64997682,0.227506954,0.634630457,30,,,,
361,4007,2503,20,2,25032002,2002,7/16/2025,47,48.17486369,1083.515388,-872.9979227,9866881.435,0.357763316,0.054160516,0.171996751,0.026637948,-0.026175244,0.002145089,0.621564885,0.235221979,0.676552076,35,,,,
362,4008,2503,20,3,25032003,2003,7/16/2025,47,48.40485797,1071.655865,-890.4061876,8866111.433,0.34902891,0.051070897,0.160417852,0.024251217,-0.028297064,0.001724443,0.613570689,0.237101699,0.596547827,25,,,,
363,4009,2503,20,4,25032004,2004,7/16/2025,47,41.86192423,991.5260973,-279.4136276,9291343.621,0.304856701,0.05624647,0.131301607,0.028622796,-0.033220675,0.001736576,0.542545653,0.248189867,0.523202829,29,,,,
364,4010,2503,20,5,25032005,2005,7/16/2025,47,50.87095719,1082.910482,-928.5411455,9239187.013,0.37019494,0.054035337,0.18098441,0.026447891,-0.024228243,0.001463635,0.644805018,0.229031507,0.639776911,32,,,,
365,4011,2503,21,1,25032101,2101,7/16/2025,47,42.2301966,1444.965143,240.851231,14802821.61,0.232275478,0.068829115,0.066328988,0.031029479,-0.061604491,0.001828314,0.459520628,0.24836142,0.65879222,43,,,,
366,4012,2503,21,2,25032102,2102,7/16/2025,47,51.7261947,1134.26437,-952.8473628,11247693.33,0.375174648,0.059364645,0.187511126,0.029225445,-0.025207584,0.002114801,0.645885015,0.228717562,0.471757951,19,,,,
367,4013,2503,21,3,25032103,2103,7/16/2025,47,45.11230748,978.1399289,-306.3139811,10263758.17,0.345723601,0.065204347,0.174556368,0.034219859,-0.024531417,0.002328511,0.611148971,0.237645906,0.398527214,15,,,,
368,4014,2503,21,4,25032104,2104,7/16/2025,47,49.27699902,1190.55273,-455.3517395,12231791.37,0.317756901,0.059702748,0.13934098,0.029827407,-0.040774796,0.001847518,0.579115305,0.243740769,0.739219189,47,,,,
369,4015,2503,21,5,25032105,2105,7/16/2025,47,47.44214516,1314.043915,-211.5084577,14259381.58,0.305722986,0.067663026,0.133456254,0.033464022,-0.040454797,0.001981815,0.550820655,0.247417261,0.461067367,16,,,,
370,4016,2503,22,1,25032201,2201,7/16/2025,47,60.75190777,1103.790652,-1589.524392,9370817.435,0.420624136,0.047641054,0.21798925,0.022526,-0.016615518,0.001446257,0.716259675,0.203231753,0.235915942,9,,,,
371,4017,2503,22,2,25032202,2202,7/16/2025,47,42.43353688,838.4899532,-30.32237607,10268887.2,0.316776214,0.05981598,0.150825114,0.03009531,-0.031892521,0.002024442,0.583119786,0.243091101,0.550034632,26,,,,
372,4018,2503,22,3,25032203,2203,7/16/2025,47,43.84960746,992.1392238,75.5697196,11546824.2,0.291077432,0.060520705,0.125452939,0.029247445,-0.04389353,0.001912449,0.553374768,0.247151134,0.628287615,33,,,,
373,4019,2503,22,4,25032204,2204,7/16/2025,47,41.67657162,735.5056116,100.9763966,9327828.145,0.328784621,0.060094106,0.168922089,0.032370547,-0.021762004,0.002371688,0.603211384,0.23934741,0.596351176,28,,,,
374,4020,2503,22,5,25032205,2205,7/16/2025,47,60.42832606,1248.489737,-1318.976057,12197217.3,0.397722364,0.057604344,0.200618125,0.027198859,-0.023022763,0.001794729,0.680016358,0.217594111,0.325368619,14,,,,
375,4021,2503,23,1,25032301,2301,7/16/2025,47,49.00280891,1289.393622,-297.8529981,13218112.91,0.286025093,0.063317997,0.110047564,0.029271241,-0.048924045,0.001641504,0.526384685,0.249303848,0.388815981,16,,,,
376,4022,2503,23,2,25032302,2302,7/16/2025,47,44.10186776,804.5049604,-76.88605325,10643873.76,0.304413901,0.055843088,0.135233867,0.02807058,-0.03375782,0.002007035,0.573087935,0.244658154,0.76727783,47,,,,
377,4023,2503,23,3,25032303,2303,7/16/2025,47,44.73214286,868.4957825,-66.81301447,9816030.975,0.340302309,0.067217762,0.1759116,0.036613413,-0.020669531,0.00265734,0.592557252,0.241433155,0.241861991,9,,,,
378,4024,2503,23,4,25032304,2304,7/16/2025,47,41.25648643,844.609212,547.6017933,9792763.394,0.285017645,0.064119786,0.133693107,0.03476456,-0.037593019,0.002385315,0.529597732,0.249123974,0.615548669,32,,,,
379,4025,2503,23,5,25032305,2305,7/16/2025,47,61.68858047,1390.848129,-971.7339037,12544648,0.378980854,0.065812699,0.187910158,0.031881233,-0.033215884,0.001878834,0.642144298,0.229794998,0.272192045,7,,,,
380,4026,2503,24,1,25032401,2401,7/16/2025,47,59.88982496,1090.554932,-1949.677556,5507647.133,0.46757842,0.038213405,0.256477601,0.021116555,0.00954421,0.001585917,0.747914281,0.188538509,0.305718088,13,,,,
381,4027,2503,24,2,25032402,2402,7/16/2025,47,47.97807293,866.1706813,-1049.895678,5548899.031,0.418878582,0.050980406,0.231370985,0.030837525,0.00966472,0.002584094,0.663457605,0.223281611,0.304213903,10,,,,
382,4028,2503,24,3,25032403,2403,7/16/2025,47,47.30229008,773.8982608,-1127.860894,4877932.579,0.425293377,0.044693113,0.235633915,0.026487105,0.008091155,0.002049448,0.68653217,0.21520575,0.300408297,10,,,,
383,4029,2503,24,4,25032404,2404,7/16/2025,47,60.65321371,1163.730548,-1873.382684,7068592.694,0.43097297,0.039169103,0.218394281,0.019924185,-0.011602448,0.001763624,0.709361621,0.206167712,0.446295452,24,,,,
384,4030,2503,24,5,25032405,2405,7/16/2025,47,49.24284974,889.3598696,-1097.96624,5938567.335,0.397819226,0.045146316,0.206638533,0.025405307,-0.007511225,0.002137885,0.652616081,0.226708332,0.416258088,16,,,,
385,101,2504,1,1,25040101,101,7/16/2025,47,42.15757906,548.9107195,-464.5092149,4069001.556,0.422032109,0.043105185,0.256469635,0.026655995,0.004787375,0.001770441,0.707279171,0.207035345,0.292647809,12,,,,
386,102,2504,1,2,25040102,102,7/16/2025,47,43.14976833,614.5886624,-398.0566963,4913793.18,0.388434409,0.042287922,0.221615462,0.025454033,-0.002549402,0.002081361,0.67402562,0.219715084,0.629595203,33,,,,
387,103,2504,1,3,25040103,103,7/16/2025,47,48.215125,903.6483588,-607.530421,6153775.177,0.413529492,0.054669474,0.241627392,0.033512825,-0.002390834,0.002902919,0.67012895,0.221056141,0.195315775,8,,,,
388,104,2504,1,4,25040104,104,7/16/2025,47,46.33295173,830.0192437,-398.0049391,5646533.023,0.385159609,0.049162345,0.215698677,0.029179189,-0.008674679,0.002458307,0.656417805,0.22553347,0.305561125,9,,,,
389,105,2504,2,1,25040201,201,7/16/2025,47,52.56452404,766.4737834,-621.820968,7797637.121,0.398555031,0.052535297,0.222284564,0.028043869,-0.007355746,0.001750156,0.700632428,0.209746629,0.256912673,8,,,,
390,106,2504,2,2,25040202,202,7/16/2025,47,50.28543774,881.662043,-123.3282381,9172556.75,0.356258756,0.057389133,0.191629507,0.030625436,-0.018822869,0.002052532,0.648689915,0.227891309,0.615718295,33,,,,
391,107,2504,2,3,25040203,203,7/16/2025,47,54.99659243,1010.368524,-496.7921871,8588653.144,0.407097975,0.056656127,0.238149794,0.030716718,-0.00907812,0.002079361,0.690728675,0.213622572,0.630630138,27,,,,
392,108,2504,2,4,25040204,204,7/16/2025,47,57.52532853,916.6957841,-643.7110529,7707193.341,0.376764156,0.04665079,0.197007636,0.023897016,-0.023765783,0.001649639,0.688996128,0.214280463,0.452314984,19,,,,
393,109,2504,3,1,25040301,301,7/16/2025,47,54.58344467,1155.074403,-246.1562949,14436580.22,0.332488797,0.071378109,0.158869716,0.034987637,-0.045264627,0.001945348,0.627286856,0.233798056,0.4051512,15,,,,
394,110,2504,3,2,25040302,302,7/16/2025,47,51.20651759,840.3615774,-94.23794933,11557395.14,0.329250139,0.05989155,0.160860034,0.03025095,-0.044483881,0.001850607,0.638914644,0.230702722,0.744336098,40,,,,
395,111,2504,3,3,25040303,303,7/16/2025,47,50.56581602,862.3972032,-27.0839857,11221595.65,0.331986959,0.059565774,0.168576102,0.029819477,-0.045678468,0.001695529,0.635421779,0.231660942,0.866217078,66,,,,
396,112,2504,3,4,25040304,304,7/16/2025,47,71.55282314,981.477614,-1655.59596,8077447.922,0.412459663,0.035918105,0.204330328,0.016036772,-0.050759705,0.001163049,0.769950108,0.177126939,0.651367953,24,,,,
397,113,2504,4,1,25040401,401,7/16/2025,47,62.6265438,1322.587977,-823.8687475,12892611.87,0.347073083,0.057843504,0.159570652,0.025543077,-0.049724099,0.001400268,0.654570735,0.226107888,0.401603937,15,,,,
398,114,2504,4,2,25040402,402,7/16/2025,47,72.47364117,1134.232623,-1981.71738,7491250.511,0.445421581,0.039008546,0.23322537,0.0189423,-0.03129175,0.001866699,0.785340457,0.168580824,0.492746227,24,,,,
399,115,2504,4,3,25040403,403,7/16/2025,47,56.2547373,1180.173378,-234.6632493,12066164.16,0.350330734,0.072282818,0.181538694,0.038441563,-0.038995452,0.003102699,0.64866265,0.227899417,0.620356531,34,,,,
400,116,2504,4,4,25040404,404,7/16/2025,47,68.01049618,963.7930469,-1233.507394,6445219.779,0.416417045,0.042038399,0.223910618,0.021693723,-0.027801845,0.001878205,0.757824427,0.183526565,0.519119309,25,,,,
