fid,id,Trial,Row,Column,Combocode,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,6-12HA_mean,612PLTCOUNT
308,2014,2503,9,4,25030904,904,7/1/2025,32,29.18321339,982.9608991,41.25401808,907.4236734,0.24929866,0.040616064,0.087974994,0.017199514,-0.045209736,0.001339742,0.353723694,0.228603242,0.523913677,22
309,2015,2503,9,5,25030905,905,7/1/2025,32,26.48631407,886.3139348,40.06032715,1103.418308,0.268426039,0.047625683,0.114742221,0.023853613,-0.033187286,0.001535757,0.387840785,0.237420311,0.283771962,8
310,2016,2503,10,1,25031001,1001,7/1/2025,32,23.13377133,798.5617628,43.76450575,724.4397826,0.250427849,0.035773295,0.095247711,0.015186449,-0.033056691,0.001021038,0.326808789,0.220004804,0.418838625,22
311,2017,2503,10,2,25031002,1002,7/1/2025,32,31.91552866,1057.63947,37.70498542,1052.625354,0.301703754,0.045622746,0.142889969,0.020969891,-0.027320774,0.001394166,0.423937635,0.244214517,0.21633888,6
312,2018,2503,10,3,25031003,1003,7/1/2025,32,22.08003271,583.6898739,47.39325063,802.2367264,0.22463913,0.034151688,0.084189187,0.015232284,-0.040935282,0.001102819,0.279024124,0.201169662,0.556213773,23
313,2019,2503,10,4,25031004,1004,7/1/2025,32,22.29049579,571.8397857,44.05843168,866.9407736,0.245406021,0.038128509,0.101146695,0.018805325,-0.031048835,0.001451975,0.329035951,0.220771294,0.541118361,22
314,2020,2503,10,5,25031005,1005,7/1/2025,32,22.39607929,740.7188471,46.53822285,929.5524159,0.23391031,0.038494937,0.087235195,0.017793459,-0.032926345,0.001204624,0.31316629,0.215093165,0.502742997,22
315,2021,2503,11,1,25031101,1101,7/1/2025,32,21.26134846,730.2045507,50.12727718,761.1339733,0.232593071,0.030254243,0.086522591,0.01224817,-0.032777281,0.000978204,0.277215846,0.200367221,0.621525563,32
316,2022,2503,11,2,25031102,1102,7/1/2025,32,20.19322117,837.656773,53.83393777,879.5778611,0.208348336,0.032586888,0.068854611,0.013045865,-0.042306597,0.001012541,0.243857879,0.184391214,0.467992417,17
317,2023,2503,11,3,25031103,1103,7/1/2025,32,21.93567825,684.7848743,48.9252188,828.2538221,0.236108994,0.034152434,0.086180791,0.013628263,-0.041087553,0.001112336,0.303285617,0.211303451,0.393613531,11
318,2024,2503,11,4,25031104,1104,7/1/2025,32,17.74692654,571.4824715,51.52413248,799.6878322,0.214048726,0.031968482,0.069841485,0.013600598,-0.043202056,0.00118913,0.252310209,0.188649767,0.619352252,33
319,2025,2503,11,5,25031105,1105,7/1/2025,32,15.658252,528.7710552,51.77415082,901.9952204,0.208889998,0.034310805,0.072314741,0.016547895,-0.038311931,0.001324576,0.259582356,0.192199357,0.632313806,26
320,2026,2503,12,1,25031201,1201,7/1/2025,32,19.9454595,744.5962618,48.69007362,755.5952759,0.228380834,0.030977534,0.087743583,0.012238081,-0.037265969,0.000902467,0.271366239,0.197726604,0.521308009,22
321,2027,2503,12,2,25031202,1202,7/1/2025,32,22.22760238,748.2262385,46.04571131,893.7161267,0.238093721,0.035611768,0.091667635,0.014998002,-0.042182632,0.001110264,0.305687333,0.212242587,0.419616492,19
322,2028,2503,12,3,25031203,1203,7/1/2025,32,20.72675211,560.3691862,48.12635396,795.9221731,0.222512523,0.032670053,0.07669066,0.014020931,-0.048196984,0.000996529,0.272102536,0.198062746,0.369329469,15
323,2029,2503,12,4,25031204,1204,7/1/2025,32,18.33194285,530.2949887,52.86015051,847.1424566,0.198332383,0.0308211,0.057290903,0.013655067,-0.050644221,0.001238972,0.231937401,0.178142443,0.619771447,25
324,2030,2503,12,5,25031205,1205,7/1/2025,32,22.34013197,642.6073838,45.68944211,1020.868188,0.255544159,0.037878324,0.106686175,0.018275704,-0.034502355,0.00152857,0.342395157,0.225160714,0.62311338,25
325,3001,2503,13,1,25031301,1301,7/1/2025,32,8.293734322,382.5548206,58.78864653,449.6925049,0.133954714,0.018116725,0.005008866,0.007794801,-0.056880967,0.000706282,0.10238303,0.091900745,0.682675658,26
326,3002,2503,13,2,25031302,1302,7/1/2025,32,24.27315358,751.4876707,41.90827448,857.2227496,0.250498462,0.036386573,0.084955697,0.015960338,-0.046125541,0.001339283,0.331224952,0.221514983,0.322384251,10
327,3003,2503,13,3,25031303,1303,7/1/2025,32,22.26857984,641.1258863,48.17039763,733.4338206,0.215425371,0.03158626,0.058358259,0.013125159,-0.054639567,0.001100511,0.263728777,0.194175909,0.388228646,17
328,3004,2503,13,4,25031304,1304,7/1/2025,32,22.5282844,567.7241325,44.614209,895.9805095,0.246805187,0.037616155,0.099518409,0.018056854,-0.040401996,0.0014024,0.321883264,0.218274428,0.650267945,30
329,3005,2503,13,5,25031305,1305,7/1/2025,32,21.55445895,597.8916265,46.47528558,1004.804632,0.237660446,0.037890481,0.099352727,0.018524563,-0.037335945,0.001370518,0.31189509,0.214616543,0.549661873,22
330,3006,2503,14,1,25031401,1401,7/1/2025,32,22.69968103,637.7908914,36.45995474,611.3569566,0.268725661,0.036696817,0.11168493,0.017049478,-0.025872534,0.00140616,0.35857801,0.229999821,0.497484598,27
331,3007,2503,14,2,25031402,1402,7/1/2025,32,28.82166039,1086.640453,41.5884907,824.2542415,0.242117357,0.038472869,0.077656555,0.014867164,-0.050675038,0.001120221,0.325533192,0.219561333,0.367622936,12
332,3008,2503,14,3,25031403,1403,7/1/2025,32,23.24062466,640.9670371,43.21096152,794.4296181,0.232848079,0.038851394,0.084732326,0.017460086,-0.048373164,0.001111338,0.30895018,0.213499966,0.302134408,11
333,3009,2503,14,4,25031404,1404,7/1/2025,32,24.83566424,752.4047704,45.71980044,779.3151946,0.220300127,0.035254447,0.072699978,0.014996485,-0.049701973,0.001421432,0.278100379,0.200760558,0.593733482,27
334,3010,2503,14,5,25031405,1405,7/1/2025,32,25.37650299,853.7275096,43.81259099,1029.82251,0.243694775,0.043210995,0.095300708,0.020254009,-0.03901736,0.001576462,0.329770701,0.221021986,0.328612569,11
335,3011,2503,15,1,25031501,1501,7/1/2025,32,17.84536504,544.2513219,34.44366869,539.8445312,0.236261341,0.040040186,0.082973396,0.018077989,-0.04266843,0.000930242,0.315597131,0.215995582,0.335569002,10
336,3012,2503,15,2,25031502,1502,7/1/2025,32,15.03221674,590.0485137,40.45507918,480.7655604,0.17958492,0.031507257,0.037300301,0.012644084,-0.057912425,0.00075863,0.208591131,0.165080871,0.576445716,23
337,3013,2503,15,3,25031503,1503,7/1/2025,32,12.97445544,413.7985623,46.16699652,401.8981201,0.146901577,0.024588688,0.012630991,0.009638008,-0.064826486,0.000660567,0.142144434,0.121939394,0.734251969,29
338,3014,2503,15,4,25031504,1504,7/1/2025,32,23.93217012,732.6531417,38.41525081,723.9404573,0.239975105,0.03903167,0.085222454,0.017359138,-0.046952073,0.001272949,0.320010905,0.217603926,0.300568658,11
339,3015,2503,15,5,25031505,1505,7/1/2025,32,17.69212319,527.1164411,47.6468193,717.4794574,0.199632045,0.032993602,0.060668569,0.015686548,-0.048718461,0.001193308,0.241918779,0.183394083,0.729814457,43
340,3016,2503,16,1,25031601,1601,7/1/2025,32,20.58458518,742.6571424,36.71917992,540.5302786,0.232883901,0.039738251,0.079703344,0.015726866,-0.03797984,0.000862268,0.308623463,0.213375021,0.335089126,12
341,3017,2503,16,2,25031602,1602,7/1/2025,32,23.94929117,1007.63985,32.92854416,745.4366661,0.242805675,0.045365481,0.089128579,0.018758247,-0.038323636,0.001096182,0.324509269,0.219203003,0.236485255,7
342,3018,2503,16,3,25031603,1603,7/1/2025,32,21.28907549,622.3251979,35.27697592,633.221402,0.244113718,0.040117268,0.092819808,0.017955689,-0.039158689,0.001029808,0.32691731,0.220042382,0.326777968,12
343,3019,2503,16,4,25031604,1604,7/1/2025,32,22.36374046,694.5376493,38.59241002,696.6579572,0.237754892,0.037138726,0.083560208,0.016409558,-0.04381177,0.001223149,0.306679389,0.212627141,0.637820104,26
344,3020,2503,16,5,25031605,1605,7/1/2025,32,24.96597323,828.5413075,37.53709955,807.9902212,0.268437063,0.040572878,0.113862804,0.018554515,-0.036341581,0.001343553,0.355290782,0.229059242,0.564999453,26
345,3021,2503,17,1,25031701,1701,7/1/2025,32,20.36819012,676.3531396,38.50234103,637.4686111,0.234305797,0.039463067,0.086736868,0.017743008,-0.037566189,0.001288823,0.311721582,0.214551237,0.253649735,11
346,3022,2503,17,2,25031702,1702,7/1/2025,32,28.98082797,867.1543995,29.794742,796.3532844,0.303021525,0.044204263,0.140252125,0.020125969,-0.027467301,0.001750254,0.428875314,0.244941279,0.238274913,7
347,3023,2503,17,3,25031703,1703,7/1/2025,32,20.25533655,596.2093868,40.82873966,675.0056027,0.221994417,0.03753265,0.074380619,0.017031855,-0.047225728,0.001109425,0.282516834,0.202701073,0.35482401,13
348,3024,2503,17,4,25031704,1704,7/1/2025,32,25.12933831,773.1897385,38.70107145,761.4694186,0.248694293,0.037589176,0.084986865,0.016409878,-0.049351061,0.001221778,0.330788735,0.221367548,0.337835129,12
349,3025,2503,17,5,25031705,1705,7/1/2025,32,22.06788441,796.1347592,43.65285168,778.4406907,0.224972838,0.034974555,0.069280133,0.01556131,-0.0523059,0.001179356,0.277044711,0.200290939,0.655085673,28
350,3026,2503,18,1,25031801,1801,7/1/2025,32,20.7027027,621.6101171,42.38566559,677.0268063,0.251949297,0.038615639,0.104409038,0.018473414,-0.034945459,0.001078275,0.324787956,0.21930074,0.369554916,15
351,3027,2503,18,2,25031802,1802,7/1/2025,32,19.69671528,596.0160189,47.16456863,799.601407,0.226551199,0.038047918,0.084709483,0.018326843,-0.045882605,0.001151428,0.280905002,0.201997382,0.500483021,19
352,3028,2503,18,3,25031803,1803,7/1/2025,32,19.18188013,498.3658675,49.19654937,696.3465386,0.212684856,0.033592351,0.067807843,0.015363184,-0.053753871,0.001104063,0.254653983,0.189805332,0.520804855,22
353,3029,2503,18,4,25031804,1804,7/1/2025,32,21.48233755,669.3720169,47.49189925,704.1041857,0.214024088,0.033357241,0.061284325,0.014248083,-0.057876417,0.001096331,0.260548408,0.192662935,0.538758772,19
354,3030,2503,18,5,25031805,1805,7/1/2025,32,22.75872125,781.4017486,46.67766269,753.6505602,0.216713931,0.032709845,0.061522349,0.013872735,-0.057047832,0.001130902,0.264553581,0.194564984,0.622990559,30
355,4001,2503,19,1,25031901,1901,7/1/2025,32,20.6596342,571.8725121,36.33883935,717.593693,0.277879265,0.04165097,0.120390933,0.021209724,-0.022153557,0.00116914,0.352849783,0.228346814,0.344956436,12
356,4002,2503,19,2,25031902,1902,7/1/2025,32,17.99959117,508.6018259,41.54593076,636.8610748,0.223661482,0.032815257,0.073591188,0.015498134,-0.036893348,0.001097422,0.267020987,0.195720779,0.498195472,21
357,4003,2503,19,3,25031903,1903,7/1/2025,32,9.829816239,226.4385657,55.54312666,346.5843478,0.125591223,0.015935021,-0.010787212,0.00684582,-0.060575618,0.00062683,0.066906593,0.0624301,0.887734456,45
358,4004,2503,19,4,25031904,1904,7/1/2025,32,15.85182762,461.9389575,48.15062555,634.3412575,0.185658435,0.029921095,0.029732675,0.013557528,-0.052531003,0.001057389,0.21536239,0.168981431,0.605128859,25
359,4005,2503,19,5,25031905,1905,7/1/2025,32,16.81569836,666.6398244,49.0094441,854.5081535,0.194276514,0.036578889,0.038536943,0.017161319,-0.050674867,0.001114854,0.242918291,0.183908995,0.38136381,12
360,4006,2503,20,1,25032001,2001,7/1/2025,32,22.26689935,680.4190437,43.57225205,680.1216362,0.254207859,0.033946693,0.096726058,0.01465781,-0.034330844,0.000950525,0.315463693,0.215946351,0.370098977,14
361,4007,2503,20,2,25032002,2002,7/1/2025,32,23.41295105,680.1399478,41.49297939,666.0224089,0.239137739,0.031326491,0.079427257,0.013008815,-0.04053491,0.001089684,0.295432247,0.208152034,0.350461157,16
362,4008,2503,20,3,25032003,2003,7/1/2025,32,21.09176913,504.3784483,43.9794051,595.0242807,0.211137054,0.029118306,0.053066257,0.012142611,-0.045324059,0.001007069,0.23831075,0.181518736,0.626793037,26
363,4009,2503,20,4,25032004,2004,7/1/2025,32,22.19327319,515.9554226,44.41784185,770.9610342,0.224436173,0.034380155,0.063370721,0.016620073,-0.041808976,0.001573053,0.281037913,0.202055605,0.397040061,14
364,4010,2503,20,5,25032005,2005,7/1/2025,32,20.66987459,570.638918,47.27360414,854.895708,0.211462537,0.034125886,0.056851126,0.016308184,-0.043522162,0.001624999,0.260632497,0.192703199,0.637631234,22
365,4011,2503,21,1,25032101,2101,7/1/2025,32,9.068973038,389.2812491,62.33705733,478.6879153,0.144051829,0.018913639,0.024946488,0.007965042,-0.042584217,0.000625624,0.113083068,0.100295287,0.794178756,34
366,4012,2503,21,2,25032102,2102,7/1/2025,32,25.21697161,794.0151762,42.25012952,878.1079225,0.273355627,0.039265779,0.120728055,0.017543067,-0.024169316,0.001280205,0.353011753,0.228394455,0.565246714,20
367,4013,2503,21,3,25032103,2103,7/1/2025,32,26.49960474,660.985941,42.26728091,915.2250781,0.28065979,0.041481533,0.125531321,0.019320658,-0.026305042,0.001286954,0.373258825,0.233936675,0.309845806,12
368,4014,2503,21,4,25032104,2104,7/1/2025,32,23.75593729,690.2823284,51.41135923,832.7641306,0.224352355,0.031868997,0.073365161,0.013962276,-0.042109078,0.001245788,0.261431493,0.193085067,0.545423061,27
369,4015,2503,21,5,25032105,2105,7/1/2025,32,22.97038128,797.4063665,53.70946926,946.8329442,0.218430902,0.032600862,0.070313922,0.014459199,-0.041834995,0.001376182,0.257622866,0.191253325,0.539591688,23
370,4016,2503,22,1,25032201,2201,7/1/2025,32,25.79017796,833.0844461,47.53042268,865.2564503,0.278803347,0.034884107,0.123298049,0.01432516,-0.024267471,0.000947864,0.363420816,0.231346126,0.410148916,15
371,4017,2503,22,2,25032202,2202,7/1/2025,32,23.2220375,620.0111212,53.29008505,923.0133146,0.23697545,0.03203616,0.093842861,0.014096289,-0.035866231,0.001082703,0.28545732,0.203971439,0.558662171,24
372,4018,2503,22,3,25032203,2203,7/1/2025,32,19.88620436,364.2425931,59.10360775,706.3390491,0.193498583,0.026143275,0.057969613,0.011610659,-0.045360236,0.000888235,0.200921709,0.160552176,0.516177248,25
373,4019,2503,22,4,25032204,2204,7/1/2025,32,21.31992149,393.0077255,47.0713499,803.7272751,0.239058025,0.032550255,0.095512872,0.016247282,-0.027823277,0.00124347,0.292716171,0.207033414,0.442939686,18
374,4020,2503,22,5,25032205,2205,7/1/2025,32,27.11099899,799.2662676,43.00685086,907.8875318,0.259241217,0.035112605,0.098781404,0.014500133,-0.027253808,0.001065622,0.348542286,0.227060561,0.33798735,10
375,4021,2503,23,1,25032301,2301,7/1/2025,32,15.03798953,466.2845555,62.78132432,653.5699405,0.184248869,0.023699154,0.051058187,0.010483316,-0.039434033,0.000765321,0.171511945,0.142095598,0.680720366,28
376,4022,2503,23,2,25032302,2302,7/1/2025,32,20.06750273,497.2717793,56.97624317,891.9047208,0.226871018,0.028207859,0.084252543,0.013412825,-0.033535797,0.001155336,0.253353326,0.189165418,0.834764222,54
377,4023,2503,23,3,25032303,2303,7/1/2025,32,22.70175534,462.6478033,53.46294702,945.3517519,0.253124203,0.033797751,0.101832438,0.016378923,-0.033071186,0.001234152,0.316806585,0.216440173,0.313306599,13
378,4024,2503,23,4,25032304,2304,7/1/2025,32,18.80396914,391.7980902,56.27758906,787.5448987,0.221786449,0.030239608,0.077674067,0.014530905,-0.039188645,0.001181865,0.246817327,0.185898534,0.463802719,18
379,4025,2503,23,5,25032305,2305,7/1/2025,32,22.53614852,637.7940834,54.32938225,960.2547108,0.229897661,0.032734418,0.078113263,0.014203264,-0.03871066,0.001128456,0.271386511,0.197735873,0.534228848,22
380,4026,2503,24,1,25032401,2401,7/1/2025,32,25.08585996,582.1179144,50.22103282,662.1030069,0.276397035,0.027998571,0.100781106,0.012439931,-0.021594702,0.00103264,0.316283128,0.216248111,0.448144503,20
381,4027,2503,24,2,25032402,2402,7/1/2025,32,25.99585492,525.5276076,51.37050995,856.2800562,0.283594115,0.030157175,0.108255866,0.015134956,-0.023020439,0.001343858,0.327897464,0.220380717,0.531612809,26
382,4028,2503,24,3,25032403,2403,7/1/2025,32,23.91352604,335.8671609,53.98775021,681.2516394,0.264084792,0.027758714,0.09201081,0.013911879,-0.032781828,0.001231754,0.291355331,0.206467402,0.404578344,14
383,4029,2503,24,4,25032404,2404,7/1/2025,32,27.08598223,462.465373,53.64547189,638.100662,0.256782815,0.025691807,0.077348504,0.011080569,-0.041919258,0.001277977,0.273921815,0.198888654,0.616437607,31
384,4030,2503,24,5,25032405,2405,7/1/2025,32,24.32293428,425.9019311,55.14634852,733.3038777,0.253652736,0.026255103,0.078861599,0.01242545,-0.039165594,0.001236735,0.280747205,0.201928212,0.661399384,28
385,101,2504,1,1,25040101,101,7/1/2025,32,17.97595944,372.1289467,48.48949519,680.6880702,0.229199255,0.032414029,0.084977947,0.016528145,-0.041546509,0.000950307,0.281290885,0.202166323,0.481380215,18
386,102,2504,1,2,25040102,102,7/1/2025,32,22.24826872,452.7463674,44.64068923,873.1770119,0.263369547,0.036764894,0.109796143,0.019486058,-0.035006216,0.00137088,0.3510006,0.227799179,0.438325951,18
387,103,2504,1,3,25040103,103,7/1/2025,32,24.84399869,575.0205235,45.55563066,991.3834387,0.263844677,0.039530967,0.108119035,0.020461024,-0.038986207,0.001444035,0.352583669,0.228268425,0.413025647,18
388,104,2504,1,4,25040104,104,7/1/2025,32,27.64450079,686.1474902,45.79840231,1029.870914,0.263508846,0.036816194,0.10170177,0.017286734,-0.041359852,0.001391562,0.352881837,0.228356246,0.310811796,9
389,105,2504,2,1,25040201,201,7/1/2025,32,25.46892886,687.9373965,43.57827746,918.0527294,0.271028359,0.038420996,0.114080178,0.018671885,-0.025436407,0.001175446,0.371163805,0.233401235,0.320812146,10
390,106,2504,2,2,25040202,202,7/1/2025,32,22.26669756,618.3042881,46.33834577,894.4400451,0.240726946,0.036580113,0.089841353,0.017988161,-0.03546859,0.001293125,0.315168202,0.215837207,0.709502196,41
391,107,2504,2,3,25040203,203,7/1/2025,32,23.11939485,668.552298,44.75184408,1096.348564,0.256288468,0.043627863,0.106818889,0.022741497,-0.035082757,0.001679004,0.349025487,0.227206697,0.387865201,12
392,108,2504,2,4,25040204,204,7/1/2025,32,26.22180431,778.2004622,46.29967839,1027.820449,0.243523481,0.037676991,0.087284062,0.01701362,-0.046245227,0.001274822,0.34055601,0.224577614,0.444292562,16
393,109,2504,3,1,25040301,301,7/1/2025,32,22.96399836,773.858352,47.08778945,852.4060242,0.229329596,0.039845924,0.08776357,0.017546794,-0.036857167,0.001186045,0.31247784,0.214835439,0.388583093,13
394,110,2504,3,2,25040302,302,7/1/2025,32,21.88039804,664.2844685,44.95805344,899.3916178,0.232472348,0.037853963,0.096466181,0.018137485,-0.036229623,0.001307888,0.307660851,0.213005652,0.69025355,32
395,111,2504,3,3,25040303,303,7/1/2025,32,20.36877557,596.530953,46.54261249,960.4338633,0.22179682,0.038758783,0.09291795,0.019543653,-0.0399998,0.001532024,0.297327516,0.208923864,0.668489455,34
396,112,2504,3,4,25040304,304,7/1/2025,32,33.92063579,1081.357615,39.67090706,987.6206562,0.274570591,0.041035683,0.111929934,0.016265091,-0.044664428,0.001431893,0.416777993,0.243074098,0.503936721,18
397,113,2504,4,1,25040401,401,7/1/2025,32,20.45174303,732.9576933,47.68411786,765.8678742,0.213123423,0.035254088,0.072935106,0.015835821,-0.040718712,0.00108599,0.272179672,0.198097898,0.503764058,20
398,114,2504,4,2,25040402,402,7/1/2025,32,27.4877171,929.2348261,40.24479101,874.1010554,0.262936024,0.041985212,0.108558753,0.018882244,-0.034059648,0.001278542,0.37587589,0.234593205,0.376198462,12
399,115,2504,4,3,25040403,403,7/1/2025,32,22.49734267,805.6725761,44.68238531,1010.456085,0.231072362,0.045677928,0.093546125,0.02291737,-0.038103448,0.001534983,0.330462511,0.22125704,0.455829551,13
400,116,2504,4,4,25040404,404,7/1/2025,32,24.77841374,756.1346008,42.11262469,921.0319803,0.237636697,0.040513016,0.095063121,0.018995966,-0.040006726,0.001480552,0.331834287,0.221720293,0.574899745,21
401,117,2504,5,1,25040501,501,7/1/2025,32,23.81463508,772.3939231,43.86552523,784.2025725,0.246132468,0.039434503,0.098548105,0.018093587,-0.028535659,0.001540566,0.337740942,0.223671998,0.502961707,22
402,118,2504,5,2,25040502,502,7/1/2025,32,23.81484814,689.5389507,42.31783628,846.2668656,0.251723237,0.039912907,0.102600385,0.019281146,-0.020519344,0.001245376,0.348301434,0.226987545,0.516040246,20
403,119,2504,5,3,25040503,503,7/1/2025,32,25.64474366,702.3748695,42.30981493,945.7137056,0.256580911,0.041770083,0.106963905,0.020943682,-0.023417919,0.001507289,0.366703917,0.232232154,0.720511839,34
404,120,2504,5,4,25040504,504,7/1/2025,32,29.51845592,832.2196719,39.26371517,1053.281019,0.268769076,0.042259431,0.111198542,0.01935273,-0.03082157,0.001313287,0.389155444,0.237713484,0.302823191,10
405,121,2504,6,1,25040601,601,7/1/2025,32,25.41418328,787.051044,39.57849333,841.0756337,0.263739283,0.042492857,0.115868295,0.019896193,-0.030067394,0.001258077,0.368241677,0.232639744,0.412905578,14
406,122,2504,6,2,25040602,602,7/1/2025,32,25.9373398,852.0096528,41.79868573,875.852089,0.251430785,0.042273128,0.101372721,0.019616584,-0.033329075,0.001283405,0.35286579,0.228351524,0.499544311,23
407,123,2504,6,3,25040603,603,7/1/2025,32,23.74963193,798.3478344,44.8401603,939.929012,0.228336238,0.03938803,0.086330986,0.018631023,-0.038688064,0.001384688,0.310404057,0.214053378,0.634216138,33
408,124,2504,6,4,25040604,604,7/1/2025,32,27.3005454,953.6154538,42.03308426,1064.21974,0.247440222,0.042627308,0.097247519,0.019505864,-0.040751316,0.00125596,0.349059176,0.227216868,0.195206416,6
409,125,2504,7,1,25040701,701,7/1/2025,32,17.26814972,541.654221,47.95795098,733.2647208,0.205125748,0.037719854,0.073460174,0.018754311,-0.040985102,0.001167461,0.264360296,0.19447393,0.611763205,24
410,126,2504,7,2,25040702,702,7/1/2025,32,22.50179876,561.5471733,39.47080016,821.9422286,0.262735092,0.04299773,0.118173512,0.022304182,-0.025844285,0.001744162,0.374577565,0.234269213,0.533171727,25
411,127,2504,7,3,25040703,703,7/1/2025,32,24.49629246,831.4412517,43.64042854,985.6775067,0.23551511,0.045710871,0.087495166,0.021605688,-0.036851582,0.001936915,0.341311815,0.22481806,0.340496109,12
412,128,2504,7,4,25040704,704,7/1/2025,32,19.96835305,541.5984915,45.71896092,794.4485878,0.215651573,0.037017958,0.077527314,0.017797037,-0.039414028,0.001374691,0.286294499,0.204329959,0.43386253,15
413,129,2504,8,1,25040801,801,7/1/2025,32,22.70633471,575.7922751,38.52208012,860.4455277,0.271277836,0.041781846,0.128185296,0.021748463,-0.026676142,0.001715719,0.385427177,0.236873068,0.585900193,32
414,130,2504,8,2,25040802,802,7/1/2025,32,23.49466997,740.4893456,41.8664849,925.5507241,0.251140451,0.043682359,0.108286677,0.022150302,-0.027713832,0.001476298,0.356007525,0.229266167,0.388583093,17
415,131,2504,8,3,25040803,803,7/1/2025,32,26.67016663,1023.56514,43.51476804,972.5764512,0.234407002,0.04473438,0.089118828,0.020643817,-0.036419542,0.001585532,0.342105981,0.225069479,0.524653214,21
416,132,2504,8,4,25040804,804,7/1/2025,32,29.90875634,1005.699024,38.74326918,917.4635271,0.263595775,0.044540559,0.109062487,0.020367028,-0.034758297,0.001611017,0.390164113,0.237936078,0.377086827,12
417,133,2504,9,1,25040901,901,7/1/2025,32,26.55752454,999.4001806,43.16058343,981.6635731,0.246489501,0.043441086,0.092522237,0.019622628,-0.036071017,0.00111615,0.354307525,0.228773703,0.244623068,6
418,134,2504,9,2,25040902,902,7/1/2025,32,24.16616224,886.1814699,44.63672801,915.8712147,0.230418466,0.040250305,0.084470317,0.019380683,-0.035304052,0.001153607,0.319890934,0.217560724,0.57260284,24
419,135,2504,9,3,25040903,903,7/1/2025,32,24.50605267,909.4900528,44.26368941,934.9674339,0.227788582,0.040580817,0.082679906,0.019311567,-0.037490949,0.001403812,0.315693331,0.216031052,0.69799147,31
420,136,2504,9,4,25040904,904,7/1/2025,32,28.10602672,1015.640135,42.26632125,911.7975217,0.243123063,0.040895103,0.089132703,0.017985431,-0.040865672,0.001388772,0.347532043,0.226753522,0.561750447,29
421,137,2504,10,1,25041001,1001,7/1/2025,32,27.86753523,1036.744371,41.73778516,1012.871568,0.26593181,0.043095994,0.11057456,0.019540131,-0.025947316,0.001106084,0.37005642,0.233114666,0.375034174,15
422,138,2504,10,2,25041002,1002,7/1/2025,32,22.47459937,758.9951305,44.26598713,977.167742,0.242665308,0.040949898,0.100056067,0.020570364,-0.027440784,0.001180123,0.3321705,0.221833259,0.611151617,24
423,139,2504,10,3,25041003,1003,7/1/2025,32,25.22383626,943.1798385,44.55448054,977.45325,0.233979778,0.041546681,0.088871065,0.019679715,-0.035311355,0.00205009,0.330289981,0.22119851,0.524368461,19
424,140,2504,10,4,25041004,1004,7/1/2025,32,22.40545108,898.5449035,49.46085582,910.9980645,0.199357413,0.037877323,0.056885423,0.017036893,-0.046860342,0.001583613,0.263450531,0.194044349,0.712408413,31
425,141,2504,11,1,25041101,1101,7/1/2025,32,11.73248616,376.1381388,57.64113878,701.3052095,0.168752316,0.027196611,0.042875109,0.013715657,-0.043914074,0.000890023,0.174497559,0.144048161,0.64503782,36
426,142,2504,11,2,25041102,1102,7/1/2025,32,23.26744281,737.7429357,45.19701718,1012.975695,0.239568164,0.037913924,0.091363064,0.018296848,-0.03286105,0.001108875,0.32614445,0.219774248,0.503153252,19
427,143,2504,11,3,25041103,1103,7/1/2025,32,21.02742415,645.6036968,45.35559251,987.4215512,0.24293915,0.041035004,0.100764217,0.021959584,-0.031875492,0.002272051,0.342856364,0.225305878,0.697249713,33
428,144,2504,11,4,25041104,1104,7/1/2025,32,26.7955066,991.7957329,44.58701602,1021.383605,0.248862859,0.040048981,0.093210563,0.018544573,-0.038021296,0.001707917,0.347393391,0.226711223,0.552341372,25
429,145,2504,12,1,25041201,1201,7/1/2025,32,19.96935493,603.4361621,48.18660777,1079.207042,0.24688402,0.041191075,0.103943288,0.021319647,-0.031077394,0.001388585,0.330961339,0.221425931,0.318641658,11
430,146,2504,12,2,25041202,1202,7/1/2025,32,22.19778093,750.7582493,50.50280245,1024.164498,0.224015455,0.035361635,0.077474233,0.016901205,-0.037558162,0.001097618,0.28616215,0.204273374,0.682785899,31
431,147,2504,12,3,25041203,1203,7/1/2025,32,19.29566403,573.2059016,48.29718572,948.1302019,0.226149052,0.035785088,0.087223506,0.019409595,-0.033735673,0.001692974,0.288328334,0.205195106,0.631523304,39
432,148,2504,12,4,25041204,1204,7/1/2025,32,18.94392651,629.5666682,50.70248064,914.1004046,0.210081632,0.035524995,0.073223622,0.017869714,-0.042446624,0.001489265,0.263221023,0.193935716,0.657795924,35
433,149,2504,13,1,25041301,1301,7/1/2025,32,21.04097042,585.0297239,48.25643723,956.220496,0.229334088,0.035836706,0.089348536,0.017929445,-0.036626597,0.001088845,0.299332152,0.209732415,0.548276553,22
434,150,2504,13,2,25041302,1302,7/1/2025,32,20.43144952,519.8393141,46.9279627,979.2570076,0.236485268,0.036181962,0.09473433,0.019486496,-0.032115306,0.001249693,0.31564025,0.216011482,0.676624986,33
435,151,2504,13,3,25041303,1303,7/1/2025,32,21.70746797,734.1272623,49.39792315,938.317721,0.219513555,0.036799503,0.075090692,0.017651597,-0.040897585,0.001261722,0.288988825,0.205474284,0.675671242,40
