fid,id,Trial,Row,Column,MasonPlot#,layer,path,,723ExG_mean,723ExG_variance,723ExR_mean,723ExR_variance,723NDVI_mean,723NDVI_variance,723gNDVI_mean,723gNDVI_variance,723NDRE_mean,723NDRE_variance,723THRESH_mean,723THRESH_variance,723HA_mean,
291,1027,2503,6,2,25030602,602,7/23/2025,55,58.46469914,806.6501408,-1346.23346,6312875.06,0.396621207,0.025331267,0.201565955,0.013460006,-0.036284175,0.001926617,0.767336464,0.178531215,0.999835949,224
292,1028,2503,6,3,25030603,603,7/23/2025,55,56.25656152,732.9168882,-1126.658867,5912747.339,0.40444618,0.029427615,0.214375643,0.01488893,-0.030859502,0.001602238,0.786535573,0.167897365,0.946468605,124
293,1029,2503,6,4,25030604,604,7/23/2025,55,43.19449601,650.6109646,-26.88339523,7144036.544,0.322222812,0.036726621,0.162942374,0.01973555,-0.034682103,0.001983785,0.632903789,0.232336583,0.993912441,180
294,1030,2503,6,5,25030605,605,7/23/2025,55,49.51489745,741.1967699,-331.8018516,7414759.491,0.342579486,0.036397115,0.174488506,0.018682311,-0.03776511,0.001771279,0.669443155,0.221289017,0.999070463,218
295,2001,2503,7,1,25030701,701,7/23/2025,55,41.23378113,580.8280463,-41.79235399,6449912.534,0.355300157,0.038554432,0.200423998,0.021808194,-0.009902695,0.002161882,0.676387069,0.218887602,0.950167687,139
296,2002,2503,7,2,25030702,702,7/23/2025,55,41.99636741,761.5779236,428.7423271,10371908.74,0.285520117,0.044731369,0.136284415,0.024801167,-0.036064352,0.00267745,0.563843444,0.245924015,0.994786825,167
297,2003,2503,7,3,25030703,703,7/23/2025,55,41.82310864,823.0999787,471.3331588,10302441.66,0.261587666,0.045889825,0.107890025,0.023144646,-0.051953626,0.002203442,0.516121987,0.249740082,0.98088104,143
298,2004,2503,7,4,25030704,704,7/23/2025,55,44.13923186,737.0183931,100.7590256,8416252.272,0.320387868,0.044808227,0.161145676,0.023271012,-0.043894516,0.001855288,0.618498689,0.235958061,0.994987788,135
299,2005,2503,7,5,25030705,705,7/23/2025,55,52.34798165,572.5437091,-892.8914298,6307116.835,0.402928713,0.02557005,0.221683281,0.013692069,-0.026748971,0.001627179,0.797317966,0.161602027,0.998851727,261
300,2006,2503,8,1,25030801,801,7/23/2025,55,55.84447539,552.3251212,-1331.198809,4165809.237,0.439395227,0.021105072,0.246710591,0.012472234,0.002898374,0.00189215,0.872385166,0.111329288,0.990084934,169
301,2007,2503,8,2,25030802,802,7/23/2025,55,45.50801628,733.9167754,-274.3876327,8446604.116,0.327048073,0.040393905,0.158367902,0.021719081,-0.026411862,0.002511137,0.655122497,0.225937011,0.990339045,177
302,2008,2503,8,3,25030803,803,7/23/2025,55,41.50571982,806.9641945,379.9016682,8937163.066,0.296743785,0.050103955,0.144041016,0.026638547,-0.032651171,0.002633074,0.571190652,0.244931891,0.94406066,92
303,2009,2503,8,4,25030804,804,7/23/2025,55,48.02042879,795.7810384,-407.2895527,7072320.434,0.342347634,0.037105164,0.171555761,0.018559366,-0.036143807,0.001665438,0.663443944,0.223286077,0.981045073,154
304,2010,2503,8,5,25030805,805,7/23/2025,55,47.38066894,716.2610434,-679.0108617,7401024.963,0.328057048,0.027459936,0.152338513,0.014062247,-0.037926544,0.001679836,0.661460751,0.223930426,1,205
305,2011,2503,9,1,25030901,901,7/23/2025,55,43.76888622,691.3984354,-186.7113456,5698436.942,0.33748661,0.035237094,0.174077078,0.019088234,-0.021559799,0.001694793,0.641038947,0.230108015,0.987113825,114
306,2012,2503,9,2,25030902,902,7/23/2025,55,46.46384013,671.2672843,-490.9825546,5993379.466,0.352433688,0.033420334,0.180037031,0.018516363,-0.026874865,0.001898025,0.682246308,0.216786283,0.997903946,216
307,2013,2503,9,3,25030903,903,7/23/2025,55,45.64756337,690.2722045,-134.6789499,6254614.025,0.305188062,0.033733294,0.137891742,0.017423502,-0.047628113,0.001668189,0.585664336,0.242661622,0.991542878,180
308,2014,2503,9,4,25030904,904,7/23/2025,55,49.55175427,659.3538334,-622.4368548,6053085.913,0.366588344,0.033252199,0.189899311,0.018017436,-0.033166094,0.001932256,0.724832765,0.199450228,0.98926495,177
309,2015,2503,9,5,25030905,905,7/23/2025,55,42.97528335,686.3308106,-18.8144967,6933754.355,0.323668981,0.038689268,0.164614942,0.019825261,-0.048262371,0.001987138,0.617260686,0.236249932,0.98571038,166
310,2016,2503,10,1,25031001,1001,7/23/2025,55,49.13118156,842.3170805,-801.993818,6754513.823,0.367406585,0.036773606,0.186752984,0.019760023,-0.023159572,0.00186979,0.691734251,0.213237977,0.971493147,109
311,2017,2503,10,2,25031002,1002,7/23/2025,55,47.92737354,600.901887,-895.1988804,5026550.077,0.426769493,0.03017755,0.248523678,0.018131806,-0.002567774,0.002149382,0.813203321,0.15190368,0.980715601,181
312,2018,2503,10,3,25031003,1003,7/23/2025,55,48.20090639,697.2619108,-866.5520055,5976011.491,0.363472615,0.029160721,0.181384035,0.015716179,-0.021849378,0.001812271,0.728603019,0.197740659,0.960757509,112
313,2019,2503,10,4,25031004,1004,7/23/2025,55,46.49995903,639.2950908,-589.7034331,6637831.815,0.376803263,0.03670547,0.202472226,0.020599331,-0.022185619,0.002056601,0.738331285,0.193198199,0.948895531,128
314,2020,2503,10,5,25031005,1005,7/23/2025,55,43.93857158,650.7363161,-425.005056,7931864.77,0.360634733,0.039056406,0.192468897,0.021723753,-0.020977825,0.002228806,0.710631211,0.205634493,0.989155199,154
315,2021,2503,11,1,25031101,1101,7/23/2025,55,48.5510271,691.4780562,-948.3224328,5040081.706,0.396866249,0.026625871,0.212870715,0.014124962,-0.017480855,0.001587016,0.743689904,0.190615231,0.992582062,137
316,2022,2503,11,2,25031102,1102,7/23/2025,55,41.39720341,928.0334573,-33.0081336,8716746.616,0.335798728,0.052624652,0.173491024,0.030315411,-0.031137546,0.003347385,0.614785886,0.2368242,0.947832744,112
317,2023,2503,11,3,25031103,1103,7/23/2025,55,40.30800535,703.5947785,-190.6523586,6750875.438,0.339353749,0.039613991,0.174152251,0.021415794,-0.026717425,0.002642919,0.642422091,0.229715948,0.914022201,77
318,2024,2503,11,4,25031104,1104,7/23/2025,55,45.97550786,793.455358,-519.8472151,6999423.425,0.353505901,0.038844809,0.178197513,0.019764319,-0.033550612,0.002248088,0.681520315,0.217050375,0.935970108,133
319,2025,2503,11,5,25031105,1105,7/23/2025,55,39.22636666,602.2452466,-59.44789489,6487952.895,0.330566206,0.035878252,0.170326228,0.018821377,-0.026972603,0.002241714,0.638222926,0.230894423,0.98576506,182
320,2026,2503,12,1,25031201,1201,7/23/2025,55,39.7553784,714.3929832,-83.5567273,8164931.073,0.326766301,0.045691189,0.161062536,0.02513542,-0.029156262,0.002470683,0.623976193,0.234629904,0.938827218,111
321,2027,2503,12,2,25031202,1202,7/23/2025,55,36.86225354,626.8991536,17.5403899,8544333.085,0.318187494,0.04163925,0.157142784,0.023140853,-0.032242906,0.002580377,0.612076028,0.237438964,0.929366946,157
322,2028,2503,12,3,25031203,1203,7/23/2025,55,33.98877877,625.0163647,484.6972508,7613077.736,0.258179164,0.041227256,0.105748128,0.022062925,-0.05107809,0.002223485,0.503835968,0.249985285,0.948983869,145
323,2029,2503,12,4,25031204,1204,7/23/2025,55,32.80840956,680.5562487,567.890135,9074290.252,0.236088742,0.045068338,0.084416046,0.023981854,-0.053345219,0.002706306,0.480546075,0.249621545,0.96586166,152
324,2030,2503,12,5,25031205,1205,7/23/2025,55,38.15791917,650.3182893,-305.2099292,7367619.224,0.356702099,0.047465126,0.191245126,0.0270269,-0.017655251,0.002894057,0.663653741,0.223217453,0.890762276,90
325,3001,2503,13,1,25031301,1301,7/23/2025,55,33.78185492,793.3979584,716.046862,9730854.098,0.246741462,0.053736265,0.095930421,0.02895466,-0.052103099,0.002759581,0.482676714,0.249699904,0.930735299,123
326,3002,2503,13,2,25031302,1302,7/23/2025,55,39.13470937,700.5367992,-117.7625742,7876747.5,0.316038584,0.044542356,0.148960238,0.024846165,-0.038299809,0.002684205,0.610478609,0.237794477,0.988607987,179
327,3003,2503,13,3,25031303,1303,7/23/2025,55,37.43985147,726.6948614,199.5102984,7791740.341,0.284732711,0.045326801,0.124459766,0.024736965,-0.049067639,0.002477188,0.562742314,0.246063402,0.962323648,103
328,3004,2503,13,4,25031304,1304,7/23/2025,55,40.22268644,630.7240379,-367.2185904,5741599.268,0.341636215,0.03571566,0.173196769,0.019814918,-0.028805532,0.001999626,0.659594222,0.224529684,0.959788553,135
329,3005,2503,13,5,25031305,1305,7/23/2025,55,47.04787263,674.2571708,-821.3523569,5718339.576,0.386838274,0.035014781,0.204689224,0.019187403,-0.023642348,0.001803892,0.737396909,0.193642708,0.968922023,167
330,3006,2503,14,1,25031401,1401,7/23/2025,55,37.05256834,522.9033509,-169.548808,5173711.94,0.374245448,0.037120566,0.215473049,0.022013824,-0.001621637,0.002161432,0.691717414,0.213244433,0.967446184,98
331,3007,2503,14,2,25031402,1402,7/23/2025,55,54.60908024,769.498469,-1529.074018,5808167.147,0.429858657,0.024939601,0.232005247,0.014385593,-0.016943252,0.001854916,0.820797729,0.147088817,0.986457422,200
332,3008,2503,14,3,25031403,1403,7/23/2025,55,37.85816901,550.0787259,-122.1881409,5285358.634,0.323000428,0.033248222,0.159849567,0.019119305,-0.022649113,0.002060059,0.630715027,0.232913582,0.988097191,153
333,3009,2503,14,4,25031404,1404,7/23/2025,55,40.72752847,671.9431301,-309.2409031,6502414.589,0.337127512,0.034511626,0.16945078,0.019350803,-0.023764837,0.001741363,0.634883784,0.231806365,0.956107253,139
334,3010,2503,14,5,25031405,1405,7/23/2025,55,48.29025563,719.7726448,-886.9344811,6246263.71,0.419785571,0.036108262,0.239317802,0.020769856,-0.005381562,0.001661493,0.762262399,0.181218434,0.993420333,141
335,3011,2503,15,1,25031501,1501,7/23/2025,55,33.68281229,599.2256172,130.9406692,7891008.717,0.285998396,0.041698277,0.128528582,0.023986648,-0.033337002,0.002454203,0.567262799,0.245475716,0.940761533,115
336,3012,2503,15,2,25031502,1502,7/23/2025,55,30.18879515,636.9125367,611.1315372,8521234.434,0.262819441,0.049884507,0.116586488,0.029276457,-0.042971044,0.00252292,0.510224698,0.249895456,0.951772533,121
337,3013,2503,15,3,25031503,1503,7/23/2025,55,29.13357913,647.0485775,678.3142044,8969137.53,0.232779328,0.050055862,0.082298935,0.02738002,-0.052562289,0.002542588,0.472511266,0.249244369,0.893739178,75
338,3014,2503,15,4,25031504,1504,7/23/2025,55,31.93271804,547.1321669,194.7433783,6708934.005,0.290165004,0.043247923,0.133100147,0.024425195,-0.041711257,0.002214132,0.575582983,0.244287213,0.982210557,109
339,3015,2503,15,5,25031505,1505,7/23/2025,55,29.34305533,575.0528849,744.5593043,7811315.116,0.249964096,0.046695654,0.10521989,0.026304767,-0.054649936,0.002348305,0.494893222,0.249973921,0.983577873,149
340,3016,2503,16,1,25031601,1601,7/23/2025,55,35.57211512,674.740567,-97.97770769,7012389.069,0.296542716,0.040291361,0.133016892,0.02323801,-0.030265436,0.002411996,0.570258315,0.245063769,0.976743338,139
341,3017,2503,16,2,25031602,1602,7/23/2025,55,35.38636922,771.2978422,189.173105,7433662.663,0.308728382,0.047424654,0.152794608,0.027655265,-0.027449529,0.002556377,0.569095923,0.245225753,0.94026831,93
342,3018,2503,16,3,25031603,1603,7/23/2025,55,30.05711789,477.8011388,126.7062692,5058435.93,0.335218359,0.037993677,0.182468149,0.022691181,-0.009324472,0.002456988,0.618467755,0.235965391,0.952702949,89
343,3019,2503,16,4,25031604,1604,7/23/2025,55,33.40650695,540.5978029,-254.7453881,6242031.524,0.332987855,0.037435191,0.167484536,0.021764512,-0.019402449,0.002499387,0.63638102,0.231400217,0.901669522,102
344,3020,2503,16,5,25031605,1605,7/23/2025,55,32.00404051,552.3622649,-196.6357749,6969266.619,0.331694619,0.035046687,0.171295168,0.019514703,-0.017474366,0.002463105,0.61555052,0.236648077,0.929129983,112
345,3021,2503,17,1,25031701,1701,7/23/2025,55,29.5685257,535.9021568,157.1053696,5981980.455,0.251167922,0.032572773,0.091278863,0.017887449,-0.044413382,0.001933944,0.489102529,0.249881245,0.979859656,187
346,3022,2503,17,2,25031702,1702,7/23/2025,55,36.32445719,555.5175597,-660.1149584,6473358.798,0.354239235,0.035967307,0.176864359,0.021033889,-0.025463867,0.002370979,0.682343302,0.21675092,0.947395283,105
347,3023,2503,17,3,25031703,1703,7/23/2025,55,29.59199782,698.7849203,495.6162775,6652798.708,0.234816728,0.037580445,0.081716647,0.020000275,-0.059735982,0.001814841,0.431080158,0.245250055,0.950128507,107
348,3024,2503,17,4,25031704,1704,7/23/2025,55,30.44397729,522.0388785,-119.1214323,5895522.976,0.314519375,0.036744618,0.151116402,0.020100199,-0.03051744,0.001781563,0.603472753,0.239293389,0.954270404,97
349,3025,2503,17,5,25031705,1705,7/23/2025,55,26.50073746,514.1400355,379.6444066,7909266.335,0.255645604,0.038629791,0.102002859,0.020562175,-0.041643643,0.001974958,0.506746422,0.249954486,0.970982265,161
350,3026,2503,18,1,25031801,1801,7/23/2025,55,26.81950966,461.985961,179.7090638,4648753.642,0.300333519,0.03953314,0.146127292,0.024226384,-0.011308766,0.002580887,0.561592225,0.246206398,0.962489748,124
351,3027,2503,18,2,25031802,1802,7/23/2025,55,33.84416471,566.0770479,-499.2377152,6196187.364,0.344849199,0.035662472,0.172511346,0.020963173,-0.013584225,0.002583703,0.658757031,0.224796205,0.955983669,105
352,3028,2503,18,3,25031803,1803,7/23/2025,55,32.2816613,690.8014763,-130.7264925,6613256.574,0.291957732,0.036165438,0.125170189,0.019075291,-0.032456068,0.002156109,0.550980285,0.247401011,0.867989866,88
353,3029,2503,18,4,25031804,1804,7/23/2025,55,32.82456236,641.0485018,-318.7446644,6731942.058,0.326811459,0.03971763,0.157114696,0.022116502,-0.023762254,0.00195327,0.604910288,0.238993832,0.96943518,115
354,3030,2503,18,5,25031805,1805,7/23/2025,55,34.86389579,605.8652518,-394.669581,6132885.941,0.343368677,0.034517397,0.173350899,0.019078626,-0.016673894,0.001663593,0.632813567,0.232360556,0.993803084,153
355,4001,2503,19,1,25031901,1901,7/23/2025,55,25.15731411,528.1588355,570.695857,5231110.271,0.245337731,0.039892291,0.096822574,0.023170238,-0.04264395,0.001875807,0.454220256,0.247904215,0.990467164,101
356,4002,2503,19,2,25031902,1902,7/23/2025,55,24.60454893,456.4193884,312.4168144,5334204.123,0.301250408,0.045240651,0.150224664,0.028474315,-0.017751391,0.00285513,0.542949978,0.248155299,0.929443715,94
357,4003,2503,19,3,25031903,1903,7/23/2025,55,22.8856542,547.1774923,676.4864628,6445229.466,0.207325609,0.04051646,0.054995692,0.022266919,-0.053438687,0.002198067,0.407078679,0.241365628,0.876697348,67
358,4004,2503,19,4,25031904,1904,7/23/2025,55,24.98796003,524.7376786,263.4577318,5774671.531,0.271275536,0.044762708,0.114958622,0.026756588,-0.032094739,0.002511005,0.507808234,0.249939031,0.962636241,92
359,4005,2503,19,5,25031905,1905,7/23/2025,55,29.71646233,653.1915393,73.21490917,6398564.63,0.31005175,0.051201174,0.150596868,0.030519213,-0.02535193,0.002456492,0.55033722,0.247466164,0.842529301,70
360,4006,2503,20,1,25032001,2001,7/23/2025,55,34.54152561,588.8983794,-335.1965708,5046753.423,0.335890025,0.031309628,0.168759957,0.017179711,-0.018653449,0.001735442,0.622556514,0.234979901,0.984652121,142
361,4007,2503,20,2,25032002,2002,7/23/2025,55,33.37551199,584.0784763,-234.8867187,5426995.999,0.330326201,0.033622757,0.165821507,0.019190838,-0.021802669,0.002203338,0.611954563,0.237466176,0.963126333,142
362,4008,2503,20,3,25032003,2003,7/23/2025,55,37.329592,659.1216111,-400.3188709,5036966.516,0.344056471,0.032247462,0.17346781,0.017130119,-0.022962548,0.001790903,0.636954503,0.231243464,0.932090328,99
363,4009,2503,20,4,25032004,2004,7/23/2025,55,30.25169306,592.4219865,93.4733422,6668185.113,0.297853142,0.036787994,0.140656252,0.020267324,-0.028077381,0.001925936,0.547624249,0.247731931,0.955966246,84
364,4010,2503,20,5,25032005,2005,7/23/2025,55,40.99980883,644.7126119,-715.8476676,5548440.861,0.384601735,0.031972098,0.208208273,0.016934103,-0.013645388,0.001472833,0.708597334,0.206487152,0.994787205,116
365,4011,2503,21,1,25032101,2101,7/23/2025,55,31.31272529,758.4696524,289.8042433,7833966.946,0.268200011,0.050202409,0.109565921,0.027997987,-0.043003976,0.002593117,0.504423812,0.24998043,0.896975994,103
366,4012,2503,21,2,25032102,2102,7/23/2025,55,34.7084619,589.1910616,-398.9101601,6133595.38,0.352587948,0.038299478,0.182953343,0.022124015,-0.016199405,0.002551102,0.654670562,0.226077017,0.94041413,100
367,4013,2503,21,3,25032103,2103,7/23/2025,55,34.18631065,613.386535,-51.02178212,6282208.885,0.328945029,0.042923844,0.167648719,0.024974015,-0.023084166,0.002775373,0.615119993,0.236747387,0.921390296,69
368,4014,2503,21,4,25032104,2104,7/23/2025,55,36.11211558,687.3150916,-8.021434267,6780044.788,0.314433651,0.038716732,0.153852146,0.021011413,-0.032848282,0.002119339,0.579750915,0.243639792,0.962597743,121
369,4015,2503,21,5,25032105,2105,7/23/2025,55,32.20275806,664.9601726,452.151529,8038916.592,0.287653617,0.045320519,0.139040957,0.024837114,-0.034336297,0.002481314,0.532058984,0.248972222,0.956582761,116
370,4016,2503,22,1,25032201,2201,7/23/2025,55,41.81957988,572.9126533,-747.756371,5084452.181,0.393527788,0.030756289,0.216280125,0.016922105,-0.003857194,0.001801769,0.735666093,0.194461493,0.975209624,109
371,4017,2503,22,2,25032202,2202,7/23/2025,55,34.54778548,671.8025743,-127.7518919,7463805.373,0.315554526,0.039614195,0.151773486,0.021739846,-0.024271849,0.002615764,0.598083119,0.240379702,0.946486831,87
372,4018,2503,22,3,25032203,2203,7/23/2025,55,31.25319567,605.7250868,445.0431385,7011372.459,0.279554876,0.042358861,0.126600171,0.023274884,-0.039024228,0.002377164,0.536081066,0.248698157,0.973824757,93
373,4019,2503,22,4,25032204,2204,7/23/2025,55,35.78041389,606.2205654,-206.6448675,7291043.363,0.329574984,0.038508249,0.164326299,0.02146188,-0.024684323,0.002389036,0.629846019,0.233140011,0.974516952,107
374,4020,2503,22,5,25032205,2205,7/23/2025,55,44.11091694,684.3623356,-777.2841953,7156809.178,0.384568553,0.036741919,0.204727684,0.019621865,-0.019474311,0.00198869,0.711839878,0.205123866,0.944824192,101
375,4021,2503,23,1,25032301,2301,7/23/2025,55,32.28604975,624.1172854,443.7915023,6895262.418,0.274321959,0.043758088,0.12235144,0.025163092,-0.033907121,0.002222257,0.500341316,0.249999884,0.926050818,112
376,4022,2503,23,2,25032302,2302,7/23/2025,55,39.56684054,694.9993898,-476.253598,8628810.507,0.319340647,0.036008581,0.143261653,0.019874819,-0.023652588,0.002334882,0.622306579,0.235041101,0.984652401,94
377,4023,2503,23,3,25032303,2303,7/23/2025,55,32.84173742,557.2874376,132.5063032,6725692.801,0.319381752,0.045751402,0.161228808,0.026948149,-0.014906503,0.003102597,0.594911136,0.240991876,0.795942547,44
378,4024,2503,23,4,25032304,2304,7/23/2025,55,33.00993965,611.5148789,415.1431695,7060062.846,0.286603476,0.043528954,0.13410685,0.024879624,-0.030259516,0.002607619,0.545506676,0.247929142,0.949932563,105
379,4025,2503,23,5,25032305,2305,7/23/2025,55,43.51979901,719.7422619,-465.471479,7011870.671,0.387487299,0.04579615,0.215531912,0.025997233,-0.011711917,0.002182281,0.682096237,0.216840961,0.86029854,74
380,4026,2503,24,1,25032401,2401,7/23/2025,55,46.20639646,711.9900383,-1493.547589,4007805.298,0.436019666,0.027674862,0.237258466,0.016833607,0.015798408,0.001710807,0.776123887,0.173755599,0.97840035,111
381,4027,2503,24,2,25032402,2402,7/23/2025,55,39.50088728,652.1580502,-945.9129652,4818058.721,0.384324776,0.037353412,0.19805145,0.023335392,0.005251842,0.002604982,0.676731552,0.218765959,0.878155473,68
382,4028,2503,24,3,25032403,2403,7/23/2025,55,40.32652392,608.8754665,-1195.623787,4649795.645,0.386078358,0.030981429,0.191627336,0.018447583,0.001322331,0.002158318,0.703736072,0.208491613,0.76644491,49
383,4029,2503,24,4,25032404,2404,7/23/2025,55,48.28787506,748.6163935,-1591.683687,5137304.883,0.397426158,0.029892378,0.18847996,0.016316378,-0.01274491,0.001634349,0.714827859,0.203848991,0.93487058,128
384,4030,2503,24,5,25032405,2405,7/23/2025,55,39.05875287,580.9944186,-1017.795702,5679353.13,0.345281675,0.034609862,0.15141408,0.019929769,-0.013933613,0.001909044,0.645271377,0.228896227,0.955673016,96
385,101,2504,1,1,25040101,101,7/23/2025,55,31.20979766,300.7084767,-233.8450452,2992301.355,0.385886779,0.032364127,0.22602114,0.021485803,0.002339612,0.001811359,0.705087245,0.207939222,0.797513807,71
386,102,2504,1,2,25040102,102,7/23/2025,55,40.71565495,500.9995389,-978.4371532,4534399.161,0.395119113,0.028956634,0.213122545,0.018296316,-0.007877497,0.002052355,0.735725403,0.194433534,0.849136045,66
387,103,2504,1,3,25040103,103,7/23/2025,55,33.03159993,441.9004872,-259.0650464,4083457.973,0.382791255,0.040440696,0.22231155,0.027041665,-0.005006807,0.002467126,0.669088327,0.221409138,0.914168019,70
388,104,2504,1,4,25040104,104,7/23/2025,55,34.52824728,482.2216784,-217.1848674,4705547.662,0.356721516,0.039523609,0.192257675,0.025076303,-0.017943202,0.002167805,0.64440379,0.229147545,0.812495444,56
389,105,2504,2,1,25040201,201,7/23/2025,55,42.37099637,530.2125515,-433.1341885,4687091.988,0.398076111,0.033704303,0.233001115,0.019695908,-0.00560667,0.001652374,0.727302515,0.198333567,0.878244386,66
390,106,2504,2,2,25040202,202,7/23/2025,55,38.33662961,529.3509633,122.9997595,5405476.114,0.347967661,0.037798239,0.195748687,0.022739511,-0.018940719,0.001987385,0.646379108,0.228573157,0.989647505,104
391,107,2504,2,3,25040203,203,7/23/2025,55,36.64708774,486.2533236,142.9336123,5216763.775,0.386696191,0.039810467,0.239588441,0.024893754,-0.007308619,0.002106805,0.699735125,0.21010588,0.990923175,126
392,108,2504,2,4,25040204,204,7/23/2025,55,42.77321643,533.1441062,-402.0007918,5645073.6,0.349730176,0.02802126,0.180744434,0.015330264,-0.026180982,0.001606193,0.675516224,0.219194055,0.983341231,108
393,109,2504,3,1,25040301,301,7/23/2025,55,42.05910146,738.8506925,-46.14300186,9365970.176,0.338759774,0.05151277,0.176275994,0.028985902,-0.02996591,0.002451487,0.642113888,0.229803643,0.823773853,52
394,110,2504,3,2,25040302,302,7/23/2025,55,39.90094494,572.9095403,137.6690738,7651740.017,0.331519637,0.042076423,0.176998217,0.024865833,-0.0275775,0.002085352,0.635350666,0.231680197,0.96901429,113
395,111,2504,3,3,25040303,303,7/23/2025,55,36.88659512,513.7899574,279.8462145,7812842.163,0.341262558,0.04044908,0.193600014,0.023113021,-0.023060104,0.002261255,0.651238361,0.227126958,0.986274653,157
396,112,2504,3,4,25040304,304,7/23/2025,55,45.13546872,455.0908206,-200.6277547,4731207.844,0.367336859,0.024773,0.206216538,0.013342766,-0.023940143,0.001333838,0.730427897,0.196902984,0.994240303,163
397,113,2504,4,1,25040401,401,7/23/2025,55,47.82867286,732.2134651,-156.7072423,6991094.042,0.351750567,0.036841176,0.190700828,0.019476155,-0.03547853,0.001618906,0.671545603,0.220572106,0.908537474,84
398,114,2504,4,2,25040402,402,7/23/2025,55,50.89711305,634.7918342,-583.1445553,5400096.514,0.420162502,0.030116428,0.252737317,0.016717374,-0.014224779,0.001637687,0.795646355,0.162593233,0.986785024,129
399,115,2504,4,3,25040403,403,7/23/2025,55,41.69497637,671.4363948,345.0212524,9430280.888,0.367891008,0.051248167,0.224515739,0.030959149,-0.019636574,0.002807891,0.684705111,0.215884022,0.958169291,139
400,116,2504,4,4,25040404,404,7/23/2025,55,52.19785921,508.6772517,-730.0333571,4344755.319,0.42691887,0.023982343,0.254584778,0.014082978,-0.010780819,0.00168898,0.828190705,0.142290861,0.96327282,128
401,117,2504,5,1,25040501,501,7/23/2025,55,53.12435841,688.0246955,-423.0811132,5585744.839,0.395305285,0.032166346,0.229456296,0.017119389,-0.022801048,0.001433546,0.763022824,0.180818994,0.957586804,148
402,118,2504,5,2,25040502,502,7/23/2025,55,51.74719393,499.8207055,-682.5465166,4076931.502,0.421113249,0.024492678,0.248354179,0.013858366,-0.012610429,0.001402439,0.816697163,0.149702907,0.969121963,122
403,119,2504,5,3,25040503,503,7/23/2025,55,47.00920086,497.1451634,-476.5208731,4794843.805,0.431764216,0.028462399,0.269162422,0.018384555,-0.002676717,0.002227346,0.829087831,0.141701199,0.985053679,143
404,120,2504,5,4,25040504,504,7/23/2025,55,54.62194123,579.577549,-795.3985145,4138978.828,0.42445801,0.022849111,0.249510282,0.012918892,-0.01534839,0.001689398,0.813851868,0.151497005,0.900756402,108
405,121,2504,6,1,25040601,601,7/23/2025,55,52.23026711,655.5649101,-597.2144863,5192894.066,0.41437699,0.031079118,0.245764411,0.016967518,-0.011506825,0.001620676,0.784071667,0.169303288,0.946958788,101
406,122,2504,6,2,25040602,602,7/23/2025,55,47.8025935,640.9416204,-194.3590607,5580437.956,0.393602149,0.037290508,0.236947308,0.021396064,-0.014079813,0.001898528,0.734479934,0.19501916,0.98906307,112
407,123,2504,6,3,25040603,603,7/23/2025,55,52.97626591,625.4240011,-659.314202,5017973.482,0.448449481,0.031560184,0.2808408,0.018460943,-0.011471947,0.002057024,0.849511116,0.12784198,0.987259405,153
408,124,2504,6,4,25040604,604,7/23/2025,55,52.34103194,646.6869186,-324.2415942,6016529.077,0.387997639,0.036927683,0.224134865,0.020228734,-0.030459625,0.001805262,0.749303849,0.187847591,0.972806474,107
409,125,2504,7,1,25040701,701,7/23/2025,55,36.95327052,414.3189143,867.1240148,5563133.169,0.32138371,0.042043673,0.191763383,0.026253542,-0.033425321,0.00193565,0.640202103,0.23034337,0.954798965,157
410,126,2504,7,2,25040702,702,7/23/2025,55,44.24395172,514.9189704,-306.7980397,4561169.664,0.39813948,0.02950481,0.239709134,0.017206191,-0.009586482,0.001978529,0.756020971,0.184453262,0.96096014,123
411,127,2504,7,3,25040703,703,7/23/2025,55,50.8028019,764.7671373,-656.9750065,6955942.565,0.403844073,0.038262275,0.232747419,0.021814262,-0.014931651,0.003199848,0.758315583,0.18327306,0.957459993,129
412,128,2504,7,4,25040704,704,7/23/2025,55,45.86554897,474.4901828,-300.4361305,4138963.623,0.385148602,0.025948462,0.22452094,0.014346855,-0.014649963,0.001933468,0.766567458,0.178941791,0.985927816,134
413,129,2504,8,1,25040801,801,7/23/2025,55,45.33516318,457.0100472,-547.7131613,4660730.982,0.391942619,0.027573032,0.224517848,0.016613671,-0.00949878,0.001793635,0.79527516,0.16281258,0.968814363,122
414,130,2504,8,2,25040802,802,7/23/2025,55,48.66123263,628.5343178,-777.0276402,5680285.216,0.415932317,0.032169632,0.242879971,0.019055064,-0.006705554,0.002071775,0.78520521,0.168657988,0.972388277,107
415,131,2504,8,3,25040803,803,7/23/2025,55,52.54192034,796.5457665,-649.7210797,8009410.281,0.386021274,0.040909442,0.212666293,0.024323859,-0.023779694,0.002424085,0.735482814,0.194547844,0.987094893,131
416,132,2504,8,4,25040804,804,7/23/2025,55,57.16111415,678.0044082,-971.0269475,5109479.741,0.419737748,0.029122018,0.237206705,0.016085144,-0.026354873,0.001648016,0.795221191,0.162844449,0.943772099,101
417,133,2504,9,1,25040901,901,7/23/2025,55,46.5863105,761.0622817,188.0686005,9192706.652,0.331520084,0.051006417,0.175263759,0.028012417,-0.037718022,0.002283168,0.648312029,0.228003542,0.889644237,73
