fid,Date,Time,Version,Id,Name,UniqueID,Plot Numbe,qGISPlotID,BLOC,SPACING,DENSITY,VARIETY,Yield,618ExG_mean,618ExG_variance,618ExR_mean,618ExR_variance,618gNDVI_mean,618gNDVI_variance,618NVI_mean,618NVI_variance,618HA_mean,618HA_variance,PLTCOUNT
"1217",2024/06/05,02:33:52pm,4.71,"905",U9,50093da012fd19b5,"6013","6013","3","22""","150000",Redhawk,"742",2720.47546586298,1508716.921009,16778.5573672447,15098144.7559751,0.348359771527404,0.00228075886074716,0.220130336624112,0.00272655549613835,0.995092592592593,0.0048833247599449,57
"1218",2024/06/05,02:34:10pm,4.71,"905",U11,50093db21965e0d8,"7013","7013","3","22""","150000",CLERK,"1203",2881.05749096317,2516717.50017656,16224.8019733832,20950584.0203923,0.365469516747096,0.00337759354498255,0.244043954978781,0.00547396169669241,0.998740717420693,0.00125769678669242,78
"1219",2024/06/05,02:34:28pm,4.71,"905",U13,50093dc4539da5f7,"8013","8013","3","22""","150000",Ronnies red,"1041",2869.87091500049,2934658.30170609,16394.5049389564,22117944.4225772,0.338342378259925,0.00285013620582022,0.231247532110367,0.00524878890710833,0.990500351838821,0.00940940484599274,69
"1220",2024/06/05,02:34:46pm,4.71,"905",U15,50093dd64f7378f7,"9013","9013","3","22""","150000",Cayenne,"2973",2652.97590859844,1572126.64023513,16195.1784502327,19482984.149204,0.357042813946068,0.00342895161947755,0.232988429689255,0.00500096957852963,0.859518518518519,0.1207464348425,68
"1221",2024/06/05,02:35:05pm,4.71,"905",U17,50093de9722a979b,"10013","10013","3","22""","150000",black bear,"2806",2510.36840705611,1850056.91016463,15906.5769259044,22020921.1804233,0.387782833564194,0.00381122001573018,0.261051551376291,0.00561466877639771,0.999537045610266,0.000462740062966552,98
"1222",2024/06/05,02:35:23pm,4.71,"905",U19,50093dfb40a25e9a,"11013","11013","3","22""","150000",T9905,"2934",2649.30010538653,1492329.48049159,16869.6576273935,16471021.6294982,0.358986075232076,0.00239938881726282,0.224861887999617,0.00276601148019892,0.996166737653006,0.00381856844677263,63
"1223",2024/06/05,02:35:40pm,4.71,"905",U21,50093e0c5d0d12d2,"12013","12013","3","22""","150000",Nautica,"1925",2928.95421102914,3291641.63678213,16531.0977556141,17723209.0508837,0.364388596904788,0.00307619908589629,0.232546496528882,0.0054365689753495,0.994981667345654,0.0049931489917277,80
"1224",2024/06/05,02:35:58pm,4.71,"905",U23,50093e1e5104e23d,"13013","13013","3","22""","150000",ETNA,"359",2737.04678420171,1520590.71324511,16657.3376682852,16921088.1753742,0.347228449376994,0.00279454720662387,0.21719616017063,0.00375289910013354,0.785470908484871,0.168506360408868,44
"1225",2024/06/05,02:36:16pm,4.71,"905",U25,50093e304c058188,"14013","14013","3","22""","150000",Eclipse,"1726",2677.23433698746,1454613.61353544,16361.1788373734,17606950.5363085,0.364563213569088,0.00302397645853144,0.237192797338054,0.00339398505783513,0.686759259259259,0.215120979081003,52
"1226",2024/06/05,02:36:34pm,4.71,"905",U27,50093e42222b94c2,"15013","15013","3","22""","150000",Windbreaker,"1461",2540.0584666299,2394627.10937811,15765.1173448026,21329399.5152785,0.390642677007443,0.0028429624662025,0.257006373670888,0.00393505608785684,0.976148589840929,0.0232825203924941,67
"1227",2024/06/05,02:37:59pm,4.71,"905",D27,50093e970fabee5a,"15014","15014","3","22""","75000",Apex,"2122",2419.21909227011,1745944.27872616,16069.3405070667,17901397.9845001,0.384238516311726,0.00249648036313052,0.243080148322458,0.00333487871084189,1,0,64
"1228",2024/06/05,02:38:17pm,4.71,"905",D25,50093ea9755277ac,"14014","14014","3","22""","75000",Cayenne,"1880",2654.67323943662,1154899.04041555,16067.2308119319,16040779.7670864,0.359082291411113,0.0028728109081897,0.231842440880912,0.00325851540145483,0.998925945815818,0.00107290059179126,53
"1229",2024/06/05,02:38:35pm,4.71,"905",D23,50093ebb4db1a202,"13014","13014","3","22""","75000",ETNA,"837",2669.79108637841,1399232.36312157,16739.2058932476,17888199.5013045,0.354442078901619,0.00260579615248413,0.221963525880385,0.00263693887467778,0.993407163228268,0.0065493712750188,51
"1230",2024/06/05,02:38:53pm,4.71,"905",D21,50093ecd4371d901,"12014","12014","3","22""","75000",CLERK,"744",2693.54506953473,1757444.09249057,16790.1677499631,16328375.4612222,0.358574806370392,0.00262950364625457,0.222163795191173,0.00281416190302929,0.986833089501657,0.012993542966257,46
"1231",2024/06/05,02:39:11pm,4.71,"905",D19,50093edf4b987c70,"11014","11014","3","22""","75000",Eclipse,"2097",2565.17589874914,1048409.8734524,16793.4052476913,14848755.2997229,0.3550979225324,0.00236285767947817,0.222354083626638,0.00226607029935521,0.963814814814815,0.034875817558298,57
"1232",2024/06/05,02:39:29pm,4.71,"905",D17,50093ef121d86324,"10014","10014","3","22""","75000",Merlot,"1478",2421.91095242785,1360030.16430533,16611.6620344376,17971103.1194848,0.376591656006444,0.0029078989868721,0.247683268430965,0.00247614927387871,0.967794507102246,0.0311682991249653,39
"1233",2024/06/05,02:39:47pm,4.71,"905",D15,50093f03008ad5c6,"9014","9014","3","22""","75000",black bear,"2009",2643.71948901299,1410068.97971069,16661.8621200881,18428029.8713323,0.352391445554336,0.00304682633061776,0.231218119001777,0.00296264142414625,0.971519045943594,0.027669789312443,48
"1234",2024/06/05,02:40:05pm,4.71,"905",D13,50093f150fa9f490,"8014","8014","3","22""","75000",Red Dawn,"622",2810.7397517975,2355502.73787515,16707.4416704281,17789737.6335114,0.320281300886498,0.00352667734782593,0.220745168867468,0.00367857269768341,0.998814858708937,0.00118373673118353,46
"1235",2024/06/05,02:40:23pm,4.71,"905",D11,50093f27115c1e74,"7014","7014","3","22""","75000",T9905,"1717",2828.8528287763,1384189.29496268,16782.4310313579,15416186.6900796,0.345296133329637,0.00223562534366095,0.227225599351342,0.00215363221190002,0.975592592592593,0.0238116858710592,33
"1236",2024/06/05,02:41:45pm,4.71,"905",D9,50093f791c4aba63,"6014","6014","3","22""","75000",Zorro,"2039",2717.53503786946,1455563.44785048,16541.1243698687,15873830.2712415,0.350899054811872,0.00237114514638497,0.221555910386362,0.00274935354454771,0.94312962962963,0.0536361313443049,60
"1237",2024/06/05,02:42:04pm,4.71,"905",D7,50093f8c15c37233,"5014","5014","3","22""","75000",Redhawk,"626",2724.39177968856,1758711.21706292,16578.4426648602,16218597.973613,0.35701728860673,0.00274225507194142,0.227420970994109,0.00365219615735558,0.825611111111111,0.143977404321008,52
"1238",2024/06/05,02:43:21pm,4.71,"905",D5,50093fd972447cac,"4014","4014","3","22""","75000",Red Rover,"688",2704.36192971397,2755819.93419091,16656.4172832393,17498824.4891789,0.357938355375538,0.00286438626012704,0.230748556057432,0.00454434312055898,0.771051315765107,0.176531184221987,27
"1239",2024/06/05,02:43:39pm,4.71,"905",D3,50093feb7bbb0d26,"3014","3014","3","22""","75000",Windbreaker,"1211",2563.0889992022,1551254.67023018,16238.4186875926,15338486.4296858,0.353521114595107,0.00235603557965724,0.223887668011215,0.00296166420585655,0.968295122041557,0.0306996786720807,39
"1240",2024/06/05,02:43:57pm,4.71,"905",D1,50093ffd1c00d756,"2014","2014","3","22""","75000",Ronnies red,"728",2446.77814439082,1674324.11218076,16473.2637902182,16323454.4062801,0.353220837468319,0.00228227760821899,0.22198481529212,0.00277902865041369,0.98370340191485,0.0160310189760201,48
"1241",2024/06/05,02:44:15pm,4.71,"905",D-1,5009300f20269370,"1014","1014","3","22""","75000",Nautica,"1932",2417.12549985226,2536399.27200714,16454.2769800456,15366378.5665991,0.370483005595814,0.00257654841826163,0.229252815356233,0.00381134161479108,0.996426058294137,0.00356116864654548,68
"1242",2024/06/05,02:45:01pm,4.71,"905",U-1,5009303d25d01817,"1015","1015","3","22""","100000",CLERK,"798",2266.70380766655,1620815.47320658,16691.8852053652,17029436.4999046,0.378225123140288,0.00284095443923566,0.237362662952854,0.0039038137102593,0.999537045610266,0.000462740062966552,77
"1243",2024/06/05,02:45:20pm,4.71,"905",U1,5009305031affabc,"2015","2015","3","22""","100000",Nautica,"2081",2546.7393454087,1811841.73731684,16516.3808109552,14575459.825032,0.347963639783735,0.00202168844537143,0.220600709631485,0.00264829744130733,0.999962962277079,3.7036351127862e-05,79
"1244",2024/06/05,02:46:25pm,4.71,"905",U3,500930913f6f06f0,"3015","3015","3","22""","100000",Red Rover,"821",2565.05586581174,1641817.6811072,16217.443622766,17044673.8526691,0.357461986937087,0.00301904834581756,0.233663667588086,0.00417428877193786,0.973851851851852,0.0254644224965701,73
"1245",2024/06/05,02:46:43pm,4.71,"905",U5,500930a3207612a9,"4015","4015","3","22""","100000",Red Dawn,"633",2727.48034078597,2672822.65124853,16269.0705788045,19152693.5877418,0.362950839956419,0.00265697911355078,0.23675136918566,0.00435191150387913,0.985999481462276,0.0138045040184009,58
"1246",2024/06/05,02:47:01pm,4.71,"905",U7,500930b55d23d72a,"5015","5015","3","22""","100000",Zorro,"1813",2743.39608387751,1591810.00892239,16913.1020974866,15484586.6736939,0.358064048144684,0.0025413581420048,0.224366513924465,0.00309082636505038,0.905553806551973,0.0855261099912129,60
"1247",2024/06/05,02:47:19pm,4.71,"905",U9,500930c72bc18ef7,"6015","6015","3","22""","100000",Apex,"1669",2761.19957254856,1320665.78567407,16847.4078076718,15295567.2826158,0.35332997093226,0.00209570332573041,0.218710339676885,0.0022736155270873,0.744467695042684,0.190235546080643,37
"1248",2024/06/05,02:47:37pm,4.71,"905",U11,500930d923b0aa85,"7015","7015","3","22""","100000",T9905,"2064",2735.53799407066,1833555.53051527,17091.4113970319,17231127.1671144,0.34877820755015,0.00248426312667877,0.227501070620885,0.00240217379439847,0.852074074074074,0.126043846364862,41
"1249",2024/06/05,02:48:49pm,4.71,"905",U13,50093121791b438a,"8015","8015","3","22""","100000",Ronnies red,"769",2822.76158535985,2401048.89013915,16752.9694295336,17903739.5909394,0.311366249770799,0.00334625971028997,0.222704709385115,0.00417477665525268,0.999962962962963,3.70356652949199e-05,58
"1250",2024/06/05,02:49:07pm,4.71,"905",U15,5009313309890fe0,"9015","9015","3","22""","100000",Eclipse,"2041",2597.29150415633,1527692.26312246,16263.5688233653,17053873.5462461,0.360042442909495,0.00271389968256538,0.239892509809342,0.00293149086921823,0.994740838132627,0.00523150308382591,82
"1251",2024/06/05,02:49:25pm,4.71,"905",U17,50093145735e635f,"10015","10015","3","22""","100000",Cayenne,"2138",2553.06064336932,1653133.96083459,16368.6951469702,19734107.0074716,0.379542846942886,0.00355109735740413,0.251673343499785,0.00449060830712173,1,0,79
"1252",2024/06/05,02:49:43pm,4.71,"905",U19,50093157037672ed,"11015","11015","3","22""","100000",black bear,"2211",2544.11266731673,1036300.12264672,16796.214289483,14651070.4787827,0.350512808482313,0.0023821643150001,0.218370044359505,0.00260933762556213,0.995666506166895,0.00431471466430442,60
"1253",2024/06/05,02:50:01pm,4.71,"905",U21,50093169736936ea,"12015","12015","3","22""","100000",ETNA,"868",2650.94185084505,1587792.94646702,16570.0955372994,18496891.2849717,0.366480417301544,0.00304574241782481,0.229768824581027,0.00400670230903446,0.998648173181978,0.00134999938227596,72
"1254",2024/06/05,02:50:19pm,4.71,"905",U23,5009317b6ff8d72e,"13015","13015","3","22""","100000",Redhawk,"494",2736.6615548267,1531081.45513447,16606.8165614166,18808517.4957812,0.36097000722432,0.00268295666745064,0.226307294983936,0.003164174965559,0.999888886831238,0.000111100822626102,74
"1255",2024/06/05,02:50:37pm,4.71,"905",U25,5009318d7927f8d4,"14015","14015","3","22""","100000",Windbreaker,"1567",2692.89900621485,1785297.64882064,16033.132977116,17462609.0595362,0.369084442761656,0.00303660254108258,0.238094607402682,0.00380126184425594,1,0,69
"1256",2024/06/05,02:50:55pm,4.71,"905",U27,5009319f77a593c7,"15015","15015","3","22""","100000",Merlot,"1327",2254.9945236782,1266857.8264218,16285.452657762,16529773.4486085,0.384715632724336,0.00240935655719796,0.237862823296053,0.00259520197992656,0.941942294159043,0.0546870086335348,46
"1257",2024/06/05,03:20:49pm,4.71,"905",U-1,500938a142a28b77,"1019","1019","4","22""","75000",Ronnies red,"264",2402.39615486896,1436855.07409421,16445.2552524199,14642972.8900557,0.362068544151919,0.00253382154200863,0.226169154124582,0.00292018477823299,0.993277653289876,0.00667715676483208,46
"1258",2024/06/05,03:21:07pm,4.71,"905",U1,500938b31142d7a8,"2019","2019","4","22""","75000",CLERK,"813",2540.08815128533,1374224.67307249,16590.4534150003,15067644.2665487,0.348518049002621,0.00216839585862265,0.215604633951691,0.00256566126678679,0.999907409122053,9.25823048757052e-05,57
"1259",2024/06/05,03:21:28pm,4.71,"905",U3,500938c82b38cc4e,"3019","3019","4","22""","75000",black bear,"1885",2335.29274226114,1266504.63480663,16477.6460382887,15965437.6341612,0.36111618754267,0.00262090765880533,0.235521924823086,0.00269828264740746,0.894318728935965,0.0945127400103374,40
"1260",2024/06/05,03:21:46pm,4.71,"905",U5,500938da1b290a01,"4019","4019","4","22""","75000",Nautica,"2206",2583.68962188888,1983192.65580018,16414.9716149117,14437091.1851459,0.356034106006304,0.00221947668004085,0.229968580324494,0.00288321367850044,0.972129113502102,0.0270941001837309,57
"1261",2024/06/05,03:22:04pm,4.71,"905",U7,500938ec1836ac2e,"5019","5019","4","22""","75000",ETNA,"771",2491.69923471649,1371116.80821161,16221.1427806607,16086427.7281336,0.358885215968245,0.00275072628363433,0.223888938288563,0.00339649552069288,0.983297224228284,0.0164237930532334,56
"1262",2024/06/05,03:22:23pm,4.71,"905",U9,500938ff735ff34b,"6019","6019","4","22""","75000",Merlot,"1326",2324.9121039309,1115944.1086942,16997.3664855233,16214035.3829052,0.349479807596344,0.00245734469728498,0.211599372510665,0.00208046961831292,0.88712962962963,0.100130649862879,31
"1263",2024/06/05,03:22:41pm,4.71,"905",U11,50093911666191cc,"7019","7019","4","22""","75000",Redhawk,,2486.66261856218,1370215.59039622,16127.3590248641,16894643.260776,0.343305155105967,0.0027455814502556,0.226923047898072,0.00396380429993678,1,0,68
"1264",2024/06/05,03:22:59pm,4.71,"905",U13,5009392368b96418,"8019","8019","4","22""","75000",Apex,"2415",2548.36527854385,1799391.0696289,16277.9768811732,17052244.9781304,0.313329035394545,0.00315980295633394,0.223096132847989,0.00318956563272243,1,0,58
"1265",2024/06/05,03:23:17pm,4.71,"905",U15,5009393556ecbb11,"9019","9019","4","22""","75000",Red Rover,"476",2525.1131291244,1353297.70968775,15802.1104949837,16078526.1574201,0.358451347358838,0.00260459484484926,0.23717227400456,0.00371591372509018,1,0,70
"1266",2024/06/05,03:23:35pm,4.71,"905",U17,500939472a2156e2,"10019","10019","4","22""","75000",T9905,"1641",2570.69129321383,1116202.83568604,16783.1521051448,13965266.5543285,0.340535074568926,0.001971406657951,0.214702593502993,0.0018458761392365,0.90755726745801,0.0838970737419596,27
"1267",2024/06/05,03:23:53pm,4.71,"905",U19,5009395978aceaa2,"11019","11019","4","22""","75000",Cayenne,"1943",2499.71699711413,1306862.67946577,16689.1428157058,15951056.268959,0.350439562100387,0.00240619526604863,0.21784577925809,0.00236738436863858,0.962221522620789,0.0363512640260818,41
"1268",2024/06/05,03:24:11pm,4.71,"905",U21,5009396b3f7279c0,"12019","12019","4","22""","75000",Zorro,"2172",2493.3248694967,1737270.97806074,16041.3420937699,18011867.777218,0.363944059292068,0.00301540547918781,0.23008334844483,0.00325299973987229,1,0,70
"1269",2024/06/05,03:24:28pm,4.71,"905",U23,5009397c1d1b3e0b,"13019","13019","4","22""","75000",Windbreaker,"1440",2465.87728629259,1430191.63833102,16380.236742549,18215900.179318,0.356825104115062,0.00274250457804439,0.227951195544025,0.002754416244614,1,0,50
"1270",2024/06/05,03:24:54pm,4.71,"905",U25,500939965998c302,"14019","14019","4","22""","75000",Red Dawn,,2537.82544888653,1392701.94469172,16176.4689695796,17708581.905179,0.372089970790493,0.00295871314483484,0.249245123353955,0.00319510986630615,1,0,69
"1271",2024/06/05,03:25:12pm,4.71,"905",U27,500939a84beba5f1,"15019","15019","4","22""","75000",Eclipse,"1186",2223.72702380601,1279812.44294207,16479.0448685317,17182988.3272259,0.377171263560154,0.00232969308294661,0.245218990030773,0.00184533279534334,0.575359715560823,0.244320913270807,31
"1272",2024/06/05,03:27:59pm,4.71,"905",D27,50093a4f52e741d3,"15020","15020","4","22""","100000",CLERK,"726",2309.07045138923,1558453.52943495,16379.5689473494,20573367.9934871,0.384180265054191,0.00256012772807338,0.251112282220477,0.00285118590374043,1,0,58
"1273",2024/06/05,03:28:17pm,4.71,"905",D25,50093a616400553a,"14020","14020","4","22""","100000",Red Rover,,2473.40709951934,1495638.54792534,15751.21298179,16915296.5745729,0.372594124499159,0.00300008052003244,0.252128235599697,0.00399680649003224,1,0,75
"1274",2024/06/05,03:28:35pm,4.71,"905",D23,50093a735a74231c,"13020","13020","4","22""","100000",Eclipse,"2252",2374.91427248821,1367095.04704795,16119.2807200965,18924318.4789666,0.362284049689679,0.00297444376280216,0.232427821976779,0.00320130671699699,1,0,87
"1275",2024/06/05,03:28:53pm,4.71,"905",D21,50093a854a8afd36,"12020","12020","4","22""","100000",Ronnies red,"909",2523.28664151835,1786572.06704243,15703.6238781019,17343912.1867349,0.367397840883804,0.0029268101234477,0.237745308863294,0.00410780116446318,0.99346284190448,0.00649442365955371,72
"1276",2024/06/05,03:29:11pm,4.71,"905",D19,50093a972878640e,"11020","11020","4","22""","100000",Windbreaker,"1834",2639.00799779371,1669147.80751623,16478.3264257281,16289500.3032913,0.345939388949245,0.00236618104936125,0.223054263005665,0.00303032568850973,0.956611914594174,0.0415055594507611,60
"1277",2024/06/05,03:29:29pm,4.71,"905",D17,50093aa959d59461,"10020","10020","4","22""","100000",Cayenne,"2416",2617.00227521201,1196104.45492887,16711.4873162105,15677230.8147871,0.329072888701518,0.00383938621001596,0.221652881223999,0.00350851800622777,0.970461321925292,0.0286661445723042,72
"1278",2024/06/05,03:29:47pm,4.71,"905",D15,50093abb6b241aad,"9020","9020","4","22""","100000",Apex,,2377.69473145075,1757104.30708891,16040.057179044,14845123.6359818,0.349469537367456,0.00254462882624925,0.226022001309798,0.00341364077912207,0.978500398140775,0.0210373689791924,66
"1279",2024/06/05,03:30:05pm,4.71,"905",D13,50093acd2ae566a5,"8020","8020","4","22""","100000",Zorro,"1752",2400.99497685413,1549574.28769267,16261.6562468518,15853229.310953,0.318943615581069,0.00331498196042985,0.227559207813598,0.00343991963688184,0.987629400544454,0.0122175677246534,71
"1280",2024/06/05,03:30:23pm,4.71,"905",D11,50093adf70f9a581,"7020","7020","4","22""","100000",Nautica,"1954",2385.43980222984,1425404.12483822,16327.4844976378,13679721.1310982,0.336582607603008,0.00232912989720919,0.222059475395698,0.00283901352581024,0.983832734545724,0.0159058849820045,62
"1281",2024/06/05,03:31:15pm,4.71,"905",D9,50093b133389d37a,"6020","6020","4","22""","100000",Red Dawn,"610",2318.32554245585,1585205.97451138,16305.67459224,17424294.6065503,0.355577097513108,0.00259689629857441,0.226305532392873,0.00300739214492009,1,0,56
"1282",2024/06/05,03:31:33pm,4.71,"905",D7,50093b256b16e051,"5020","5020","4","22""","100000",black bear,"2311",2262.24804002679,1149965.46404447,16110.3802814202,16292037.6718637,0.357257449615556,0.00290916772616306,0.228392864275603,0.00369800949067887,0.999240754800837,0.000758668745890615,58
"1283",2024/06/05,03:31:51pm,4.71,"905",D5,50093b3776d50d26,"4020","4020","4","22""","100000",Redhawk,"392",2449.31404201672,1651690.48654869,15875.8496597623,18593696.477593,0.358108486547391,0.00303281260260037,0.236070599617418,0.00473668642119924,1,0,83
"1284",2024/06/05,03:32:09pm,4.71,"905",D3,50093b4935c6498f,"3020","3020","4","22""","100000",ETNA,"505",2340.53334974884,1077673.73315847,15910.979118099,15548971.6450026,0.361919450493654,0.0027475025328773,0.239115800563379,0.00383522130614174,0.998296264745643,0.00170083254053962,62
"1285",2024/06/05,03:32:27pm,4.71,"905",D1,50093b5b3db1441c,"2020","2020","4","22""","100000",Merlot,"1146",2425.50058603946,1022194.4590631,16605.8675407151,12786777.4989882,0.349566488157871,0.00205682082151487,0.220168793943573,0.00214195190135352,0.976981055204726,0.022489072975779,40
"1286",2024/06/05,03:32:45pm,4.71,"905",D-1,50093b6d297ce4a4,"1020","1020","4","22""","100000",T9905,"1548",2359.27447774571,1168721.051963,16296.3439309383,13865936.2007308,0.364064773256992,0.00236233889858215,0.235777374604926,0.00243256052574038,0.999018518518519,0.000980518175585189,68
"1287",2024/06/05,03:36:20pm,4.71,"905",U-1,50093c447cc67226,"1021","1021","4","22""","150000",Nautica,"1249",2742.43635808488,3955695.0484987,15980.0330886469,16432089.8561647,0.366462302331642,0.00282193047548579,0.245113941058639,0.00570118287433571,0.998962943758218,0.00103598075613398,78
"1288",2024/06/05,03:36:39pm,4.71,"905",U1,50093c574383a6fa,"2021","2021","4","22""","150000",Ronnies red,"323",2600.87395967734,2017572.46531656,16033.7630508562,16564505.2472319,0.368033707796685,0.00276516282108805,0.243726869928186,0.00470936452140348,1,0,78
"1289",2024/06/05,03:36:57pm,4.71,"905",U3,50093c697752ac64,"3021","3021","4","22""","150000",Eclipse,"1542",2278.12472052871,1225353.97953003,15538.066255767,16303648.9706377,0.374761209125591,0.00361707321007831,0.248803432180973,0.00550594318285477,1,0,102
"1290",2024/06/05,03:37:15pm,4.71,"905",U5,50093c7b72cecc30,"4021","4021","4","22""","150000",black bear,"2488",2301.01930463902,1503724.56139232,16239.315864375,19064933.735064,0.360949410241302,0.00366192824537203,0.236241482210961,0.00550623056852632,1,0,80
"1291",2024/06/05,03:37:33pm,4.71,"905",U7,50093c8d0bbcd589,"5021","5021","4","22""","150000",Merlot,"1744",2183.4556378536,973913.437103034,16127.9264490225,15008839.8917123,0.354856356186359,0.00256383111540716,0.226947229426752,0.00281691625685829,0.994129412200452,0.00583612399843713,52
"1292",2024/06/05,03:37:51pm,4.71,"905",U9,50093c9f4c542bb2,"6021","6021","4","22""","150000",Redhawk,,2164.69982173284,1072061.49233419,16682.613852048,14658967.4757934,0.354757079144483,0.00245567169369177,0.227320163359933,0.00225774922886667,0.952296296296296,0.0454280603568106,40
"1293",2024/06/05,03:38:19pm,4.71,"905",U11,50093cbb53f1b719,"7021","7021","4","22""","150000",Cayenne,"2989",2406.3325289813,1245521.06536089,15894.9138010399,15530847.2269821,0.356451347270243,0.00375266317900963,0.241933313793706,0.00593792302799639,1,0,86
"1294",2024/06/05,03:38:37pm,4.71,"905",U13,50093ccd0f0d6038,"8021","8021","4","22""","150000",Red Rover,"705",2533.70184769334,2413526.55135655,15816.8225117699,23225236.3259059,0.354741165325569,0.00448829042202902,0.246497407009933,0.00641924192947428,1,0,82
"1295",2024/06/05,03:38:56pm,4.71,"905",U15,50093ce0704503a4,"9021","9021","4","22""","150000",Zorro,"1887",2520.69280015759,1840569.22947344,15669.0626906784,15834108.3415647,0.345570468705316,0.00313664248981581,0.226892198494007,0.00529217351708991,0.978889670752935,0.0206646832462288,81
"1296",2024/06/05,03:39:14pm,4.71,"905",U17,50093cf243765c25,"10021","10021","4","22""","150000",T9905,"2498",2627.45533788376,1161218.73929351,16722.9070612027,13684477.6182702,0.306543971278463,0.00259163973173811,0.219264924800069,0.00278503109489288,1,0,74
"1297",2024/06/05,03:39:32pm,4.71,"905",U19,50093d046a0400f1,"11021","11021","4","22""","150000",CLERK,"893",2651.98837793383,2228997.06702665,16119.7560531682,18945992.309893,0.348747607018469,0.0030544173244185,0.234548221934328,0.00520284417663567,0.99696307544165,0.0030277016475686,85
"1298",2024/06/05,03:39:50pm,4.71,"905",U21,50093d16114a6d8a,"12021","12021","4","22""","150000",Red Dawn,"509",2385.87260174132,2070776.93384453,15460.9696766661,18871513.0623334,0.373887250345503,0.00336330820967595,0.248922690362314,0.00541192090698851,0.981148846339024,0.0184957876666199,72
"1299",2024/06/05,03:40:08pm,4.71,"905",U23,50093d28756a1103,"13021","13021","4","22""","150000",Apex,"1817",2436.18340572644,2442588.28208499,15708.937223862,19065596.6305896,0.364584897272496,0.00293962428521753,0.243775819725176,0.00467213673044072,0.960760712566201,0.0376995657554848,89
"1300",2024/06/05,03:40:26pm,4.71,"905",U25,50093d3a2b6251bd,"14021","14021","4","22""","150000",ETNA,"372",2411.99587318159,1634535.2001977,15946.3498897509,18671191.7120795,0.374885497198425,0.00304845150129793,0.252512175023527,0.00379336126860429,0.783014500268523,0.169902792637911,47
"1301",2024/06/05,03:42:43pm,4.71,"905",U27,50093dc3163c9cd3,"15021","15021","4","22""","150000",Windbreaker,,2179.53542795233,1132976.03440425,16533.3551528941,16677241.6797224,0.372396630234117,0.00185515673655591,0.238847006029958,0.00135272162687963,0.253685185185185,0.189329012002781,5
"1302",,,,,,,,,,,,,,2108.52704858593,1327709.64129153,17339.3283017585,15682726.2316962,0.338783206449696,0.0168934037893887,0.191095634521015,0.00878387401975741,0.711480774475048,0.205275882027451,0
"1303",2024/06/05,12:30:46pm,4.71,"905",U-1,500930c674ca6910,"1001",,,,,,,2411.17401953923,2487952.12032044,16146.0880047572,13854818.3764263,0.343864643583764,0.00248452222186624,0.233409131459922,0.00276746918511282,0.902659175537164,0.0878655883559839,63
"1304",2024/06/05,12:30:59pm,4.71,"905",U1,500930d376b636ca,"2001",,,,,,,2594.86725824737,1927753.7192755,16244.4039529428,17479032.2358313,0.360891711982088,0.002637465125459,0.23661498097429,0.00334967071563127,0.997039434729404,0.00295180032388018,79
"1305",2024/06/05,12:31:18pm,4.71,"905",U3,500930e6496116cc,"3001",,,,,,,2814.62091311163,2074104.61449491,16696.6867883573,16205378.1784276,0.355075546174911,0.00277772175313431,0.232736481682732,0.00412760651325967,0.991828839853156,0.00810439228868304,63
"1306",2024/06/05,12:31:37pm,4.71,"905",U5,500930f93f148c1a,"4001",,,,,,,2786.42749170714,1745368.84466978,16887.3593561633,17461896.6910821,0.349696126872238,0.00280086344859479,0.230348215312699,0.00350623303066203,0.961303140748148,0.037199412335832,78
"1307",2024/06/05,12:31:57pm,4.71,"905",U7,5009310d61d1caa8,"5001",,,,,,,2724.32837387677,1475827.81399967,16592.2421459632,16509074.8229872,0.349834927777704,0.00297095179052425,0.231025346903137,0.00391855505059061,0.990013026487191,0.00988723387286806,108
"1308",2024/06/05,12:32:16pm,4.71,"905",U9,5009312004fd5c9b,"6001",,,,,,,2619.40425636145,1990040.41914967,16807.6255004425,18531402.361303,0.347332714282186,0.00268901946853773,0.221603554299019,0.00338626199065207,0.719877893130173,0.201653712112395,39
"1309",2024/06/05,12:33:42pm,4.71,"905",U11,500931767dad84cc,"7001",,,,,,,2796.94327923691,2034090.69557844,16331.3778115512,18460681.555333,0.353071930245863,0.00356100523061231,0.229415457832763,0.00561413520571101,0.999118409452756,0.000880813345348529,94
"1310",2024/06/05,12:34:17pm,4.71,"905",U13,5009319967e4156d,"8001",,,,,,,2667.03853878722,1883733.99031991,16902.0509986818,17403095.6276564,0.366586443862892,0.00302290947940609,0.234650174378768,0.00417835523931462,0.976144422952934,0.0232864884907502,80
"1311",2024/06/05,12:34:36pm,4.71,"905",U15,500931ac4090e491,"9001",,,,,,,2589.7650496172,1356530.53444518,16717.9148891395,15731340.6004809,0.365947143688436,0.00266990056049757,0.235963882962503,0.00336103296572604,0.993223773371403,0.00673030938127535,71
"1312",2024/06/05,12:34:56pm,4.71,"905",U17,500931c02d736752,"10001",,,,,,,2297.84390418005,1825325.06659726,16424.6434694438,16823702.4381144,0.349243453807225,0.00315925505687242,0.234080924410597,0.00348850356331737,0.995934210526316,0.00404925882963398,60
"1313",2024/06/05,12:35:31pm,4.71,"905",U19,500931e304864da7,"11001",,,,,,,2571.70220374686,1123107.35889706,16876.5800075514,13312723.154338,0.350791558121457,0.00200493065461491,0.220739955632115,0.00189289958976961,0.974592773874372,0.024761698986194,54
