fid,Date,DAS,Time,Version,Id,Name,Latitude,Longitude,Height,AlarmRad,WarningRad,Visible,UniqueID,joined_row_index,joined_col_index,Trial,joined_PlotID,joined_PlotIDstring,pntcounts,Thresh_mean,NDVI_mean,NDVI_variance,SAVI_mean,HAreamean,613GNDVI_mean,613GNDVI_variance,613NDRE_mean,613NDRE_variance,613ExG_mean,613ExG_variance,613ExR_mean,613ExR_variance,Plot Yield,PeakStand,,,,,,,,,,,,
1568,2024-06-04,13,4.71,4.71,905,U7,45.43285465,-73.93885375,39.02,0,,1,5009395c17548ec5,2,4,24111,303,303,72,0.02340978,0.227114974,0.005252007,0.014553427,0.98175,0.359660178,0.003015416,0.090997515,0.00095418,2801.330751,2850410.139,16387.05596,18573288.27,724.5539153,0.538460533,,,,,,,,,,,,
1521,2024-06-04,13,4.71,4.71,905,U9,45.43303015,-73.93877308,39.02,0,,1,500939696854b105,2,5,24111,310,310,54,0.040023514,0.236037977,0.007015325,0.015039348,0.933078947,0.362453091,0.003304628,0.093054682,0.001040689,2945.846526,5889812.582,16378.46181,20575197.72,765.4107831,0.544655643,,,,,,,,,,,,
1530,2024-06-04,13,4.71,4.71,905,U11,45.43300564,-73.93869215,39.02,0,,1,5009397538f822dd,2,6,24112,403,403,66,0.044739457,0.231881829,0.00788601,0.015670951,0.986486842,0.362219344,0.003374622,0.091767197,0.001070124,3021.91232,7193272.234,16267.36244,19680377.54,738.571887,0.518795075,,,,,,,,,,,,
1537,2024-06-04,13,4.71,4.71,905,U13,45.43298071,-73.9386113,39.02,0,,1,50093982458e6078,2,7,24112,410,410,70,0.051450366,0.244784033,0.008486728,0.016609017,0.982237076,0.371649748,0.003632775,0.102156972,0.001026392,3321.681878,8557738.666,16700.18045,22531617.96,1025.064185,0.554703336,,,,,,,,,,,,
1546,2024-06-04,13,4.71,4.71,905,D13,45.43295598,-73.93859418,39.02,0,,1,50093aa91c5e3ec4,3,7,24112,411,411,84,0.032933042,0.246157487,0.005853146,0.016055401,0.990855143,0.379173264,0.003606055,0.107032189,0.001257238,2851.92533,5178238.339,16858.22778,24616866.41,719.2715019,0.511070135,,,,,,,,,,,,
1553,2024-06-04,13,4.71,4.71,905,D11,45.43293104,-73.93867533,39.02,0,,1,50093ab67d023af4,3,6,24112,404,404,41,0.012324079,0.222218374,0.003228219,0.015126019,0.627302632,0.35310422,0.002676966,0.093850982,0.000981596,2743.259791,2168735.147,16779.27024,16110606.9,481.8485237,0.273796057,,,,,,,,,,,,
1562,2024-06-04,13,4.71,4.71,905,D9,45.43290636,-73.93875676,39.02,0,,1,50093ac93b20d3c3,3,5,24111,311,311,45,0.030512555,0.241222778,0.0056215,0.015543319,0.870539474,0.366854581,0.003000914,0.099112293,0.000998425,2875.888076,5790893.987,16335.23806,20075031.73,916.0734917,0.399581522,,,,,,,,,,,,
1569,2024-06-04,13,4.71,4.71,905,D7,45.43288139,-73.93883734,39.02,0,,1,50093ad5406f8ce0,3,4,24111,304,304,52,0.03614618,0.23439557,0.006821499,0.015385131,0.788710526,0.356674123,0.003424966,0.087729915,0.000983595,3041.772234,5544660.148,16401.20926,19253669.73,941.2804878,0.418745464,,,,,,,,,,,,
1522,2024-06-04,13,4.71,4.71,905,D5,45.43305724,-73.93891824,39.02,0,,1,50093ae27784cc33,3,3,24111,211,211,57,0.045572242,0.248634676,0.007469339,0.016036472,0.971433459,0.36014292,0.003434624,0.094852528,0.001000459,2941.574349,6543194.399,16701.22351,21879805.83,962.1213094,0.545090757,,,,,,,,,,,,
1529,2024-06-04,13,4.71,4.71,905,D3,45.43303241,-73.93899903,39.02,0,,1,50093aef17380c91,3,2,24110,204,204,58,0.012807144,0.230559493,0.003464005,0.014918679,0.950724333,0.3519738,0.002826823,0.091582159,0.000869266,2763.966702,1794251.524,16676.38122,16643966.38,2035.945122,0.468336635,,,,,,,,,,,,
1538,2024-06-04,13,4.71,4.71,905,D1,45.43300744,-73.9390798,39.02,0,,1,50093afb12549ffc,3,1,24110,111,111,83,0.01286959,0.22481284,0.002894587,0.014002943,0.982802858,0.351137409,0.002198262,0.088686729,0.000893304,2488.936352,1419217.98,16484.50821,15124428.51,2578.140244,0.571657425,,,,,,,,,,,,
1545,2024-06-04,13,4.71,4.71,905,D-1,45.43298281,-73.93916081,39.021,0,,1,50093b08785a7bd0,3,0,24110,104,104,74,0.019042354,0.238642166,0.003688155,0.015614522,0.986724034,0.365268539,0.002487592,0.096925289,0.000852685,2376.601825,1333057.815,16279.1795,14188222.92,2597.110077,0.588767997,,,,,,,,,,,,
1554,2024-06-04,13,4.71,4.71,905,U-1,45.43295813,-73.93914412,39.02,0,,1,50093b3805b857f6,4,0,24110,105,105,64,0.009300731,0.226693065,0.002384804,0.014240049,0.946184919,0.352843236,0.002259422,0.089233904,0.000653218,2204.376123,1504383.452,16258.49042,12842835.88,2347.368421,0.526742863,,,,,,,,,,,,
1561,2024-06-04,13,4.71,4.71,905,U1,45.43293318,-73.93906298,39.02,0,,1,50093b45131a1f8a,4,1,24110,112,112,57,0.006585485,0.219781751,0.00208471,0.013735477,0.948960526,0.346597118,0.002115164,0.088858911,0.000815197,2335.75908,1059096.039,16482.24195,13498550.35,2573.173941,0.515153497,,,,,,,,,,,,
1570,2024-06-04,13,4.71,4.71,905,U3,45.43290856,-73.93898236,39.02,0,,1,50093b5177614e40,4,2,24110,205,205,75,0.013870518,0.234131843,0.003284135,0.015153558,0.967671053,0.354473494,0.002577119,0.094339738,0.000823792,2835.312777,1769374.29,16542.41103,15165798.51,2320.205392,0.517834374,,,,,,,,,,,,
1523,2024-06-04,13,4.71,4.71,905,U5,45.43308434,-73.93890134,39.02,0,,1,50093b5e4c336168,4,3,24111,212,212,32,0.02657233,0.236599579,0.004917709,0.015279649,0.909893551,0.35496733,0.002558183,0.09569581,0.001009531,2852.385841,5578238.039,17031.31972,18722348.68,908.4242619,0.50204989,,,,,,,,,,,,
1528,2024-06-04,13,4.71,4.71,905,U7,45.43305949,-73.93882066,39.02,0,,1,50093b6b45d1b542,4,4,24111,305,305,48,0.038322381,0.237295467,0.007360475,0.015898551,0.971275938,0.356668969,0.003252396,0.090308875,0.000962223,3149.831923,7144957.184,16716.79964,19525815.24,1059.897304,0.516506797,,,,,,,,,,,,
1539,2024-06-04,13,4.71,4.71,905,U9,45.43303463,-73.93873976,39.02,0,,1,50093b771410315b,4,5,24111,312,312,53,0.085057246,0.267385193,0.012314189,0.017557985,0.9775,0.378306618,0.004216047,0.104505434,0.001151896,3303.33526,12815236.01,15842.39425,28150046.75,908.7901155,0.624738453,,,,,,,,,,,,
1544,2024-06-04,13,4.71,4.71,905,U11,45.43301019,-73.93865893,39.02,0,,1,50093b8410c2a505,4,6,24112,405,405,53,0.024353546,0.237101863,0.004931855,0.015662828,0.961197368,0.363982592,0.003408628,0.098989549,0.001090521,2827.582204,3737170.445,16632.22118,20563776.29,356.5821566,0.532046085,,,,,,,,,,,,
1555,2024-06-04,13,4.71,4.71,905,U13,45.43298503,-73.93857797,39.02,0,,1,50093b9138442333,4,7,24112,412,412,44,0.013429441,0.232831435,0.003515073,0.015326184,0.936723684,0.366579739,0.003219664,0.102177864,0.001127982,2688.575332,2340567.922,17259.37509,18157797.22,625,0.534099231,,,,,,,,,,,,
1560,2024-06-04,13,4.71,4.71,905,D13,45.43296038,-73.93856101,39.019,0,,1,50093bd918887c7b,5,7,24112,413,413,75,0.048987361,0.251971,0.007667728,0.016238041,0.981881579,0.376718423,0.003815246,0.106217156,0.001153636,2948.146318,6496577.851,16552.73831,23204931.93,1185.394737,0.627487135,,,,,,,,,,,,
1571,2024-06-04,13,4.71,4.71,905,D11,45.43293551,-73.9386421,39.019,0,,1,50093be6278a06c1,5,6,24112,406,406,73,0.057272021,0.246071608,0.009995863,0.016373377,0.979263158,0.367387132,0.004261903,0.097431036,0.001209504,3184.069743,8677574.163,16278.38015,24514265.79,1098.764442,0.48466025,,,,,,,,,,,,
1524,2024-06-04,13,4.71,4.71,905,D9,45.43311097,-73.93872333,39.02,0,,1,50093bf2355ce56d,5,5,24111,313,313,64,0.043207155,0.247543422,0.007407698,0.016547822,0.974657228,0.374918355,0.003893137,0.107377376,0.00127762,2863.487081,5261137.602,16438.7706,25036273.05,969.2426187,0.63875085,,,,,,,,,,,,
1527,2024-06-04,13,4.71,4.71,905,D7,45.43308611,-73.93880404,39.02,0,,1,50093bff4709aa8e,5,4,24111,306,306,67,0.052249617,0.251470214,0.008699805,0.016473233,0.98314518,0.371298637,0.003763496,0.100468229,0.001035924,3167.465537,6887180.804,16362.75405,22838585.79,1149.425546,0.57260179,,,,,,,,,,,,
1540,2024-06-04,13,4.71,4.71,905,D5,45.43306147,-73.93888497,39.02,0,,1,50093c0b5d6e7315,5,3,24111,213,213,62,0.017180808,0.229580545,0.003411255,0.015164624,0.89148827,0.354821337,0.002528993,0.097205198,0.000984297,2808.50655,2075676.743,17045.22027,16785509.32,625,0.508088351,,,,,,,,,,,,
1543,2024-06-04,13,4.71,4.71,905,D3,45.43303634,-73.93896581,39.02,0,,1,50093c18201d5006,5,2,24110,206,206,71,0.019651205,0.236445206,0.004108186,0.015175085,0.979052356,0.364768697,0.003102888,0.097689899,0.000880407,2711.725471,1585872.005,16582.39564,17107231.97,2018.273427,0.574080492,,,,,,,,,,,,
1556,2024-06-04,13,4.71,4.71,905,D1,45.433012,-73.93904663,39.02,0,,1,50093c255287cdd6,5,1,24110,113,113,70,0.010035551,0.214914203,0.002580733,0.013852416,0.97793392,0.353026659,0.001858286,0.093141264,0.000813131,2375.994499,1421547.421,16134.58294,12487808.72,2418.060013,0.56962762,,,,,,,,,,,,
1559,2024-06-04,13,4.71,4.71,905,D-1,45.43298676,-73.93912752,39.02,0,,1,50093c313a5b4233,5,0,24110,106,106,99,0.0198333,0.222189558,0.004208882,0.0141076,0.985671053,0.367441639,0.002342585,0.086985757,0.000836469,2176.62139,1229748.853,15598.70323,13435092.93,2775,0.661100068,,,,,,,,,,,,
1572,2024-06-04,13,4.71,4.71,905,U-1,45.43296222,-73.93911093,39.02,0,,1,50093c68674bddc2,6,0,24110,107,107,75,0.020532703,0.215373143,0.004121637,0.014187764,0.975276641,0.362638078,0.002548556,0.081893803,0.000765368,2213.936176,1140761.512,15627.71379,11895373.42,2387.378049,0.625680023,,,,,,,,,,,,
1525,2024-06-04,13,4.71,4.71,905,U1,45.43313791,-73.93902964,39.02,0,,1,50093c751594fd99,6,1,24110,114,114,65,0.011526107,0.215193272,0.00274012,0.013969054,0.962355263,0.364138197,0.002056711,0.098510931,0.000774114,2367.230459,1322138.173,16274.48613,13488700.31,2105.365854,0.557121933,,,,,,,,,,,,
1526,2024-06-04,13,4.71,4.71,905,U3,45.4331127,-73.93894913,39.02,0,,1,50093c8200f4da49,6,2,24111,207,207,61,0.053480202,0.253799939,0.009462686,0.016025245,0.979565521,0.373952829,0.004034259,0.101475088,0.001015349,3112.79725,7518067.918,16271.54926,23602865.34,1449.531451,0.701324092,,,,,,,,,,,,
1541,2024-06-04,13,4.71,4.71,905,U5,45.43308844,-73.93886804,39.02,0,,1,50093c8e6f31b554,6,3,24111,214,214,47,0.078443311,0.261721688,0.012135724,0.017488132,0.967737267,0.374067818,0.004007933,0.103462864,0.001064918,3412.178595,13386018.64,16297.68463,27169521.36,1081.554878,0.630734425,,,,,,,,,,,,
1542,2024-06-04,13,4.71,4.71,905,U7,45.43306279,-73.93878739,39.019,0,,1,50093c9b5b838619,6,4,24111,307,307,50,0.075174079,0.265180655,0.011793472,0.01732971,0.96697325,0.376900598,0.004363298,0.10381538,0.001102365,3305.450436,10283581.87,16027.12278,27181311.6,1133.183569,0.624187579,,,,,,,,,,,,
1557,2024-06-04,13,4.71,4.71,905,U9,45.43303878,-73.93870658,39.019,0,,1,50093ca71aaea32f,6,5,24111,314,314,66,0.016270916,0.230093758,0.003639371,0.015260171,0.977974554,0.352965621,0.002568463,0.101088603,0.001031823,2835.461394,2179210.201,16620.26926,18252512.15,1139.545892,0.692919822,,,,,,,,,,,,
1558,2024-06-04,13,4.71,4.71,905,U11,45.43301335,-73.93862553,39.019,0,,1,50093cb463aa4ae6,6,6,24112,407,407,65,0.051794,0.242932381,0.009234045,0.01661916,0.980315789,0.362757602,0.004049833,0.096050971,0.001131697,3085.277571,7331144.869,16206.05461,21334678.55,1057.894737,0.459862558,,,,,,,,,,,,
1573,2024-06-04,13,4.71,4.71,905,U13,45.4329891,-73.93854462,39.019,0,,1,50093cc1072c464e,6,7,24112,414,414,32,0.013142517,0.233966655,0.003364965,0.015603621,0.701005246,0.36591198,0.00274356,0.105959177,0.000975783,2689.026026,2429957.887,17209.17989,17950275.24,610.9146341,0.318298919,,,,,,,,,,,,
1517,2024-06-04,23,01:48:44pm,4.71,905,U-1,45.4329503,-73.93921111,39.021,0,0,,5009318c201f855b,0,0,24110,101,101,77,0.070022396,0.27767677,0.012511479,61465.28149,0.938472875,0.079653454,0.007689426,-0.025341679,0.001647172,2688.075762,14647516.34,15234.61429,33086516.27,2276.258023,0.469751658,,,,,,,,,,,,
1519,2024-06-04,23,02:15:42pm,4.71,905,U1,45.43297649,-73.93912978,39.021,0,0,,500937de01a1bd1f,0,1,24110,108,108,81,0.100215475,0.286813185,0.016485793,60446.67056,0.983421053,0.085484694,0.008904986,-0.023655936,0.002085836,2820.139125,20113100.61,14593.86334,40661256.22,2454.348524,0.609423426,,,,,,,,,,,,
1520,2024-06-04,23,02:15:55pm,4.71,905,U3,45.43300365,-73.93904906,39.021,0,0,,500937eb32eb8e40,0,2,24110,201,201,66,0.14086843,0.302692727,0.025319285,63750.24969,0.986526493,0.098851612,0.013538985,-0.020311005,0.002242,2892.260947,32539696.89,14445.806,46557745.07,2469.878049,0.574475598,,,,,,,,,,,,
1521,2024-06-04,23,02:16:07pm,4.71,905,U5,45.43303015,-73.93896796,39.021,0,0,,500937f72fc8d1c6,0,3,24111,208,208,29,0.282754478,0.371607373,0.046029579,69521.0772,0.773654917,0.128921137,0.018061369,-0.01782728,0.00343935,6878.834407,107535895.3,12363.25981,69741836.56,1366.832478,0.614798154,,,,,,,,,,,,
1522,2024-06-04,23,02:16:20pm,4.71,905,U7,45.43305724,-73.93888717,39.021,0,0,,5009380464b28f42,0,4,24111,301,301,41,0.167960614,0.303754957,0.033879842,64087.9163,0.800247372,0.099101233,0.014231405,-0.022516393,0.002607864,4278.763642,65644991.52,13999.96867,50818044.53,784.9229782,0.382404289,,,,,,,,,,,,
1523,2024-06-04,23,02:16:32pm,4.71,905,U9,45.43308434,-73.93880641,39.021,0,0,,5.01E+15,0,5,24112,308,308,31,0.106041907,0.256237138,0.022550199,64596.33189,0.692838064,0.071541591,0.009512066,-0.028008252,0.002268448,3390.270394,53740626.84,15359.87965,42791174.36,607.3652118,0.333788865,,,,,,,,,,,,
1524,2024-06-04,23,02:17:01pm,4.71,905,U11,45.43311097,-73.93872532,39.021,0,0,,5009382d1f03b98f,0,6,24112,401,401,23,0.167419751,0.302137203,0.032988202,63765.39483,0.765286385,0.098114836,0.013243279,-0.027251272,0.002541925,4583.043657,63871191.76,13588.01108,47286855.27,238.7676508,0.528613276,,,,,,,,,,,,
1525,2024-06-04,23,02:17:13pm,4.71,905,U13,45.43313791,-73.93864447,39.021,0,0,,500938393916ae56,0,6,24112,408,408,44,0.188506768,0.321717343,0.030299201,67502.19053,0.909368421,0.108925238,0.013464549,-0.019728438,0.002871717,5105.840863,72373164.05,14155.65992,57221823.66,410.707638,0.591465767,,,,,,,,,,,,
1526,2024-06-04,23,02:18:31pm,4.71,905,D13,45.4331127,-73.93862763,39.02,0,0,,500938877536384a,1,7,24112,409,409,18,0.088306736,0.256960143,0.018918884,65376.92486,0.523605263,0.071699561,0.008857866,-0.0268659,0.001933263,3064.186036,40611000.16,15990.10488,40180630.8,482.1662388,0.275711231,,,,,,,,,,,,
1527,2024-06-04,23,02:18:44pm,4.71,905,D11,45.43308611,-73.93870872,39.02,0,0,,50093894752ce1b7,1,6,24112,402,402,24,0.261910048,0.355228908,0.046217919,71277.47167,0.663864109,0.1242792,0.016272959,-0.025273134,0.003053138,7398.683202,128245930.1,12175.85917,60786407.78,1181.702503,0.480181252,,,,,,,,,,,,
1528,2024-06-04,23,02:18:57pm,4.71,905,D9,45.43305949,-73.93878983,39.021,0,0,,500938a125f6843f,1,5,24112,309,309,41,0.234305826,0.326232269,0.039196226,70374.87691,0.894236842,0.108378389,0.013312839,-0.024074756,0.003071349,6572.202428,118073132,13402.35045,64462643.89,1253.947368,0.623829576,,,,,,,,,,,,
1529,2024-06-04,23,02:19:09pm,4.71,905,D7,45.43303241,-73.93887061,39.021,0,0,,500938ad2f841179,1,4,24111,302,302,45,0.220097943,0.331645832,0.039068971,65531.92601,0.928421053,0.117716153,0.017288321,-0.020408278,0.002941752,5359.118126,78624449.1,12820.9396,57149486.38,924.8106547,0.599865303,,,,,,,,,,,,
1530,2024-06-04,23,02:19:22pm,4.71,905,D5,45.43300564,-73.9389516,39.021,0,0,,500938ba669012e1,1,3,24111,209,209,50,0.166499073,0.303868055,0.029043228,66464.778,0.951276957,0.086938435,0.011676951,-0.025258191,0.002754212,4859.26443,70597452.94,14232.9742,52862495.36,763.1418485,0.488269603,,,,,,,,,,,,
1531,2024-06-04,23,02:19:34pm,4.71,905,D3,45.43297856,-73.9390323,39.021,0,0,,500938c669fc4194,1,2,24110,202,202,94,0.075905975,0.268653289,0.014983003,61992.42116,0.995644794,0.077575743,0.009915953,-0.024583073,0.00189662,2108.814554,15925207.78,15193.8028,37799494.09,2682.759949,0.523637338,,,,,,,,,,,,
1532,2024-06-04,23,02:19:47pm,4.71,905,D1,45.4329516,-73.93911321,39.021,0,0,,500938d31d4cc688,1,1,24110,109,109,59,0.128346436,0.290414249,0.022256104,67699.04461,0.945828947,0.079761051,0.009522543,-0.025981056,0.00220852,3642.113394,49164069.72,15338.70577,44886073.18,2407.124519,0.580235128,,,,,,,,,,,,
1533,2024-06-04,23,02:20:00pm,4.71,905,D-1,45.4329247,-73.93919406,39.021,0,0,,500938e02a9ec38d,1,0,24110,102,102,109,0.096336296,0.28311011,0.016761562,63717.12121,0.987618747,0.084698576,0.009731855,-0.024400606,0.001832887,2597.232581,15948422.53,15484.46121,37658265.56,2754.159178,0.57049727,,,,,,,,,,,,
1534,2024-06-04,23,02:20:58pm,4.71,905,U-1,45.43290041,-73.93917769,39.021,0,0,,5009391a2cd19750,2,0,24110,103,103,69,0.117152353,0.284777364,0.019743413,65577.1491,0.980092367,0.07605396,0.009293467,-0.028454453,0.001957474,3433.980092,38503763.04,15764.91841,40640195.32,2085.887356,0.575972956,,,,,,,,,,,,
1535,2024-06-04,23,02:21:11pm,4.71,905,U1,45.43292639,-73.93909621,39.021,0,0,,500939272161cf8e,2,1,24110,110,110,62,0.060842709,0.248414444,0.012464851,63246.4198,0.979881579,0.053209203,0.006566785,-0.031750058,0.001743833,2580.39694,16248649.97,16226.45211,35334623.45,2359.646983,0.512518226,,,,,,,,,,,,
1536,2024-06-04,23,02:21:23pm,4.71,905,U3,45.43295377,-73.93901557,39.021,0,0,,500939332035b4b3,2,2,24110,203,203,98,0.096827273,0.268687275,0.019576979,61150.4069,0.990368168,0.075532507,0.011303574,-0.026141824,0.0018956,2351.348667,17398628.71,15007.00191,40718857.99,2515.301669,0.569375425,,,,,,,,,,,,
1537,2024-06-04,23,02:21:51pm,4.71,905,U5,45.43298071,-73.93893478,39.02,0,0,,5009394f377e7978,2,3,24111,210,210,24,0.264013947,0.348380534,0.046527382,67838.50473,0.678464757,0.111429504,0.016919098,-0.023789453,0.00297581,6399.575517,97238881.82,12553.73849,65952891.09,1123.916881,0.618389392,,,,,,,,,,,,
1538,2024-06-04,23,02:22:04pm,4.71,905,U7,45.43300744,-73.93885375,39.02,0,0,,5009395c17548ec5,2,4,24111,303,303,50,0.209629712,0.317629075,0.041825257,65682.01588,0.945947368,0.105006209,0.017042229,-0.023357899,0.002837612,5242.345221,74147065.07,13028.29664,57722730.06,724.5539153,0.538460533,,,,,,,,,,,,
1539,2024-06-04,23,02:22:17pm,4.71,905,U9,45.43303463,-73.93877308,39.02,0,0,,500939696854b105,2,5,24111,310,310,37,0.20215343,0.30252935,0.038242331,67378.32752,0.875394737,0.09626383,0.014712846,-0.027731533,0.003010031,5290.603888,74391226.41,13622.14053,58381566.85,765.4107831,0.544655643,,,,,,,,,,,,
1540,2024-06-04,23,02:22:29pm,4.71,905,U11,45.43306147,-73.93869215,39.02,0,0,,5009397538f822dd,2,6,24112,403,403,38,0.221769507,0.330527923,0.036719044,66034.52597,0.911550304,0.110023723,0.014308232,-0.024593764,0.003382137,5896.383585,87868330.52,12449.70192,46571838.91,738.571887,0.518795075,,,,,,,,,,,,
1541,2024-06-04,23,02:22:42pm,4.71,905,U13,45.43308844,-73.9386113,39.02,0,0,,50093982458e6078,2,7,24112,410,410,26,0.248183142,0.34957839,0.043062196,67783.80843,0.782789474,0.115848404,0.015171134,-0.023315354,0.003076798,6970.495472,126755355.9,12384.68982,60301997.83,1025.064185,0.554703336,,,,,,,,,,,,
1542,2024-06-04,23,02:27:37pm,4.71,905,D13,45.43306279,-73.93859418,39.02,0,0,,50093aa91c5e3ec4,3,7,24112,411,411,40,0.205757716,0.316667408,0.034353465,68889.64299,0.812094578,0.097820766,0.012662789,-0.026830568,0.003086576,5713.786322,99875944.75,13747.04413,56068080.15,719.2715019,0.511070135,,,,,,,,,,,,
1543,2024-06-04,23,02:27:50pm,4.71,905,D11,45.43303634,-73.93867533,39.02,0,0,,50093ab67d023af4,3,6,24112,404,404,23,0.094477238,0.24872673,0.021938344,63098.09128,0.578744457,0.061660289,0.010636035,-0.030732736,0.001998541,2924.361311,39352060.09,14616.98949,38101807.91,481.8485237,0.273796057,,,,,,,,,,,,
1544,2024-06-04,23,02:28:09pm,4.71,905,D9,45.43301019,-73.93875676,39.02,0,0,,50093ac93b20d3c3,3,5,24111,311,311,63,0.155815578,0.275167355,0.031611027,63798.56917,0.926144737,0.076931598,0.011893198,-0.028290163,0.00243903,4190.176684,59855172.15,13822.7447,49383776.73,916.0734917,0.399581522,,,,,,,,,,,,
1545,2024-06-04,23,02:28:21pm,4.71,905,D7,45.43298281,-73.93883734,39.02,0,0,,50093ad5406f8ce0,3,4,24111,304,304,31,0.180100295,0.288363081,0.03972276,63889.85564,0.700096051,0.090347796,0.01671372,-0.026670176,0.002350284,4303.705847,63640152.6,13421.41453,53569822.74,941.2804878,0.418745464,,,,,,,,,,,,
1546,2024-06-04,23,02:28:34pm,4.71,905,D5,45.43295598,-73.93891824,39.02,0,0,,50093ae27784cc33,3,3,24111,211,211,37,0.219430497,0.320046023,0.040784727,67388.64555,0.912489145,0.10097446,0.015022012,-0.023759029,0.002755835,5874.033627,87673682.83,13173.33178,60368164.71,962.1213094,0.545090757,,,,,,,,,,,,
1547,2024-06-04,23,02:28:47pm,4.71,905,D3,45.43292895,-73.93899903,39.02,0,0,,50093aef17380c91,3,2,24110,204,204,56,0.104532188,0.260446252,0.021333247,64232.88258,0.955223095,0.067423317,0.010396889,-0.029784941,0.00197256,2775.244827,35088955.44,15424.74232,41858034.79,2035.945122,0.468336635,,,,,,,,,,,,
1548,2024-06-04,23,02:28:59pm,4.71,905,D1,45.43290187,-73.9390798,39.02,0,0,,50093afb12549ffc,3,1,24110,111,111,81,0.08259223,0.262182246,0.016544911,63119.37152,0.964631579,0.069729132,0.00926869,-0.027473652,0.001949953,2724.521404,17880407.92,15501.62532,39544870.26,2578.140244,0.571657425,,,,,,,,,,,,
1549,2024-06-04,23,02:29:12pm,4.71,905,D-1,45.4328751,-73.93916081,39.021,0,0,,50093b08785a7bd0,3,0,24110,104,104,71,0.128756121,0.296025512,0.022095101,64944.15405,0.98147344,0.093175277,0.012141328,-0.021277303,0.002391662,3120.212165,33031587.52,14917.80834,44769049.67,2597.110077,0.588767997,,,,,,,,,,,,
1550,2024-06-04,23,02:30:00pm,4.71,905,U-1,45.43285046,-73.93914412,39.02,0,0,,50093b3805b857f6,4,0,24110,105,105,76,0.06987966,0.260620465,0.013494635,65359.62776,0.981447368,0.064580839,0.007830824,-0.026630161,0.001590961,2553.410045,14199279.88,16280.04798,34621149.63,2347.368421,0.526742863,,,,,,,,,,,,
1551,2024-06-04,23,02:30:13pm,4.71,905,U1,45.43287695,-73.93906298,39.02,0,0,,50093b45131a1f8a,4,1,24110,112,112,106,0.051400588,0.246338915,0.011569806,62528.50161,0.997263122,0.059297977,0.00719961,-0.030361596,0.001652595,2450.15093,12745435.17,15855.07768,34029368.68,2573.173941,0.515153497,,,,,,,,,,,,
1552,2024-06-04,23,02:30:25pm,4.71,905,U3,45.43290416,-73.93898236,39.02,0,0,,50093b5177614e40,4,2,24110,205,205,74,0.078418826,0.250373182,0.016125822,61250.55942,0.981841627,0.062262418,0.008399325,-0.030535321,0.001584106,2193.506765,15917133.06,15504.60307,35762261.34,2320.205392,0.517834374,,,,,,,,,,,,
1553,2024-06-04,23,02:30:38pm,4.71,905,U5,45.43293104,-73.93890134,39.02,0,0,,50093b5e4c336168,4,3,24111,212,212,54,0.134430297,0.275630387,0.027725182,64730.95216,0.955591521,0.078565377,0.010561075,-0.028346266,0.002200855,4466.252674,53392729.02,14255.29665,44951058.83,908.4242619,0.50204989,,,,,,,,,,,,
1554,2024-06-04,23,02:30:51pm,4.71,905,U7,45.43295813,-73.93882066,39.02,0,0,,50093b6b45d1b542,4,4,24111,305,305,64,0.18135933,0.296523666,0.036381097,64030.91312,0.978092682,0.095860432,0.014574707,-0.024264703,0.002522174,4320.325983,59298590.11,13464.65119,46720752.93,1059.897304,0.516506797,,,,,,,,,,,,
1555,2024-06-04,23,02:31:03pm,4.71,905,U9,45.43298503,-73.93873976,39.02,0,0,,50093b771410315b,4,5,24111,312,312,30,0.301571652,0.359879357,0.051954476,68376.56014,0.847697368,0.120772889,0.018646112,-0.02284686,0.002966418,7130.06809,106636000,11576.97909,64117532.31,908.7901155,0.624738453,,,,,,,,,,,,
1556,2024-06-04,23,02:31:16pm,4.71,905,U11,45.433012,-73.93865893,39.02,0,0,,50093b8410c2a505,4,6,24112,405,405,42,0.158291326,0.290189703,0.031412187,66200.87398,0.917525231,0.087373888,0.013066861,-0.024151877,0.002754196,4329.667753,57939184.94,13695.01165,44531150.27,356.5821566,0.532046085,,,,,,,,,,,,
1557,2024-06-04,23,02:31:29pm,4.71,905,U13,45.43303878,-73.93857797,39.02,0,0,,50093b9138442333,4,7,24112,412,412,44,0.118571578,0.268494142,0.022923424,65300.96401,0.928355263,0.07621666,0.01038022,-0.030236816,0.002539691,3412.01129,49030784.7,14923.32765,44933516.82,625,0.534099231,,,,,,,,,,,,
1558,2024-06-04,23,02:32:41pm,4.71,905,D13,45.43301335,-73.93856101,39.019,0,0,,50093bd918887c7b,5,7,24112,413,413,34,0.222981091,0.32982254,0.036908646,69461.11526,0.894592105,0.109426356,0.01444483,-0.024176389,0.002936231,5842.25538,92636463,13369.63623,59310498.38,1185.394737,0.627487135,,,,,,,,,,,,
1559,2024-06-04,23,02:32:54pm,4.71,905,D11,45.43298676,-73.9386421,39.019,0,0,,50093be6278a06c1,5,6,24112,406,406,18,0.257592279,0.349183824,0.04847935,70616.58479,0.611034356,0.118025935,0.017939483,-0.022102747,0.003394747,7042.535681,126003836.1,12052.74716,59709565.61,1098.764442,0.48466025,,,,,,,,,,,,
