BARCODE_128,TrialType,PlotNumber,ComboCode,ENTRY,BLOCK,Locn,Check,Experiment Name,Year,Plot,Identity1,Description1,Name1,Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Flowering Date,Maturity Date,100SW,Planter
1ED6ADD089,AYT,501,25111501,10,3,LODS,0,25111,2025,41,b,1,PVBLLO24-028,5,1,29,15.3,2222,3019.951861,2025-08-01,2025-09-22,,5
16466288A4,AYT,502,25111502,2,3,LODS,2,25111,2025,42,,,PVBLPI19-1,5,2,29,14.1,2389,3292.925225,2025-07-31,2025-09-16,,14
1B731CED69,AYT,601,25112601,1,1,LODS,0,25112,2025,1,,2,PVPTPI24-001,6,1,47,14.6,1592,2181.591784,2025-08-04,2025-09-24,6,
1803EB5398,AYT,602,25112602,2,1,LODS,0,25112,2025,2,,2,PVPTPI24-005,6,2,45,13.4,1805,2508.231707,2025-08-08,2025-09-22,13,
12AB9602AB,AYT,603,25112603,3,1,LODS,0,25112,2025,3,,2,PVPTPI24-008,6,3,44,13.7,1674,2318.13543,2025-08-01,2025-09-16,24,
14A7C864D8,AYT,604,25112604,4,1,LODS,1,25112,2025,4,BC388,pinto,Windbreaker,6,4,42,13.1,455,634.4592426,2025-08-02,2025-09-16,31,
10804C30B4,AYT,605,25112605,3,2,LODS,0,25112,2025,5,,2,PVPTPI24-008,6,5,45,15.9,1225,1653.120988,2025-08-01,2025-09-19,42,
1E281D0075,AYT,606,25112606,4,2,LODS,1,25112,2025,6,BC388,pinto,Windbreaker,6,6,42,14.6,189,258.9955071,2025-07-31,2025-09-16,49,
1F097A5ABF,AYT,607,25112607,1,2,LODS,0,25112,2025,7,,2,PVPTPI24-001,6,7,47,13.6,1078,1494.531451,2025-08-05,2025-09-30,60,
1CEDBDE4B3,AYT,608,25112608,2,2,LODS,0,25112,2025,8,,2,PVPTPI24-005,6,8,51,13.5,1179,1636.448973,2025-08-04,2025-09-22,67,
12DAF00CF6,AYT,609,25112609,4,3,LODS,1,25112,2025,9,BC388,pinto,Windbreaker,6,9,45,12.8,306,428.1643132,2025-07-30,2025-09-16,78,
181AC5990C,AYT,610,25112610,3,3,LODS,0,25112,2025,10,,2,PVPTPI24-008,6,10,45,13,1472,2054.942234,2025-08-05,2025-09-22,85,
1D4E2B3D7F,AYT,709,25112709,2,3,LODS,0,25112,2025,12,,2,PVPTPI24-005,7,9,51,14.3,1325,1822.087612,2025-08-02,2025-09-18,79,
1A51A16B94,AYT,710,25112710,1,3,LODS,0,25112,2025,11,,2,PVPTPI24-001,7,10,54,18.4,1253,1640.641849,2025-08-03,2025-09-16,84,
14CC1B06C5,AYT,801,25113801,1,1,LODS,0,25113,2025,1,,3,PVKILO24-2,8,1,44,12.9,1619,2262.755135,2025-08-01,2025-09-16,8,
1BD59A373E,AYT,802,25113802,2,1,LODS,1,25113,2025,2,BC093,Phaseolus vulgaris,Merlot,8,2,42,14,1025,1414.473684,2025-08-02,2025-09-22,11,
1A52E738ED,AYT,803,25113803,3,1,LODS,0,25113,2025,3,,3,PVKILO24-1,8,3,47,11.3,1167,1660.990051,2025-08-04,2025-09-16,26,
1F76E0E316,AYT,804,25113804,3,2,LODS,0,25113,2025,4,,3,PVKILO24-1,8,4,48,15.4,1142,1550.275995,2025-08-04,2025-09-16,29,
1BCFF7F2DC,AYT,805,25113805,2,2,LODS,1,25113,2025,5,BC093,Phaseolus vulgaris,Merlot,8,5,40,12.3,935,1315.781451,2025-08-01,2025-09-16,44,
18316C5DB9,AYT,806,25113806,1,2,LODS,0,25113,2025,6,,3,PVKILO24-2,8,6,38,12.7,919,1287.366816,2025-08-02,2025-09-16,47,
13B1AA70B3,AYT,807,25113807,1,3,LODS,0,25113,2025,7,,3,PVKILO24-2,8,7,44,13.1,728,1015.134788,2025-08-07,2025-09-24,62,
1073B3363C,AYT,808,25113808,2,3,LODS,1,25113,2025,8,BC093,Phaseolus vulgaris,Merlot,8,8,42,13.2,1331,1853.831836,2025-08-06,2025-09-16,65,
1B107D006F,AYT,809,25113809,3,3,LODS,0,25113,2025,9,,3,PVKILO24-1,8,9,51,14.8,1472,2012.426187,2025-08-04,2025-09-16,80,
1DB1906016,AYT,901,25114901,1,1,LODS,0,25114,2025,1,,5,PVCRPI24-001,9,1,48,9.9,553,799.5073813,2025-08-02,2025-09-22,9,
11F001DE79,AYT,902,25114902,2,1,LODS,0,25114,2025,2,,5,PVCRPI24-002,9,2,47,10.2,460,662.8369705,2025-08-10,2025-10-03,10,
1D165624ED,AYT,903,25114903,3,1,LODS,1,25114,2025,3,,cran,ETNA,9,3,57,10.5,1173,1684.587612,2025-08-06,2025-09-30,27,
12411C1EFE,AYT,904,25114904,3,2,LODS,1,25114,2025,4,,cran,ETNA,9,4,57,10.6,1288,1847.676508,2025-08-06,2025-09-16,28,
1D5D76FD3E,AYT,905,25114905,2,2,LODS,0,25114,2025,5,,5,PVCRPI24-002,9,5,51,9.8,574,830.7894737,2025-08-04,2025-09-24,45,
1875CAA4CD,AYT,906,25114906,1,2,LODS,0,25114,2025,6,,5,PVCRPI24-001,9,6,54,9.9,596,861.6752246,2025-08-05,2025-09-22,46,
1C7452317D,AYT,907,25114907,1,3,LODS,0,25114,2025,7,,5,PVCRPI24-001,9,7,50,9.8,473,684.6052632,2025-08-01,2025-09-16,63,
1EC76C719A,AYT,908,25114908,2,3,LODS,0,25114,2025,8,,5,PVCRPI24-002,9,8,46,10.2,532,766.5853659,2025-08-01,2025-09-15,64,
109D96B8A2,AYT,909,25114909,3,3,LODS,1,25114,2025,9,,cran,ETNA,9,9,56,10.6,1019,1461.787548,2025-08-02,2025-09-16,81,
